OBJECTID,SRA (at original adoption/recommendation),SRA (SRA22_2),FHSZ,FHSZ_Description,FHSZ_7Class,Shape__Area,Shape__Length
20510,SRA,LRA,3,Very High,Reclassified LRA Very High,2495.33913421631,649.545841801424
20511,SRA,LRA,3,Very High,Reclassified LRA Very High,333486.965209961,4903.72661825041
20512,SRA,LRA,3,Very High,Reclassified LRA Very High,44062.4406661987,6694.70416821049
20513,SRA,LRA,3,Very High,Reclassified LRA Very High,9515.46616363525,752.217949134454
20514,SRA,LRA,3,Very High,Reclassified LRA Very High,2002.12961578369,859.211893419301
20515,SRA,LRA,3,Very High,Reclassified LRA Very High,598.718002319336,657.812649831077
20516,SRA,LRA,3,Very High,Reclassified LRA Very High,1910.7085647583,355.524092182618
20517,SRA,LRA,3,Very High,Reclassified LRA Very High,2.79039001464844,283.574596996611
20518,SRA,LRA,3,Very High,Reclassified LRA Very High,3766.31761932373,913.317107530544
20519,SRA,LRA,3,Very High,Reclassified LRA Very High,166773.360225677,19510.6085751146
20520,SRA,LRA,3,Very High,Reclassified LRA Very High,13652.4627914429,653.057866105413
20521,SRA,LRA,3,Very High,Reclassified LRA Very High,2.52309226989746,94.7742518260976
20522,SRA,LRA,3,Very High,Reclassified LRA Very High,145727.276199341,17974.609155282
20523,SRA,LRA,3,Very High,Reclassified LRA Very High,2681128.44908905,20308.4225879965
20524,SRA,LRA,3,Very High,Reclassified LRA Very High,110676.363254547,22409.6823962106
20525,SRA,LRA,3,Very High,Reclassified LRA Very High,54524.4957504272,12067.4648773478
20526,SRA,LRA,3,Very High,Reclassified LRA Very High,109402.506469727,24478.3215978678
20527,SRA,LRA,3,Very High,Reclassified LRA Very High,104959.865127563,10548.9044552307
20528,SRA,LRA,3,Very High,Reclassified LRA Very High,90907.9348449707,8685.13568234831
20529,SRA,LRA,3,Very High,Reclassified LRA Very High,1425.45967102051,888.559051637793
20530,SRA,LRA,3,Very High,Reclassified LRA Very High,33.1962909698486,76.8952522481215
20531,SRA,LRA,3,Very High,Reclassified LRA Very High,2300.62265777588,651.324848672776
20532,LRA,LRA,3,Very High,Recommended LRA Very High,61142.5321502686,1235.65534866187
20533,LRA,LRA,3,Very High,Recommended LRA Very High,12592168.7965698,32308.1704853755
20534,LRA,LRA,3,Very High,Recommended LRA Very High,36193306.5724487,57569.3076705837
20535,LRA,LRA,3,Very High,Recommended LRA Very High,6591967.59809875,27419.9123528147
20536,LRA,LRA,3,Very High,Recommended LRA Very High,1020596.82492065,8777.50176885949
20537,LRA,LRA,3,Very High,Recommended LRA Very High,41114.3239593506,799.076176580743
20538,LRA,LRA,3,Very High,Recommended LRA Very High,477465.533691406,4760.59319694435
20539,LRA,LRA,3,Very High,Recommended LRA Very High,8375.80982971191,402.311135921061
20540,LRA,LRA,3,Very High,Recommended LRA Very High,5387384.65481567,50886.1308412267
20541,LRA,LRA,3,Very High,Recommended LRA Very High,529433.942138672,4720.52552245673
20542,LRA,LRA,3,Very High,Recommended LRA Very High,20963.4074249268,612.716901274317
20543,LRA,LRA,3,Very High,Recommended LRA Very High,12797.0715942383,812.151745503822
20544,LRA,LRA,3,Very High,Recommended LRA Very High,80599.6523895264,2208.92857243777
20545,LRA,LRA,3,Very High,Recommended LRA Very High,521306.707733154,3525.20895760323
20546,LRA,LRA,3,Very High,Recommended LRA Very High,1776817.41346741,8430.63031676252
20547,LRA,LRA,3,Very High,Recommended LRA Very High,2489745.47337341,12070.1343302777
20548,LRA,LRA,3,Very High,Recommended LRA Very High,6084292.80702209,28653.1066131013
20549,LRA,LRA,3,Very High,Recommended LRA Very High,2783851.73858643,27536.8167824361
20550,LRA,LRA,3,Very High,Recommended LRA Very High,307335.51071167,3436.44823991541
20551,LRA,LRA,3,Very High,Recommended LRA Very High,1614778.9070282,9160.4746916845
20552,LRA,LRA,3,Very High,Recommended LRA Very High,40347.17918396,1145.3960179128
20553,LRA,LRA,3,Very High,Recommended LRA Very High,7819270.24853516,35047.8897797629
20554,LRA,LRA,3,Very High,Recommended LRA Very High,1078574.21949768,9961.60191625743
20555,LRA,LRA,3,Very High,Recommended LRA Very High,426967.438186646,5902.76682143324
20556,LRA,LRA,3,Very High,Recommended LRA Very High,13194110.5206604,48723.2514144121
20557,LRA,LRA,3,Very High,Recommended LRA Very High,341057.752380371,7249.52437374272
20558,LRA,LRA,3,Very High,Recommended LRA Very High,1277260.61134338,15946.9449848533
20559,LRA,LRA,3,Very High,Recommended LRA Very High,209771.426010132,1982.51577336749
20560,LRA,LRA,3,Very High,Recommended LRA Very High,45430.0071868896,1626.53742836045
20561,LRA,LRA,3,Very High,Recommended LRA Very High,242317.58795166,3461.13866772804
20562,LRA,LRA,3,Very High,Recommended LRA Very High,25772.052154541,1068.77161957233
20563,LRA,LRA,3,Very High,Recommended LRA Very High,4460761.9120636,17518.8008911359
20564,LRA,LRA,3,Very High,Recommended LRA Very High,5507414.97213745,14816.3876456386
20565,LRA,LRA,3,Very High,Recommended LRA Very High,2539313.97747803,19308.8631439107
20566,LRA,LRA,3,Very High,Recommended LRA Very High,125381.215423584,2743.79195795601
20567,LRA,LRA,3,Very High,Recommended LRA Very High,79187.6802215576,1424.3906053344
20568,LRA,LRA,3,Very High,Recommended LRA Very High,522549.066665649,4478.36412303729
20569,LRA,LRA,3,Very High,Recommended LRA Very High,60817.7261199951,1025.40540217376
20570,LRA,LRA,3,Very High,Recommended LRA Very High,622401.947814941,6157.94358591397
20571,LRA,LRA,3,Very High,Recommended LRA Very High,190336.560562134,3542.34465284214
20572,LRA,LRA,3,Very High,Recommended LRA Very High,61870.0399017334,1429.4107782675
20573,LRA,LRA,3,Very High,Recommended LRA Very High,6308225.89772034,24407.6683449446
20574,LRA,LRA,3,Very High,Recommended LRA Very High,111034.891433716,1931.07047183416
20575,LRA,LRA,3,Very High,Recommended LRA Very High,41353.2330474854,1636.66094506768
20576,LRA,LRA,3,Very High,Recommended LRA Very High,2463358.6157074,12160.2942291688
20577,LRA,LRA,3,Very High,Recommended LRA Very High,244846.000762939,2281.63758928055
20578,LRA,LRA,3,Very High,Recommended LRA Very High,33437.0903320313,942.372939370066
20579,LRA,LRA,3,Very High,Recommended LRA Very High,35236737.1615448,102727.359932657
20580,LRA,LRA,3,Very High,Recommended LRA Very High,174722.536605835,2598.91077789341
20581,LRA,LRA,3,Very High,Recommended LRA Very High,727534.957717896,6851.79806013678
20582,LRA,LRA,3,Very High,Recommended LRA Very High,158627.842468262,1656.24827057688
20583,LRA,LRA,3,Very High,Recommended LRA Very High,43740.7825469971,1156.33697183542
20584,LRA,LRA,3,Very High,Recommended LRA Very High,21281.4632263184,609.619487931981
20585,LRA,LRA,3,Very High,Recommended LRA Very High,237022.260147095,4319.15505951781
20586,LRA,LRA,3,Very High,Recommended LRA Very High,822763.415901184,9075.5950845998
20587,LRA,LRA,3,Very High,Recommended LRA Very High,7542639.31704712,23402.3622309751
20588,LRA,LRA,3,Very High,Recommended LRA Very High,15853355.2757034,54311.1354369066
20589,LRA,LRA,3,Very High,Recommended LRA Very High,5967874.35836792,14895.8480470387
20590,LRA,LRA,3,Very High,Recommended LRA Very High,122974.786026001,1694.49981429939
20591,LRA,LRA,3,Very High,Recommended LRA Very High,135592.708145142,1825.7533660802
20592,LRA,LRA,3,Very High,Recommended LRA Very High,22397.3965606689,881.537943157191
20593,LRA,LRA,3,Very High,Recommended LRA Very High,550834.498519897,5905.24296876039
20594,LRA,LRA,3,Very High,Recommended LRA Very High,96894.1044769287,1530.05578187354
20595,LRA,LRA,3,Very High,Recommended LRA Very High,438039116.298721,826153.95916135
20596,LRA,LRA,3,Very High,Recommended LRA Very High,3179214.59770966,19599.3901185282
20597,LRA,LRA,3,Very High,Recommended LRA Very High,646855.336502075,6649.81627866767
20598,LRA,LRA,3,Very High,Recommended LRA Very High,22940.8224487305,1061.07912820552
20599,LRA,LRA,3,Very High,Recommended LRA Very High,7426906.69853973,17039.2111467074
20600,LRA,LRA,3,Very High,Recommended LRA Very High,29282.1909332275,1181.36093799337
20601,LRA,LRA,3,Very High,Recommended LRA Very High,30341.2804870605,1994.40662130082
20602,LRA,LRA,3,Very High,Recommended LRA Very High,361865.386238098,5866.22751854467
20603,LRA,LRA,3,Very High,Recommended LRA Very High,20130.3535232544,1458.91401100595
20604,LRA,LRA,3,Very High,Recommended LRA Very High,29671.0684661865,1329.77281760657
20605,LRA,LRA,3,Very High,Recommended LRA Very High,45420.7878036499,1864.37264971712
20606,LRA,LRA,3,Very High,Recommended LRA Very High,35346.0283966064,1518.56584743532
20607,LRA,LRA,3,Very High,Recommended LRA Very High,78775.4160003662,2493.10656090611
20608,LRA,LRA,3,Very High,Recommended LRA Very High,6712503.66957855,17768.8971478524
20609,LRA,LRA,3,Very High,Recommended LRA Very High,85981141.9919281,206100.654642984
20610,LRA,LRA,3,Very High,Recommended LRA Very High,1099583.59776306,14679.9761246298
20611,LRA,LRA,3,Very High,Recommended LRA Very High,185887.144958496,3353.73966375896
20612,LRA,LRA,3,Very High,Recommended LRA Very High,0.00061798095703125,0.119010509990525
20613,LRA,LRA,3,Very High,Recommended LRA Very High,1395409.52886963,7984.83432068605
20614,LRA,LRA,3,Very High,Recommended LRA Very High,2160140.1546402,17449.1002653245
20615,LRA,LRA,3,Very High,Recommended LRA Very High,107781.51890564,1289.34312149393
20616,LRA,LRA,3,Very High,Recommended LRA Very High,4236068.16096497,18803.7607552263
20617,LRA,LRA,3,Very High,Recommended LRA Very High,395111.6457901,5014.67940025722
20618,LRA,LRA,3,Very High,Recommended LRA Very High,248461.95199585,4257.49282088835
20619,LRA,LRA,3,Very High,Recommended LRA Very High,26555.6053466797,901.306781541827
20620,LRA,LRA,3,Very High,Recommended LRA Very High,635905.907783508,5891.0590861698
20621,LRA,LRA,3,Very High,Recommended LRA Very High,9164178.49607086,38169.7337523905
20622,LRA,LRA,3,Very High,Recommended LRA Very High,284398.686180115,3122.46790838759
20623,LRA,LRA,3,Very High,Recommended LRA Very High,21518.9408035278,588.59878311263
20624,LRA,LRA,3,Very High,Recommended LRA Very High,1060333.72569275,11622.5188889876
20625,LRA,LRA,3,Very High,Recommended LRA Very High,1775666.76557922,9709.17588408996
20626,LRA,LRA,3,Very High,Recommended LRA Very High,925230.53125,9056.54119223984
20627,LRA,LRA,3,Very High,Recommended LRA Very High,1953584.92094421,20193.5149117583
20628,LRA,LRA,3,Very High,Recommended LRA Very High,908408.310966492,5498.33465202786
20629,LRA,LRA,3,Very High,Recommended LRA Very High,34373312.7343445,78844.9156493581
20630,LRA,LRA,3,Very High,Recommended LRA Very High,12381023.7041321,42627.8051599465
20631,LRA,LRA,3,Very High,Recommended LRA Very High,424803.257286072,5734.56379100915
20632,LRA,LRA,3,Very High,Recommended LRA Very High,1347117.97383118,6579.46222529193
20633,LRA,LRA,3,Very High,Recommended LRA Very High,42021523.9176865,68193.8546463737
20634,LRA,LRA,3,Very High,Recommended LRA Very High,252985.32862854,3854.71025330231
20635,LRA,LRA,3,Very High,Recommended LRA Very High,5184620.70166779,19747.3729786911
20636,LRA,LRA,3,Very High,Recommended LRA Very High,842840.158889771,4625.49811902074
20637,LRA,LRA,3,Very High,Recommended LRA Very High,1220446.8026123,8661.81011655905
20638,LRA,LRA,3,Very High,Recommended LRA Very High,32712.3224487305,2198.83502857912
20639,LRA,LRA,3,Very High,Recommended LRA Very High,7.17977905273438,431.887817094057
20640,LRA,LRA,3,Very High,Recommended LRA Very High,314025.088287354,2363.39019140956
20641,LRA,LRA,3,Very High,Recommended LRA Very High,2586603.13420105,6448.76564815485
20642,LRA,LRA,3,Very High,Recommended LRA Very High,152114.886276245,1560.70816401393
20643,LRA,LRA,3,Very High,Recommended LRA Very High,642177.09147644,4008.32988713802
20644,LRA,LRA,3,Very High,Recommended LRA Very High,1824479.98776245,6936.76988711989
20645,LRA,LRA,3,Very High,Recommended LRA Very High,837959.45941925,5955.45302568893
20646,LRA,LRA,3,Very High,Recommended LRA Very High,148471.551513672,2012.38320712633
20647,LRA,LRA,3,Very High,Recommended LRA Very High,4395.32604980469,513.746559361966
20648,LRA,LRA,3,Very High,Recommended LRA Very High,145359.122207642,1525.2370473387
20649,LRA,LRA,3,Very High,Recommended LRA Very High,540624.138519287,4392.97487598122
20650,LRA,LRA,3,Very High,Recommended LRA Very High,155109.656509399,1575.37621834485
20651,LRA,LRA,3,Very High,Recommended LRA Very High,194906.107208252,2682.75783846039
20652,LRA,LRA,3,Very High,Recommended LRA Very High,36395.8622131348,1368.93458530853
20653,LRA,LRA,3,Very High,Recommended LRA Very High,44.0513763427734,27.7552138284409
20654,LRA,LRA,3,Very High,Recommended LRA Very High,42372141.6144867,113796.435865861
20655,LRA,LRA,3,Very High,Recommended LRA Very High,723255.568099976,6831.9234045776
20656,LRA,LRA,3,Very High,Recommended LRA Very High,231306.80607605,2788.13266475017
20657,LRA,LRA,3,Very High,Recommended LRA Very High,538217.411560059,6270.19211348285
20658,LRA,LRA,3,Very High,Recommended LRA Very High,335869.722175598,2979.79412468473
20659,LRA,LRA,3,Very High,Recommended LRA Very High,23381.2053833008,1366.75629525396
20660,LRA,LRA,3,Very High,Recommended LRA Very High,16345.3977966309,1806.33623597755
20661,LRA,LRA,3,Very High,Recommended LRA Very High,1791839.69741058,10705.9842145817
20662,LRA,LRA,3,Very High,Recommended LRA Very High,4151401.10962677,11743.5007234869
20663,LRA,LRA,3,Very High,Recommended LRA Very High,120338.798973083,1955.20981450129
20664,LRA,LRA,3,Very High,Recommended LRA Very High,735422.217353821,8946.81154004286
20665,LRA,LRA,3,Very High,Recommended LRA Very High,1234072.67948914,6998.61696221741
20666,LRA,LRA,3,Very High,Recommended LRA Very High,778175.836761475,7120.19766952926
20667,LRA,LRA,3,Very High,Recommended LRA Very High,321080.855392456,2406.4219829382
20668,LRA,LRA,3,Very High,Recommended LRA Very High,160650.109985352,2991.56876751071
20669,LRA,LRA,3,Very High,Recommended LRA Very High,1018302.9927063,6047.1195346026
20670,LRA,LRA,3,Very High,Recommended LRA Very High,32163.0997467041,1074.37092647884
20671,LRA,LRA,3,Very High,Recommended LRA Very High,156044.953559875,2707.05385158006
20672,LRA,LRA,3,Very High,Recommended LRA Very High,78728.6639633179,1502.70294623879
20673,LRA,LRA,3,Very High,Recommended LRA Very High,68274.4170761108,1440.093836631
20674,LRA,LRA,3,Very High,Recommended LRA Very High,1087113.83505249,11308.8250087844
20675,LRA,LRA,3,Very High,Recommended LRA Very High,284187.561416626,3485.0188702277
20676,LRA,LRA,3,Very High,Recommended LRA Very High,28088804.5511703,39639.901383232
20677,LRA,LRA,3,Very High,Recommended LRA Very High,667182.040649414,7205.60943979116
20678,LRA,LRA,3,Very High,Recommended LRA Very High,54590.6765670776,1179.7951424899
20679,LRA,LRA,3,Very High,Recommended LRA Very High,1395506.28713989,9009.75532248043
20680,LRA,LRA,3,Very High,Recommended LRA Very High,24116.8691558838,1969.48268672613
20681,LRA,LRA,3,Very High,Recommended LRA Very High,91680.9271697998,1811.24829850443
20682,LRA,LRA,3,Very High,Recommended LRA Very High,25919.5505218506,943.787114549036
20683,LRA,LRA,3,Very High,Recommended LRA Very High,123457343.533409,200155.562690135
20684,LRA,LRA,3,Very High,Recommended LRA Very High,2455167.60041809,21963.0727797452
20685,LRA,LRA,3,Very High,Recommended LRA Very High,1154861.15493774,13176.9700659036
20686,LRA,LRA,3,Very High,Recommended LRA Very High,1371266.05516052,10354.5423985812
20687,LRA,LRA,3,Very High,Recommended LRA Very High,19095.5457305908,583.56159448476
20688,LRA,LRA,3,Very High,Recommended LRA Very High,2908165.74945068,10283.452189991
20689,LRA,LRA,3,Very High,Recommended LRA Very High,91678.4546127319,1542.92899804231
20690,LRA,LRA,3,Very High,Recommended LRA Very High,479360.551475525,5930.68031351215
20691,LRA,LRA,3,Very High,Recommended LRA Very High,16074426.2712326,44587.6345408181
20692,LRA,LRA,3,Very High,Recommended LRA Very High,59337.5975112915,1152.77789706518
20693,LRA,LRA,3,Very High,Recommended LRA Very High,65847239.5804482,53698.4056706628
20694,LRA,LRA,3,Very High,Recommended LRA Very High,244143.374778748,5818.25502609782
20695,LRA,LRA,3,Very High,Recommended LRA Very High,515041.296386719,6090.64936830934
20696,LRA,LRA,3,Very High,Recommended LRA Very High,15385.3192749023,507.83770661672
20697,LRA,LRA,3,Very High,Recommended LRA Very High,50193.1071929932,1978.78464778214
20698,LRA,LRA,3,Very High,Recommended LRA Very High,507835.234436035,8154.46817337051
20699,LRA,LRA,3,Very High,Recommended LRA Very High,354723.406242371,4636.74873070998
20700,LRA,LRA,3,Very High,Recommended LRA Very High,3370328.73936462,10630.6185065012
20701,LRA,LRA,3,Very High,Recommended LRA Very High,73594.3205947876,1371.34268188461
20702,LRA,LRA,3,Very High,Recommended LRA Very High,637351.746734619,4955.58046847734
20703,LRA,LRA,3,Very High,Recommended LRA Very High,60926.8204193115,3712.47397589668
20704,LRA,LRA,3,Very High,Recommended LRA Very High,130540.92162323,3552.21205140384
20705,LRA,LRA,3,Very High,Recommended LRA Very High,1416843.17842102,7844.4733243806
20706,LRA,LRA,3,Very High,Recommended LRA Very High,2155495.8195343,20652.2493535603
20707,LRA,LRA,3,Very High,Recommended LRA Very High,70477.9787826538,1705.94462023197
20708,LRA,LRA,3,Very High,Recommended LRA Very High,1252983.72208405,7782.62814950201
20709,LRA,LRA,3,Very High,Recommended LRA Very High,6099504.58599854,22840.0345312758
20710,LRA,LRA,3,Very High,Recommended LRA Very High,242568.336341858,4068.01696301028
20711,LRA,LRA,3,Very High,Recommended LRA Very High,42817.368309021,1166.75089151518
20712,LRA,LRA,3,Very High,Recommended LRA Very High,941648.232681274,11286.2312930131
20713,LRA,LRA,3,Very High,Recommended LRA Very High,246563.757751465,3825.32472402595
20714,LRA,LRA,3,Very High,Recommended LRA Very High,5319351.68541718,21340.720205644
20715,LRA,LRA,3,Very High,Recommended LRA Very High,1956431.63201904,17452.087186046
20716,LRA,LRA,3,Very High,Recommended LRA Very High,36337.0513763428,881.200793130322
20717,LRA,LRA,3,Very High,Recommended LRA Very High,5474.62521362305,685.359771456858
20718,LRA,LRA,3,Very High,Recommended LRA Very High,12055676.1194305,44695.8052922913
20719,LRA,LRA,3,Very High,Recommended LRA Very High,700069.123428345,8504.27979656587
20720,LRA,LRA,3,Very High,Recommended LRA Very High,8050364.5320282,31817.1145499417
20721,LRA,LRA,3,Very High,Recommended LRA Very High,32751.5290985107,876.690697709359
20722,LRA,LRA,3,Very High,Recommended LRA Very High,205625.566558838,3652.70231910012
20723,LRA,LRA,3,Very High,Recommended LRA Very High,352513.308166504,4375.73411825301
20724,LRA,LRA,3,Very High,Recommended LRA Very High,906054.764328003,4848.21197366044
20725,LRA,LRA,3,Very High,Recommended LRA Very High,403586.281112671,4267.85028087112
20726,LRA,LRA,3,Very High,Recommended LRA Very High,391895.816238403,3485.79087213547
20727,LRA,LRA,3,Very High,Recommended LRA Very High,2409722.53179932,14278.2651085563
20728,LRA,LRA,3,Very High,Recommended LRA Very High,5858625.88460541,17778.4785584609
20729,LRA,LRA,3,Very High,Recommended LRA Very High,233588.501541138,2385.6297507911
20730,LRA,LRA,3,Very High,Recommended LRA Very High,22607.2088928223,690.729171436784
20731,LRA,LRA,3,Very High,Recommended LRA Very High,57024971.4807053,111026.188865376
20732,LRA,LRA,3,Very High,Recommended LRA Very High,94031.9637451172,1340.5112918086
20733,LRA,LRA,3,Very High,Recommended LRA Very High,7292796.46897888,26599.6966364455
20734,LRA,LRA,3,Very High,Recommended LRA Very High,9236808.92758942,30713.2803983589
20735,LRA,LRA,3,Very High,Recommended LRA Very High,140034.363365173,3055.86458587448
20736,LRA,LRA,3,Very High,Recommended LRA Very High,27847303.1254425,76107.3271961795
20737,LRA,LRA,3,Very High,Recommended LRA Very High,55578.5628051758,1235.82639103378
20738,LRA,LRA,3,Very High,Recommended LRA Very High,933653.223419189,6777.99658613971
20739,LRA,LRA,3,Very High,Recommended LRA Very High,766004.015922546,4435.92833513064
20740,LRA,LRA,3,Very High,Recommended LRA Very High,576726.543807983,5857.92278691547
20741,LRA,LRA,3,Very High,Recommended LRA Very High,218660.089523315,2213.44695134825
20742,LRA,LRA,3,Very High,Recommended LRA Very High,74668.7754974365,2530.59848513366
20743,LRA,LRA,3,Very High,Recommended LRA Very High,1832131.82187653,7993.70043563725
20744,LRA,LRA,3,Very High,Recommended LRA Very High,607823.377830505,4000.34722049889
20745,LRA,LRA,3,Very High,Recommended LRA Very High,600344.099105835,5130.82427192575
20746,LRA,LRA,3,Very High,Recommended LRA Very High,28279.9826126099,684.880010264308
20747,LRA,LRA,3,Very High,Recommended LRA Very High,1006723.61985779,7398.76824430198
20748,LRA,LRA,3,Very High,Recommended LRA Very High,113982.462516785,1580.87914282794
20749,LRA,LRA,3,Very High,Recommended LRA Very High,240742.560798645,3528.28308437832
20750,LRA,LRA,3,Very High,Recommended LRA Very High,210462.385185242,2229.87484939585
20751,LRA,LRA,3,Very High,Recommended LRA Very High,8438074.69354248,29402.5871561669
20752,LRA,LRA,3,Very High,Recommended LRA Very High,1431761.01643372,7311.23391933881
20753,LRA,LRA,3,Very High,Recommended LRA Very High,82812.4443511963,1872.27678507669
20754,LRA,LRA,3,Very High,Recommended LRA Very High,143787.335632324,1959.09578208306
20755,LRA,LRA,3,Very High,Recommended LRA Very High,3787560.3740387,16144.8244243063
20756,LRA,LRA,3,Very High,Recommended LRA Very High,35577.6537475586,1235.04119626725
20757,LRA,LRA,3,Very High,Recommended LRA Very High,1830176.67963409,15841.5335871892
20758,LRA,LRA,3,Very High,Recommended LRA Very High,217990.270439148,2949.06681641069
20759,LRA,LRA,3,Very High,Recommended LRA Very High,143108.893371582,1812.62746975895
20760,LRA,LRA,3,Very High,Recommended LRA Very High,144464.200119019,2595.32426031766
20761,LRA,LRA,3,Very High,Recommended LRA Very High,47030.3871994019,1184.7000306133
20762,LRA,LRA,3,Very High,Recommended LRA Very High,53414.8286819458,1570.3495704586
20763,LRA,LRA,3,Very High,Recommended LRA Very High,351599.442749023,3699.51231428135
20764,LRA,LRA,3,Very High,Recommended LRA Very High,340036.584365845,3354.56636875205
20765,LRA,LRA,3,Very High,Recommended LRA Very High,25059.0763626099,693.545049850717
20766,LRA,LRA,3,Very High,Recommended LRA Very High,384675.900558472,3714.73670651847
20767,LRA,LRA,3,Very High,Recommended LRA Very High,21991.6379165649,1322.74724367293
20768,LRA,LRA,3,Very High,Recommended LRA Very High,106181.137954712,3469.33094251532
20769,LRA,LRA,3,Very High,Recommended LRA Very High,248712.805038452,4729.81651337836
20770,LRA,LRA,3,Very High,Recommended LRA Very High,21058.5282745361,920.748655364839
20771,LRA,LRA,3,Very High,Recommended LRA Very High,70800.0698013306,1255.27257838636
20772,LRA,LRA,3,Very High,Recommended LRA Very High,12247358.2693787,54712.7144506974
20773,LRA,LRA,3,Very High,Recommended LRA Very High,198243.324775696,2616.58863132112
20774,LRA,LRA,3,Very High,Recommended LRA Very High,771218.35181427,5078.4061241479
20775,LRA,LRA,3,Very High,Recommended LRA Very High,67259.1324005127,2633.6549141879
20776,LRA,LRA,3,Very High,Recommended LRA Very High,163761.652694702,2249.32477313313
20777,LRA,LRA,3,Very High,Recommended LRA Very High,5071878.51651001,24885.4025550961
20778,LRA,LRA,3,Very High,Recommended LRA Very High,63964600.7193756,221174.029794116
20779,LRA,LRA,3,Very High,Recommended LRA Very High,1000690.26301575,7373.23648945662
20780,LRA,LRA,3,Very High,Recommended LRA Very High,8284762.39296722,22291.7231641259
20781,LRA,LRA,3,Very High,Recommended LRA Very High,39574.7536621094,1727.51186553546
20782,LRA,LRA,3,Very High,Recommended LRA Very High,314040.446380615,3031.60007566034
20783,LRA,LRA,3,Very High,Recommended LRA Very High,153138.938926697,1960.92774390426
20784,LRA,LRA,3,Very High,Recommended LRA Very High,343241.609230042,3191.37915276762
20785,LRA,LRA,3,Very High,Recommended LRA Very High,144370.480834961,2228.15814510077
20786,LRA,LRA,3,Very High,Recommended LRA Very High,61045.1607971191,1595.26118418586
20787,LRA,LRA,3,Very High,Recommended LRA Very High,45275.1308135986,1184.08125726426
20788,LRA,LRA,3,Very High,Recommended LRA Very High,857173.271255493,7113.61494632823
20789,LRA,LRA,3,Very High,Recommended LRA Very High,934680.243156433,10020.4081280288
20790,LRA,LRA,3,Very High,Recommended LRA Very High,9749513.00286865,45849.0861460475
20791,LRA,LRA,3,Very High,Recommended LRA Very High,56699.3762283325,2369.26082950747
20792,LRA,LRA,3,Very High,Recommended LRA Very High,51003.5048980713,1362.99354993663
20793,LRA,LRA,3,Very High,Recommended LRA Very High,46786630.5178108,84232.3721524895
20794,LRA,LRA,3,Very High,Recommended LRA Very High,2380172.70134735,12597.4510511003
20795,LRA,LRA,3,Very High,Recommended LRA Very High,66544.2466659546,1345.78009899754
20796,LRA,LRA,3,Very High,Recommended LRA Very High,470682.695808411,3649.37547128488
20797,LRA,LRA,3,Very High,Recommended LRA Very High,2341512.1639328,6407.93983292632
20798,LRA,LRA,3,Very High,Recommended LRA Very High,4220567.86975098,14190.5893423464
20799,LRA,LRA,3,Very High,Recommended LRA Very High,50506965.616745,118835.10290288
20800,LRA,LRA,3,Very High,Recommended LRA Very High,113053.9373703,2945.85901112805
20801,LRA,LRA,3,Very High,Recommended LRA Very High,247395.733818054,3578.19316813138
20802,LRA,LRA,3,Very High,Recommended LRA Very High,25866495.3979111,50390.787108896
20803,LRA,LRA,3,Very High,Recommended LRA Very High,12375037.0534592,56603.0615439498
20804,LRA,LRA,3,Very High,Recommended LRA Very High,213358.75491333,2232.8268168325
20805,LRA,LRA,3,Very High,Recommended LRA Very High,1.97287750244141,229.964488735355
20806,LRA,LRA,3,Very High,Recommended LRA Very High,0.455970764160156,157.580180782177
20807,LRA,LRA,3,Very High,Recommended LRA Very High,5378716.81271362,18522.9631623507
20808,LRA,LRA,3,Very High,Recommended LRA Very High,285418.909812927,2983.55186495894
20809,LRA,LRA,3,Very High,Recommended LRA Very High,8442466.34560394,43923.9045680638
20810,LRA,LRA,3,Very High,Recommended LRA Very High,2.06478118896484,506.293190058799
20811,LRA,LRA,3,Very High,Recommended LRA Very High,19.6528625488281,1931.89714390825
20812,LRA,LRA,3,Very High,Recommended LRA Very High,2.79743194580078,411.444736196567
20813,LRA,LRA,3,Very High,Recommended LRA Very High,4.01171493530273,805.056163666711
20814,LRA,LRA,3,Very High,Recommended LRA Very High,1.00204849243164,156.75735557245
20815,LRA,LRA,3,Very High,Recommended LRA Very High,12.2497291564941,1304.69200848087
20816,LRA,LRA,3,Very High,Recommended LRA Very High,314529.384803772,3159.05329411674
20817,LRA,LRA,3,Very High,Recommended LRA Very High,83.8158912658691,1900.28695910969
20818,LRA,LRA,3,Very High,Recommended LRA Very High,108250.245742798,1518.04580037878
20819,LRA,LRA,3,Very High,Recommended LRA Very High,18556.1020851135,1548.25559532116
20820,LRA,LRA,3,Very High,Recommended LRA Very High,102215.703018188,1538.72667940021
20821,LRA,LRA,3,Very High,Recommended LRA Very High,645535.12676239,4368.14605901574
20822,LRA,LRA,3,Very High,Recommended LRA Very High,7792517.59183502,14207.1816634896
20823,LRA,LRA,3,Very High,Recommended LRA Very High,19366.5447998047,589.70152369014
20824,LRA,LRA,3,Very High,Recommended LRA Very High,857544.057502747,5742.97663765597
20825,LRA,LRA,3,Very High,Recommended LRA Very High,27853.7595367432,671.891918608793
20826,LRA,LRA,3,Very High,Recommended LRA Very High,88.7738037109375,53.4069477373869
20827,LRA,LRA,3,Very High,Recommended LRA Very High,35090.1440124512,750.294067155285
20828,LRA,LRA,3,Very High,Recommended LRA Very High,129574.184951782,2611.07913889572
20829,LRA,LRA,3,Very High,Recommended LRA Very High,2.4968376159668,7.82194417710843
