OBJECTID,SRA (at original adoption/recommendation),SRA (SRA22_2),FHSZ,FHSZ_Description,FHSZ_7Class,Shape__Area,Shape__Length
1,,SRA,1,Moderate,SRA Moderate,1572.0659942627,172.429380166254
2,,SRA,1,Moderate,SRA Moderate,6692.74971008301,543.383043118938
3,,SRA,1,Moderate,SRA Moderate,198.790283203125,73.2640964197765
4,,SRA,1,Moderate,SRA Moderate,70941.150390625,1766.17558079276
5,,SRA,1,Moderate,SRA Moderate,1348545.20915222,11101.1306142632
6,,SRA,1,Moderate,SRA Moderate,657000,6360
7,,SRA,1,Moderate,SRA Moderate,99000,1680
8,,SRA,1,Moderate,SRA Moderate,247629.029006958,2683.18455553566
9,,SRA,1,Moderate,SRA Moderate,266321.611877441,2368.65360651846
10,,SRA,1,Moderate,SRA Moderate,29589.8609924316,877.775253359426
11,,SRA,1,Moderate,SRA Moderate,198437.444229126,2497.03163877171
12,,SRA,1,Moderate,SRA Moderate,119.111602783203,57.3021337130631
13,,SRA,1,Moderate,SRA Moderate,166500,2700
14,,SRA,1,Moderate,SRA Moderate,144581.31968689,3006.61920246
15,,SRA,1,Moderate,SRA Moderate,509224.617111206,2870.39958831678
16,,SRA,1,Moderate,SRA Moderate,2826657.6436615,9997.22221718291
17,,SRA,1,Moderate,SRA Moderate,86852.6732177734,1680.08453621617
18,,SRA,1,Moderate,SRA Moderate,643.487869262695,112.630755735124
19,,SRA,1,Moderate,SRA Moderate,133.379318237305,55.8460420698941
20,,SRA,1,Moderate,SRA Moderate,67765.9738006592,1981.29622573222
21,,SRA,1,Moderate,SRA Moderate,3018.66682434082,297.412335475216
22,,SRA,1,Moderate,SRA Moderate,185.796737670898,65.8388248313586
23,,SRA,1,Moderate,SRA Moderate,206.069396972656,68.5172832505688
24,,SRA,1,Moderate,SRA Moderate,221016.967376709,4351.57729468204
25,,SRA,1,Moderate,SRA Moderate,145.34700012207,69.7339297574869
26,,SRA,1,Moderate,SRA Moderate,1771350.11935425,11712.955376884
27,,SRA,1,Moderate,SRA Moderate,10429.5362701416,418.257551847986
28,,SRA,1,Moderate,SRA Moderate,791794.915557861,5321.93470481813
29,,SRA,1,Moderate,SRA Moderate,196.046264648438,57.8567052391355
30,,SRA,1,Moderate,SRA Moderate,3940.42367553711,433.625501964925
31,,SRA,1,Moderate,SRA Moderate,9271.05786132813,715.438161072277
32,,SRA,1,Moderate,SRA Moderate,859481.196212769,4855.2900856501
33,,SRA,1,Moderate,SRA Moderate,296.633987426758,79.7945901525099
34,,SRA,1,Moderate,SRA Moderate,1701615.33320618,10522.5954639455
35,,SRA,1,Moderate,SRA Moderate,158400,2940
36,,SRA,1,Moderate,SRA Moderate,73531.8059844971,1653.68137020387
37,,SRA,1,Moderate,SRA Moderate,701100,5100
38,,SRA,1,Moderate,SRA Moderate,281313924.880646,212326.486543223
39,,SRA,1,Moderate,SRA Moderate,1241694.73304749,6005.03264277285
40,,SRA,1,Moderate,SRA Moderate,996086.283065796,7913.51533214711
41,,SRA,1,Moderate,SRA Moderate,212400,2880
42,,SRA,1,Moderate,SRA Moderate,45933.0979003906,1271.56348883592
43,,SRA,1,Moderate,SRA Moderate,197.951217651367,68.3588395399564
44,,SRA,1,Moderate,SRA Moderate,839.499328613281,124.548310275516
45,,SRA,1,Moderate,SRA Moderate,265500,2940
46,,SRA,1,Moderate,SRA Moderate,2947.09020996094,515.983712887797
47,,SRA,1,Moderate,SRA Moderate,723512.752548218,5438.81236830818
48,,SRA,1,Moderate,SRA Moderate,71514.9891967773,1525.48793219948
49,,SRA,1,Moderate,SRA Moderate,2943.32438659668,253.280748035445
50,,SRA,1,Moderate,SRA Moderate,141.252960205078,68.5411339447544
51,,SRA,1,Moderate,SRA Moderate,204.061111450195,97.6014496378622
52,,SRA,1,Moderate,SRA Moderate,8110.33291625977,491.132602105295
53,,SRA,1,Moderate,SRA Moderate,81.8761444091797,43.690362626228
54,,SRA,1,Moderate,SRA Moderate,38.4817047119141,63.4707246279656
55,,SRA,1,Moderate,SRA Moderate,1338.03541564941,167.54920935416
56,,SRA,1,Moderate,SRA Moderate,56.4352722167969,88.7695728361938
57,,SRA,1,Moderate,SRA Moderate,499.163070678711,114.484179103637
58,,SRA,1,Moderate,SRA Moderate,246836.241836548,5279.04256295456
59,,SRA,1,Moderate,SRA Moderate,187.545852661133,68.2153111934122
60,,SRA,1,Moderate,SRA Moderate,934920.747787476,5369.65142912611
61,,SRA,1,Moderate,SRA Moderate,1753.34387207031,178.199842137415
62,,SRA,1,Moderate,SRA Moderate,14792.1799163818,739.667028874136
63,,SRA,1,Moderate,SRA Moderate,15.4565734863281,21.3212648626602
64,,SRA,1,Moderate,SRA Moderate,8154.62294006348,481.44818802931
65,,SRA,1,Moderate,SRA Moderate,0.749740600585938,15.0948402615303
66,,SRA,1,Moderate,SRA Moderate,46096.7950439453,1863.8323502234
67,,SRA,1,Moderate,SRA Moderate,127217.164093018,2340.31887538158
68,,SRA,1,Moderate,SRA Moderate,6287.94006347656,389.191532454919
69,,SRA,1,Moderate,SRA Moderate,13652.3358612061,602.79518851556
70,,SRA,1,Moderate,SRA Moderate,327323.491165161,4232.51538933286
71,,SRA,1,Moderate,SRA Moderate,240.063003540039,77.6004511961818
72,,SRA,1,Moderate,SRA Moderate,3847724.15040588,19511.4578637986
73,,SRA,1,Moderate,SRA Moderate,2417.84593200684,222.001801926423
74,,SRA,1,Moderate,SRA Moderate,72043.1305847168,1764.94753257282
75,,SRA,1,Moderate,SRA Moderate,42145.0579681396,1354.86522240236
76,,SRA,1,Moderate,SRA Moderate,58015.0879669189,1700.73415135902
77,,SRA,1,Moderate,SRA Moderate,6265.26610565186,376.6778499545
78,,SRA,1,Moderate,SRA Moderate,103214.120445251,2009.89980948559
79,,SRA,1,Moderate,SRA Moderate,3989646.75931549,16718.9221832929
80,,SRA,1,Moderate,SRA Moderate,7945200,23040
81,,SRA,1,Moderate,SRA Moderate,4.98184204101563,10.826127866668
82,,SRA,1,Moderate,SRA Moderate,142200,2160
83,,SRA,1,Moderate,SRA Moderate,4032900,14940
84,,SRA,1,Moderate,SRA Moderate,1492200,12840
85,,SRA,1,Moderate,SRA Moderate,351900,3420
86,,SRA,1,Moderate,SRA Moderate,348.868515014648,89.6804219929887
87,,SRA,1,Moderate,SRA Moderate,179000.627365112,3319.51997615805
88,,SRA,1,Moderate,SRA Moderate,1429432.09721375,15016.9658462574
89,,SRA,1,Moderate,SRA Moderate,671771.220535278,6627.1243217121
90,,SRA,1,Moderate,SRA Moderate,692969.28515625,4455.09711003223
91,,SRA,1,Moderate,SRA Moderate,87055.0758972168,1693.23969473154
92,,SRA,1,Moderate,SRA Moderate,530.438621520996,98.7482091758727
93,,SRA,1,Moderate,SRA Moderate,938.650726318359,192.133683182696
94,,SRA,1,Moderate,SRA Moderate,585.862503051758,101.30211645021
95,,SRA,1,Moderate,SRA Moderate,1502100,9120
96,,SRA,1,Moderate,SRA Moderate,14456.7357788086,547.556761763054
97,,SRA,1,Moderate,SRA Moderate,3838.29264831543,281.388956445388
98,,SRA,1,Moderate,SRA Moderate,5972400,21780
99,,SRA,1,Moderate,SRA Moderate,193594.502090454,2806.93953391531
100,,SRA,1,Moderate,SRA Moderate,236644359.180557,239256.459426413
101,,SRA,1,Moderate,SRA Moderate,21186.3582077026,817.015543197858
102,,SRA,1,Moderate,SRA Moderate,185400,2640
103,,SRA,1,Moderate,SRA Moderate,583200,6420
104,,SRA,1,Moderate,SRA Moderate,160947.712799072,1636.07524229853
105,,SRA,1,Moderate,SRA Moderate,161831.218261719,1609.13042942683
106,,SRA,1,Moderate,SRA Moderate,1233000,8700
107,,SRA,1,Moderate,SRA Moderate,211500,3060
108,,SRA,1,Moderate,SRA Moderate,1255.23350524902,196.751698329438
109,,SRA,1,Moderate,SRA Moderate,27289.1570053101,1260.19954972052
110,,SRA,1,Moderate,SRA Moderate,600000.279510498,4816.95128752162
111,,SRA,1,Moderate,SRA Moderate,0.0186691284179688,0.661491268116261
112,,SRA,1,Moderate,SRA Moderate,648.947547912598,124.177628142701
113,,SRA,1,Moderate,SRA Moderate,89.2873382568359,45.8517860089518
114,,SRA,1,Moderate,SRA Moderate,169.340454101563,63.1453787109077
115,,SRA,1,Moderate,SRA Moderate,7995.50784301758,534.896333461173
116,,SRA,1,Moderate,SRA Moderate,288000,3000
117,,SRA,1,Moderate,SRA Moderate,90900,2280
118,,SRA,1,Moderate,SRA Moderate,319612.125679016,4033.13480730087
119,,SRA,1,Moderate,SRA Moderate,527400,6960
120,,SRA,1,Moderate,SRA Moderate,4898.33145141602,304.794025625375
121,,SRA,1,Moderate,SRA Moderate,284400,3960
122,,SRA,1,Moderate,SRA Moderate,1525328.64633942,6642.9333840256
123,,SRA,1,Moderate,SRA Moderate,1556235.7518158,14445.1694981671
124,,SRA,1,Moderate,SRA Moderate,175500,2520
125,,SRA,1,Moderate,SRA Moderate,4.56600952148438,35.5646547835408
126,,SRA,1,Moderate,SRA Moderate,586800,7680
127,,SRA,1,Moderate,SRA Moderate,648900,4680
128,,SRA,1,Moderate,SRA Moderate,196300.750946045,2399.10096735977
129,,SRA,1,Moderate,SRA Moderate,4572000,22380
130,,SRA,1,Moderate,SRA Moderate,254737.710479736,3901.73296736183
131,,SRA,1,Moderate,SRA Moderate,137020.343322754,1946.70799682051
132,,SRA,1,Moderate,SRA Moderate,45451.4125976563,1152.98833014098
133,,SRA,1,Moderate,SRA Moderate,81615.5309448242,1212.32352208593
134,,SRA,1,Moderate,SRA Moderate,967665.770690918,4803.94014194873
135,,SRA,1,Moderate,SRA Moderate,209446976.056732,169283.507310252
136,,SRA,1,Moderate,SRA Moderate,33353.3614044189,940.705995348203
137,,SRA,1,Moderate,SRA Moderate,75917.4055938721,1795.10218834595
138,,SRA,1,Moderate,SRA Moderate,118.344009399414,67.9190317738782
139,,SRA,1,Moderate,SRA Moderate,837.26399230957,115.841879040198
140,,SRA,1,Moderate,SRA Moderate,21205.1894836426,772.203652674694
141,,SRA,1,Moderate,SRA Moderate,156176.464691162,1980.66828424467
142,,SRA,1,Moderate,SRA Moderate,1915.37898254395,286.076109203698
143,,SRA,1,Moderate,SRA Moderate,160200,2580
144,,SRA,1,Moderate,SRA Moderate,194992.216552734,3568.56793840554
145,,SRA,1,Moderate,SRA Moderate,78088.0151062012,1783.84447958359
146,,SRA,1,Moderate,SRA Moderate,152100,3480
147,,SRA,1,Moderate,SRA Moderate,78145.0060424805,1785.01727709646
148,,SRA,1,Moderate,SRA Moderate,117402.343948364,1980.65905820751
149,,SRA,1,Moderate,SRA Moderate,19074.3943939209,697.957163482133
150,,SRA,1,Moderate,SRA Moderate,39569.3228912354,1008.52519294233
151,,SRA,1,Moderate,SRA Moderate,161561.982666016,2009.70945661315
152,,SRA,1,Moderate,SRA Moderate,40335.5057983398,1020.95452945454
153,,SRA,1,Moderate,SRA Moderate,80068.9870300293,1233.71275458255
154,,SRA,1,Moderate,SRA Moderate,78562.0333862305,1819.57526743476
155,,SRA,1,Moderate,SRA Moderate,79006.7752075195,1805.71557988624
156,,SRA,1,Moderate,SRA Moderate,1377782.21340942,9415.7303809567
157,,SRA,1,Moderate,SRA Moderate,60590.7580718994,1320.57293788183
158,,SRA,1,Moderate,SRA Moderate,1492200,9060
159,,SRA,1,Moderate,SRA Moderate,225172.55166626,2429.57169687761
160,,SRA,1,Moderate,SRA Moderate,79678.3215789795,1201.87117864077
161,,SRA,1,Moderate,SRA Moderate,163316.91696167,1616.55690044482
162,,SRA,1,Moderate,SRA Moderate,302160.823455811,2801.58853697053
163,,SRA,1,Moderate,SRA Moderate,938700,7200
164,,SRA,1,Moderate,SRA Moderate,40225.5396575928,802.306649507041
165,,SRA,1,Moderate,SRA Moderate,80511.6409454346,1207.91233502226
166,,SRA,1,Moderate,SRA Moderate,642003.495559692,4194.73728823222
167,,SRA,1,Moderate,SRA Moderate,483428.278167725,3248.67172936799
168,,SRA,1,Moderate,SRA Moderate,118830.677337646,1393.77292974614
169,,SRA,1,Moderate,SRA Moderate,78994.7819366455,1193.48225178085
170,,SRA,1,Moderate,SRA Moderate,78897.9053344727,1192.50668096403
171,,SRA,1,Moderate,SRA Moderate,159390.203125,1596.9736605115
172,,SRA,1,Moderate,SRA Moderate,37196.919708252,941.927348793671
173,,SRA,1,Moderate,SRA Moderate,186739.416702271,2887.06726208902
174,,SRA,1,Moderate,SRA Moderate,5371355.9541626,25485.808852821
175,,SRA,1,Moderate,SRA Moderate,121936.559524536,1411.19744418576
176,,SRA,1,Moderate,SRA Moderate,82218.5399169922,1216.07421130438
177,,SRA,1,Moderate,SRA Moderate,74805.758682251,1146.01642366393
178,,SRA,1,Moderate,SRA Moderate,235677.401550293,1981.71526626449
179,,SRA,1,Moderate,SRA Moderate,2579034.31430054,6428.08369611535
180,,SRA,1,Moderate,SRA Moderate,981000,6480
181,,SRA,1,Moderate,SRA Moderate,1210767.99159241,4810.31726776028
182,,SRA,1,Moderate,SRA Moderate,201600,3960
183,,SRA,1,Moderate,SRA Moderate,161268.126327515,1606.00857901575
184,,SRA,1,Moderate,SRA Moderate,84777.5246124268,1248.8800183678
185,,SRA,1,Moderate,SRA Moderate,225.829139709473,127.564885913183
186,,SRA,1,Moderate,SRA Moderate,758333.337982178,4548.60144635361
187,,SRA,1,Moderate,SRA Moderate,2588693.12632751,6435.73277881362
188,,SRA,1,Moderate,SRA Moderate,2849508.92759705,15951.4432608116
189,,SRA,1,Moderate,SRA Moderate,1293447.5065155,4820.8410788182
190,,SRA,1,Moderate,SRA Moderate,497700,6360
191,,SRA,1,Moderate,SRA Moderate,669184.912750244,6444.53509524413
192,,SRA,1,Moderate,SRA Moderate,66719.5676879883,1603.36381059401
193,,SRA,1,Moderate,SRA Moderate,370127.134941101,4299.72629881535
194,,SRA,1,Moderate,SRA Moderate,878783.772880554,6111.3916310343
195,,SRA,1,Moderate,SRA Moderate,2257118.31123352,11565.8241426904
196,,SRA,1,Moderate,SRA Moderate,5164012.87399292,12550.162360026
197,,SRA,1,Moderate,SRA Moderate,5287055.13388062,12691.7289406392
198,,SRA,1,Moderate,SRA Moderate,7524.05177307129,443.031584024237
199,,SRA,1,Moderate,SRA Moderate,83.5359191894531,45.090006929281
200,,SRA,1,Moderate,SRA Moderate,2.74421691894531,8.17244477063232
201,,SRA,1,Moderate,SRA Moderate,311.155731201172,87.0224861771261
202,,SRA,1,Moderate,SRA Moderate,286929.476135254,2679.73321065738
203,,SRA,1,Moderate,SRA Moderate,32519.1475830078,1035.78260793923
204,,SRA,1,Moderate,SRA Moderate,2592073.92164612,6440.45761062529
205,,SRA,1,Moderate,SRA Moderate,227.919143676758,74.6013567276603
206,,SRA,1,Moderate,SRA Moderate,342.244293212891,113.096851706319
207,,SRA,1,Moderate,SRA Moderate,16622.4133911133,743.808867734381
208,,SRA,1,Moderate,SRA Moderate,81498.1287078857,1910.5174766039
209,,SRA,1,Moderate,SRA Moderate,132783.612731934,1600.92833785244
210,,SRA,1,Moderate,SRA Moderate,262832.180030823,3553.25981632769
211,,SRA,1,Moderate,SRA Moderate,6151103.83085632,23796.0176884643
212,,SRA,1,Moderate,SRA Moderate,208.060211181641,98.6893797329112
213,,SRA,1,Moderate,SRA Moderate,1194712.17190552,5385.15838416244
214,,SRA,1,Moderate,SRA Moderate,16675415.4691925,50017.1601546832
215,,SRA,1,Moderate,SRA Moderate,1697729.53122711,8630.9245413671
216,,SRA,1,Moderate,SRA Moderate,2604606.41186523,6492.01927939309
217,,SRA,1,Moderate,SRA Moderate,3714402.63264465,22257.1945922148
218,,SRA,1,Moderate,SRA Moderate,39.1357803344727,104.558010909044
219,,SRA,1,Moderate,SRA Moderate,893.997924804688,224.389834254445
220,,SRA,1,Moderate,SRA Moderate,12460.9204406738,848.099651387658
221,,SRA,1,Moderate,SRA Moderate,5806597.13536072,15354.4576271683
222,,SRA,1,Moderate,SRA Moderate,4870.3484954834,481.298800173117
223,,SRA,1,Moderate,SRA Moderate,2035743.1157074,11668.8984781918
224,,SRA,1,Moderate,SRA Moderate,1539381.49187469,7168.42251595004
225,,SRA,1,Moderate,SRA Moderate,2507223.03024292,6849.62591943796
226,,SRA,1,Moderate,SRA Moderate,3146078.78787231,14263.954385458
227,,SRA,1,Moderate,SRA Moderate,119122.820579529,2420.45802506779
228,,SRA,1,Moderate,SRA Moderate,13187.3940124512,613.139582251169
229,,SRA,1,Moderate,SRA Moderate,2592827.34410095,6441.26396012615
230,,SRA,1,Moderate,SRA Moderate,1045.87065887451,220.162687077368
231,,SRA,1,Moderate,SRA Moderate,1885241.29930115,9200.45886627765
232,,SRA,1,Moderate,SRA Moderate,387951.722679138,4233.31464767138
233,,SRA,1,Moderate,SRA Moderate,16580.3774719238,868.199838396594
234,,SRA,1,Moderate,SRA Moderate,346785.44090271,3820.87198852784
235,,SRA,1,Moderate,SRA Moderate,342844.342056274,3071.82733093234
236,,SRA,1,Moderate,SRA Moderate,202976.973480225,4104.72245606183
237,,SRA,1,Moderate,SRA Moderate,2594013.43289185,6440.91314632863
238,,SRA,1,Moderate,SRA Moderate,586510.804336548,5911.65278774067
239,,SRA,1,Moderate,SRA Moderate,504.10823059082,91.5413389138872
240,,SRA,1,Moderate,SRA Moderate,347.954368591309,95.4866589333548
241,,SRA,1,Moderate,SRA Moderate,0.0498886108398438,1.09378060434648
242,,SRA,1,Moderate,SRA Moderate,94119.5916900635,1599.80144774232
243,,SRA,1,Moderate,SRA Moderate,2166.84239959717,286.547095763163
244,,SRA,1,Moderate,SRA Moderate,352866.368560791,5153.49813415903
245,,SRA,1,Moderate,SRA Moderate,57447.622253418,1357.05576274196
246,,SRA,1,Moderate,SRA Moderate,3193373.40113068,12212.7887240996
247,,SRA,1,Moderate,SRA Moderate,1210.33694458008,163.703073978504
248,,SRA,1,Moderate,SRA Moderate,439.327972412109,101.314261328147
249,,SRA,1,Moderate,SRA Moderate,437268.022216797,5258.35157626508
250,,SRA,1,Moderate,SRA Moderate,193350.796936035,2273.6713407447
251,,SRA,1,Moderate,SRA Moderate,854978.589080811,5497.90518865142
252,,SRA,1,Moderate,SRA Moderate,78.7365264892578,43.9143779618615
253,,SRA,1,Moderate,SRA Moderate,973189.444473267,7332.78477308662
254,,SRA,1,Moderate,SRA Moderate,7260.3620300293,412.946588120288
255,,SRA,1,Moderate,SRA Moderate,863100,7740
256,,SRA,1,Moderate,SRA Moderate,11136.271697998,722.705980537776
257,,SRA,1,Moderate,SRA Moderate,5903164.14537811,16203.2853995696
258,,SRA,1,Moderate,SRA Moderate,113603.947799683,2047.24254480589
259,,SRA,1,Moderate,SRA Moderate,19039.039276123,801.739133181816
260,,SRA,1,Moderate,SRA Moderate,767700,7920
261,,SRA,1,Moderate,SRA Moderate,158.789817810059,71.6573936285294
262,,SRA,1,Moderate,SRA Moderate,158359.678909302,2556.44376885059
263,,SRA,1,Moderate,SRA Moderate,138778.705551147,2193.15054338811
264,,SRA,1,Moderate,SRA Moderate,13278134.4375,33256.2522369546
265,,SRA,1,Moderate,SRA Moderate,562110.837142944,3939.30840110674
266,,SRA,1,Moderate,SRA Moderate,754464.645980835,5941.93672679599
267,,SRA,1,Moderate,SRA Moderate,157.935966491699,60.7225519167438
268,,SRA,1,Moderate,SRA Moderate,900589.876899719,8626.9589497047
269,,SRA,1,Moderate,SRA Moderate,11665.2999267578,746.653028111313
270,,SRA,1,Moderate,SRA Moderate,1808950.79174805,7799.73428828775
271,,SRA,1,Moderate,SRA Moderate,69985.8926925659,1495.79539526065
272,,SRA,1,Moderate,SRA Moderate,14320.0500030518,587.07150479394
273,,SRA,1,Moderate,SRA Moderate,460.015518188477,90.6890155476917
274,,SRA,1,Moderate,SRA Moderate,19234.5989990234,751.24532014779
275,,SRA,1,Moderate,SRA Moderate,2076757.51486206,9337.62098635997
276,,SRA,1,Moderate,SRA Moderate,258300,3180
277,,SRA,1,Moderate,SRA Moderate,276209.16960144,2961.67751823615
278,,SRA,1,Moderate,SRA Moderate,46282.335144043,1374.55234686813
279,,SRA,1,Moderate,SRA Moderate,1052129.54135132,5344.75278950488
280,,SRA,1,Moderate,SRA Moderate,139763.814926147,2466.23470661293
281,,SRA,1,Moderate,SRA Moderate,1505.70194244385,204.768377752414
282,,SRA,1,Moderate,SRA Moderate,32721.9415893555,1072.86024513761
283,,SRA,1,Moderate,SRA Moderate,397.630615234375,113.64776716949
284,,SRA,1,Moderate,SRA Moderate,56.4715957641602,38.3136355666571
285,,SRA,1,Moderate,SRA Moderate,257102.627029419,4161.84333401841
286,,SRA,1,Moderate,SRA Moderate,1273.91700744629,162.525029050292
287,,SRA,1,Moderate,SRA Moderate,39326.3864898682,1407.48626095498
288,,SRA,1,Moderate,SRA Moderate,999740.813034058,6199.4791443947
289,,SRA,1,Moderate,SRA Moderate,93.0022354125977,46.9348072716192
290,,SRA,1,Moderate,SRA Moderate,5906062.75035858,15654.2720963446
291,,SRA,1,Moderate,SRA Moderate,252900,3180
292,,SRA,1,Moderate,SRA Moderate,54426.5002670288,1333.52225136193
293,,SRA,1,Moderate,SRA Moderate,590710.014862061,4398.22215833643
294,,SRA,1,Moderate,SRA Moderate,8135.0856628418,569.111719894315
295,,SRA,1,Moderate,SRA Moderate,815.768241882324,113.349873951342
296,,SRA,1,Moderate,SRA Moderate,2364818.85136414,11372.3594167016
297,,SRA,1,Moderate,SRA Moderate,6.54122924804688,45.1548392959825
298,,SRA,1,Moderate,SRA Moderate,881100,8940
299,,SRA,1,Moderate,SRA Moderate,323.541130065918,187.231405543656
300,,SRA,1,Moderate,SRA Moderate,51282.6134185791,1247.17381961646
301,,SRA,1,Moderate,SRA Moderate,5222700,19080
302,,SRA,1,Moderate,SRA Moderate,1449.41400146484,212.232145128796
303,,SRA,1,Moderate,SRA Moderate,4186.07250213623,502.778039388154
304,,SRA,1,Moderate,SRA Moderate,8416.71475982666,470.611080792215
305,,SRA,1,Moderate,SRA Moderate,10227207.7277756,25387.2460659293
306,,SRA,1,Moderate,SRA Moderate,509.918586730957,103.73820923438
307,,SRA,1,Moderate,SRA Moderate,39.0389709472656,52.321960402617
308,,SRA,1,Moderate,SRA Moderate,4511.23277282715,402.475767274194
309,,SRA,1,Moderate,SRA Moderate,233099.984657288,3831.17196921994
310,,SRA,1,Moderate,SRA Moderate,81830.9833297729,2021.92635392145
311,,SRA,1,Moderate,SRA Moderate,303695.751815796,3648.19892763953
312,,SRA,1,Moderate,SRA Moderate,1191311.15093231,6936.59118399984
313,,SRA,1,Moderate,SRA Moderate,2672655.14347839,18884.3407392933
314,,SRA,1,Moderate,SRA Moderate,144355.65586853,1964.16628947714
315,,SRA,1,Moderate,SRA Moderate,650971.906311035,3228.53724476117
316,,SRA,1,Moderate,SRA Moderate,26.8193588256836,25.0189538356185
317,,SRA,1,Moderate,SRA Moderate,561.407318115234,111.38844314069
318,,SRA,1,Moderate,SRA Moderate,981344.746353149,5376.68732864728
319,,SRA,1,Moderate,SRA Moderate,12732.6757278442,672.535878249328
320,,SRA,1,Moderate,SRA Moderate,4204.7731628418,259.470081968386
321,,SRA,1,Moderate,SRA Moderate,127179.449523926,2949.7658449066
322,,SRA,1,Moderate,SRA Moderate,25388.3160095215,916.182860639616
323,,SRA,1,Moderate,SRA Moderate,1498571.43865204,8709.61589980725
324,,SRA,1,Moderate,SRA Moderate,2479604.11380005,7200.70462026529
325,,SRA,1,Moderate,SRA Moderate,3959141.45158386,12263.1588920291
326,,SRA,1,Moderate,SRA Moderate,374760.669464111,3400.78559273018
327,,SRA,1,Moderate,SRA Moderate,1114.7951965332,134.109215161471
328,,SRA,1,Moderate,SRA Moderate,9544181.29331207,39578.2696480735
329,,SRA,1,Moderate,SRA Moderate,243833.380340576,2347.1738575438
330,,SRA,1,Moderate,SRA Moderate,66.7821960449219,39.5475823875347
331,,SRA,1,Moderate,SRA Moderate,111.861877441406,51.1835889256608
332,,SRA,1,Moderate,SRA Moderate,16913.0180435181,644.585200439507
333,,SRA,1,Moderate,SRA Moderate,636008.624526978,3445.3531664426
334,,SRA,1,Moderate,SRA Moderate,8605.11226654053,586.502362616131
335,,SRA,1,Moderate,SRA Moderate,708.964332580566,108.18970483152
336,,SRA,1,Moderate,SRA Moderate,650.784004211426,103.386564791085
337,,SRA,1,Moderate,SRA Moderate,2062318.27801514,7196.7698348669
338,,SRA,1,Moderate,SRA Moderate,1779637.86495972,9248.48352716629
339,,SRA,1,Moderate,SRA Moderate,211477.126152039,3209.76754481038
340,,SRA,1,Moderate,SRA Moderate,3247.72039794922,433.858812281904
341,,SRA,1,Moderate,SRA Moderate,1650280.5697937,5283.43810556797
342,,SRA,1,Moderate,SRA Moderate,4666.84387969971,443.820418406547
343,,SRA,1,Moderate,SRA Moderate,510.28800201416,98.5167681940455
344,,SRA,1,Moderate,SRA Moderate,529021.30418396,4609.77392403858
345,,SRA,1,Moderate,SRA Moderate,79358.9816436768,1316.41338175165
346,,SRA,1,Moderate,SRA Moderate,1945920.93954468,11705.2898577237
347,,SRA,1,Moderate,SRA Moderate,94.4882507324219,117.112125023173
348,,SRA,1,Moderate,SRA Moderate,2395765.3260498,10642.9801222433
349,,SRA,1,Moderate,SRA Moderate,15293.3534545898,652.397341093492
350,,SRA,1,Moderate,SRA Moderate,82030.840637207,1217.89431753721
351,,SRA,1,Moderate,SRA Moderate,121843.026306152,1613.04195202368
352,,SRA,1,Moderate,SRA Moderate,130937.112897873,3066.44392644045
353,,SRA,1,Moderate,SRA Moderate,299797.913162231,3262.61218272961
354,,SRA,1,Moderate,SRA Moderate,17161708.7795868,33199.5328615432
355,,SRA,1,Moderate,SRA Moderate,144035.039001465,3789.66554719385
356,,SRA,1,Moderate,SRA Moderate,18787.4730453491,595.57328886728
357,,SRA,1,Moderate,SRA Moderate,1338.48946380615,169.384886023233
358,,SRA,1,Moderate,SRA Moderate,530635.34614563,5196.22100267266
359,,SRA,1,Moderate,SRA Moderate,40.9343109130859,39.8858539624864
360,,SRA,1,Moderate,SRA Moderate,300546.741729736,2935.23481249032
361,,SRA,1,Moderate,SRA Moderate,10031.7296524048,605.900450263776
362,,SRA,1,Moderate,SRA Moderate,135067.401855469,2277.51520713631
363,,SRA,1,Moderate,SRA Moderate,2104251.40605164,6785.31048797733
364,,SRA,1,Moderate,SRA Moderate,2592917.7272644,6440.44893399104
365,,SRA,1,Moderate,SRA Moderate,610322.916763306,4418.99488197964
366,,SRA,1,Moderate,SRA Moderate,752.950088500977,109.937927181259
367,,SRA,1,Moderate,SRA Moderate,2546461.82485962,6878.69400097362
368,,SRA,1,Moderate,SRA Moderate,29.1214904785156,80.8982937179628
369,,SRA,1,Moderate,SRA Moderate,562238.314834595,6232.28899696537
370,,SRA,1,Moderate,SRA Moderate,152608.376342773,1884.14643281695
371,,SRA,1,Moderate,SRA Moderate,20417.4457473755,604.849672163332
372,,SRA,1,Moderate,SRA Moderate,522.258102416992,161.465291560504
373,,SRA,1,Moderate,SRA Moderate,16675.6342430115,1072.70735538793
374,,SRA,1,Moderate,SRA Moderate,831.46565246582,199.161207520546
375,,SRA,1,Moderate,SRA Moderate,162611.041496277,2731.19290146425
376,,SRA,1,Moderate,SRA Moderate,1902.39599609375,271.846058004908
377,,SRA,1,Moderate,SRA Moderate,81245.7449798584,1913.36023502218
378,,SRA,1,Moderate,SRA Moderate,286488.083023071,3748.38119382695
379,,SRA,1,Moderate,SRA Moderate,8388.41804504395,469.818963719107
380,,SRA,1,Moderate,SRA Moderate,772119.174301147,10191.0463557159
381,,SRA,1,Moderate,SRA Moderate,2229254.72303009,7173.93785113595
382,,SRA,1,Moderate,SRA Moderate,277390.147827148,3740.03793730392
383,,SRA,1,Moderate,SRA Moderate,581.999027252197,131.569568365285
