year,zipcode, Earned Premium , Earned Exposure , Average Cov A , Average Cov C   , Average PPC Class , Average Fire Risk , Count Negligible , Count Low , Count Moderate , Count High , Count Extreme , Non Cat Cov A Fire Claims , Non Cat Cov A Fire Losses , Non Cat Cov A Smoke Claims , Non Cat Cov A Smoke Losses , Non Cat Cov C Fire Claims , Non Cat Cov C Fire Losses , Non Cat Cov C Smoke Claims , Non Cat Cov C Smoke Losses , Cat Cov A Fire Claims , Cat Cov A Fire Losses , Cat Cov A Smoke Claims , Cat Cov A Smoke Losses , Cat Cov C Fire Claims , Cat Cov C Fire Losses , Cat Cov C Smoke Claims , Cat Cov C Smoke Losses 
2018,18," 4,213,221,282 "," 3,982,908 "," 490,918 "," 317,382 ",, 1.06 ," 1,876,554 "," 1,580,983 "," 276,471 "," 234,903 "," 14,022 "," 3,984 "," 424,619,291 ", 452 ," 8,911,686 "," 2,759 "," 152,472,901 ", 293 ," 3,240,026 "," 11,914 "," 3,678,655,859 "," 2,380 "," 63,354,840 "," 10,557 "," 1,472,434,542 "," 1,652 "," 18,215,340 "
2018,94501," 6,857,636 "," 5,971 "," 547,295 "," 389,603 ",, 0.50 ," 3,013 "," 2,950 ", 5 , 3 , 0   , 3 ," 385,453 ", 0   , 0   , 3 ," 121,204 ", 0   , 0   , 0   , 0   , 0   , 0   , 0   , 0   , 0   , 0   
2018,94502," 2,145,568 "," 1,936 "," 534,417 "," 381,667 ",, 0.48 ," 1,009 ", 924 , 1 , 2 , 0   , 1 ," 196,613 ", 0   , 0   , 1 ," 26,633 ", 0   , 0   , 0   , 0   , 0   , 0   , 0   , 0   , 0   , 0   
2018,94536," 7,945,405 "," 8,936 "," 444,528 "," 316,457 ",, 0.35 ," 5,883 "," 2,957 ", 83 , 12 , 0   , 9 ," 805,170 ", 0   , 0   , 7 ," 419,632 ", 0   , 0   , 0   , 0   , 0   , 0   , 0   , 0   , 0   , 0   
2018,94537," 1,415 ", 2 ," 343,715 "," 257,971 ",, 0   , 2 , 0   , 0   , 0   , 0   , 0   , 0   , 0   , 0   , 0   , 0   , 0   , 0   , 0   , 0   , 0   , 0   , 0   , 0   , 0   , 0   
2018,94538," 4,747,237 "," 6,186 "," 371,453 "," 263,756 ",, 0.29 ," 4,366 "," 1,819 ", 1 , 0   , 0   , 4 ," 165,070 ", 0   , 0   , 3 ," 93,330 ", 0   , 0   , 0   , 0   , 0   , 0   , 0   , 0   , 0   , 0   
2018,94539," 9,662,335 "," 8,780 "," 623,708 "," 441,803 ",, 0.39 ," 5,808 "," 2,561 ", 392 , 19 , 0   , 5 ," 741,190 ", 0   , 0   , 3 ," 342,155 ", 0   , 0   , 0   , 0   , 0   , 0   , 0   , 0   , 0   , 0   
2018,94541," 5,052,786 "," 5,521 "," 381,553 "," 269,509 ",, 0.68 ," 2,612 "," 2,126 ", 702 , 80 , 0   , 4 ," 131,508 ", 0   , 0   , 3 ," 49,958 ", 0   , 0   , 1 ," 24,302 ", 0   , 0   , 0   , 0   , 0   , 0   
2018,94542," 3,111,076 "," 2,440 "," 637,239 "," 437,631 ",, 1.56 , 259 , 843 ," 1,053 ", 284 , 1 , 3 ," 83,808 ", 0   , 0   , 1 ," 37,316 ", 0   , 0   , 0   , 0   , 0   , 0   , 0   , 0   , 0   , 0   
2018,94544," 5,687,308 "," 6,615 "," 365,999 "," 253,555 ",, 0.35 ," 4,419 "," 2,059 ", 133 , 4 , 0   , 7 ," 62,171 ", 2 ," 42,392 ", 3 ," 16,004 ", 1 ," 2,643 ", 0   , 0   , 0   , 0   , 0   , 0   , 0   , 0   
2018,94545," 3,484,796 "," 4,265 "," 394,147 "," 275,347 ",, 0.31 ," 2,942 "," 1,319 ", 4 , 0   , 0   , 2 ," 21,641 ", 0   , 0   , 1 ," 3,375 ", 0   , 0   , 0   , 0   , 0   , 0   , 0   , 0   , 0   , 0   
2018,94546," 6,218,455 "," 6,612 "," 448,773 "," 318,155 ",, 0.67 ," 3,086 "," 2,706 ", 735 , 84 , 0   , 6 ," 842,800 ", 0   , 0   , 4 ," 389,673 ", 0   , 0   , 1 ," 1,448 ", 0   , 0   , 1 , 98 , 0   , 0   
2018,94550," 9,339,701 "," 9,437 "," 548,336 "," 392,996 ",, 0.53 ," 4,640 "," 4,632 ", 104 , 62 , 0   , 10 ," 543,454 ", 1 ," 24,698 ", 8 ," 159,773 ", 1 ," 12,547 ", 1 ," 408,068 ", 0   , 0   , 1 ," 273,375 ", 0   , 0   
2018,94551," 4,977,252 "," 5,783 "," 422,181 "," 303,547 ",, 0.48 ," 3,100 "," 2,614 ", 67 , 2 , 0   , 5 ," 180,113 ", 0   , 0   , 3 ," 118,443 ", 0   , 0   , 1 ," 102,004 ", 0   , 0   , 3 ," 41,676 ", 0   , 0   
2018,94552," 3,800,947 "," 2,946 "," 593,905 "," 415,991 ",, 1.46 , 501 , 959 ," 1,128 ", 354 , 3 , 1 ," 72,665 ", 0   , 0   , 1 ," 84,851 ", 0   , 0   , 0   , 0   , 0   , 0   , 0   , 0   , 0   , 0   
2018,94555," 3,858,416 "," 4,758 "," 442,014 "," 304,937 ",, 0.29 ," 3,408 "," 1,344 ", 1 , 5 , 0   , 3 ," 311,814 ", 0   , 0   , 3 ," 221,309 ", 0   , 0   , 0   , 0   , 0   , 0   , 0   , 0   , 0   , 0   
2018,94560," 5,174,699 "," 6,286 "," 399,715 "," 282,996 ",, 0.32 ," 4,290 "," 1,994 ", 1 , 1 , 0   , 7 ," 946,693 ", 2 ," 180,754 ", 6 ," 267,472 ", 0   , 0   , 2 ," 127,601 ", 0   , 0   , 1 ," 54,271 ", 0   , 0   
2018,94566," 9,489,601 "," 7,504 "," 713,187 "," 497,567 ",, 0.64 ," 3,468 "," 3,353 ", 575 , 108 , 0   , 5 ," 374,096 ", 0   , 0   , 3 ," 37,227 ", 0   , 0   , 1 ," 123,730 ", 0   , 0   , 2 ," 59,144 ", 0   , 0   
2018,94568," 7,618,969 "," 8,016 "," 587,944 "," 396,913 ",, 0.50 ," 4,842 "," 2,408 ", 737 , 27 , 2 , 3 ," 22,124 ", 0   , 0   , 1 ," 1,801 ", 0   , 0   , 0   , 0   , 0   , 0   , 0   , 0   , 0   , 0   
2018,94577," 5,307,078 "," 5,899 "," 407,979 "," 290,042 ",, 0.45 ," 3,430 "," 2,327 ", 121 , 21 , 1 , 7 ," 631,357 ", 0   , 0   , 6 ," 284,185 ", 0   , 0   , 0   , 0   , 0   , 0   , 0   , 0   , 0   , 0   
2018,94578," 2,962,382 "," 3,555 "," 363,625 "," 255,392 ",, 0.35 ," 2,341 "," 1,188 ", 26 , 1 , 0   , 2 ," 41,073 ", 1 ," 124,230 ", 1 ," 10,311 ", 1 ," 34,103 ", 0   , 0   , 0   , 0   , 0   , 0   , 0   , 0   
2018,94579," 2,647,601 "," 3,277 "," 372,708 "," 259,869 ",, 0.38 ," 2,022 "," 1,254 ", 1 , 0   , 0   , 2 ," 9,745 ", 0   , 0   , 2 ," 2,853 ", 0   , 0   , 1 ," 72,647 ", 0   , 0   , 1 ," 1,448 ", 0   , 0   
2018,94580," 3,546,863 "," 4,400 "," 347,679 "," 247,198 ",, 0.38 ," 2,722 "," 1,678 ", 1 , 0   , 0   , 3 ," 200,915 ", 1 ," 14,658 ", 3 ," 177,525 ", 1 ," 4,085 ", 0   , 0   , 0   , 0   , 0   , 0   , 0   , 0   
2018,94586," 377,628 ", 223 ," 803,362 "," 546,967 ",, 2.07 , 0   , 56 , 101 , 60 , 6 , 0   , 0   , 0   , 0   , 0   , 0   , 0   , 0   , 0   , 0   , 0   , 0   , 0   , 0   , 0   , 0   
2018,94587," 7,596,410 "," 8,521 "," 425,590 "," 302,128 ",, 0.32 ," 5,846 "," 2,629 ", 45 , 1 , 0   , 6 ," 285,202 ", 0   , 0   , 5 ," 159,711 ", 0   , 0   , 0   , 0   , 0   , 0   , 0   , 0   , 0   , 0   
2018,94588," 5,220,673 "," 4,679 "," 592,068 "," 416,717 ",, 0.54 ," 2,572 "," 1,736 ", 321 , 49 , 1 , 1 ," 583,507 ", 0   , 0   , 1 ," 154,946 ", 0   , 0   , 0   , 0   , 0   , 0   , 0   , 0   , 0   , 0   
2018,94601," 2,976,727 "," 2,655 "," 356,162 "," 248,480 ",, 0.40 ," 1,600 "," 1,052 ", 2 , 1 , 0   , 4 ," 495,906 ", 0   , 0   , 4 ," 90,188 ", 0   , 0   , 0   , 0   , 0   , 0   , 0   , 0   , 0   , 0   
2018,94602," 6,088,394 "," 4,623 "," 507,712 "," 360,492 ",, 0.81 ," 1,995 "," 1,879 ", 380 , 365 , 3 , 1 ," 108,300 ", 0   , 0   , 1 ," 95,513 ", 0   , 0   , 0   , 0   , 0   , 0   , 0   , 0   , 0   , 0   
2018,94603," 2,470,466 "," 2,672 "," 286,214 "," 199,259 ",, 0.41 ," 1,574 "," 1,096 ", 1 , 0   , 0   , 4 ," 471,638 ", 0   , 0   , 5 ," 142,148 ", 0   , 0   , 0   , 0   , 0   , 0   , 0   , 0   , 0   , 0   
2018,94604, 273 , 0   ," 136,800 "," 102,600 ",, 0   , 0   , 0   , 0   , 0   , 0   , 0   , 0   , 0   , 0   , 0   , 0   , 0   , 0   , 0   , 0   , 0   , 0   , 0   , 0   , 0   , 0   
2018,94605," 7,353,641 "," 5,977 "," 438,282 "," 312,513 ",, 1.06 ," 1,828 "," 2,530 "," 1,065 ", 544 , 11 , 3 ," 517,588 ", 0   , 0   , 3 ," 270,707 ", 0   , 0   , 0   , 0   , 0   , 0   , 0   , 0   , 0   , 0   
2018,94606," 1,697,915 "," 1,363 "," 416,804 "," 286,100 ",, 0.34 , 901 , 460 , 1 , 1 , 0   , 1 ," 385,936 ", 0   , 0   , 1 ," 71,970 ", 0   , 0   , 0   , 0   , 0   , 0   , 0   , 0   , 0   , 0   
2018,94607," 833,615 ", 674 ," 438,095 "," 305,352 ",, 0.42 , 392 , 281 , 1 , 1 , 0   , 1 ," 105,888 ", 0   , 0   , 1 ," 51,074 ", 0   , 0   , 0   , 0   , 0   , 0   , 0   , 0   , 0   , 0   
2018,94608," 1,981,846 "," 1,646 "," 405,006 "," 283,243 ",, 0.45 , 914 , 732 , 1 , 0   , 0   , 2 ," 414,627 ", 0   , 0   , 2 ," 165,078 ", 0   , 0   , 0   , 0   , 0   , 0   , 0   , 0   , 0   , 0   
2018,94609," 2,230,005 "," 1,600 "," 474,490 "," 334,812 ",, 0.43 , 916 , 680 , 3 , 2 , 0   , 3 ," 218,901 ", 0   , 0   , 2 ," 6,169 ", 0   , 0   , 0   , 0   , 0   , 0   , 0   , 0   , 0   , 0   
2018,94610," 5,005,081 "," 2,815 "," 770,142 "," 537,840 ",, 0.88 , 996 ," 1,340 ", 292 , 187 , 0   , 1 ," 2,483 ", 0   , 0   , 0   , 0   , 0   , 0   , 0   , 0   , 0   , 0   , 0   , 0   , 0   , 0   
2018,94611," 13,236,552 "," 6,342 "," 895,566 "," 603,318 ",, 2.10 , 578 ," 1,529 ", 958 ," 3,231 ", 47 , 2 ," 6,447 ", 0   , 0   , 1 ," 6,045 ", 0   , 0   , 0   , 0   , 0   , 0   , 0   , 0   , 0   , 0   
