year,zipcode, Earned Premium , Earned Exposure , Average Cov A , Average Cov C   , Average PPC Class , Average Fire Risk , Count Negligible , Count Low , Count Moderate , Count High , Count Extreme , Non Cat Cov A Fire Claims , Non Cat Cov A Fire Losses , Non Cat Cov A Smoke Claims , Non Cat Cov A Smoke Losses , Non Cat Cov C Fire Claims , Non Cat Cov C Fire Losses , Non Cat Cov C Smoke Claims , Non Cat Cov C Smoke Losses , Cat Cov A Fire Claims , Cat Cov A Fire Losses , Cat Cov A Smoke Claims , Cat Cov A Smoke Losses , Cat Cov C Fire Claims , Cat Cov C Fire Losses , Cat Cov C Smoke Claims , Cat Cov C Smoke Losses 
2021,95128," 3,406,146 "," 3,516 "," 470,382 "," 327,130 ",, 0.37 ," 2,251 "," 1,222 ", 43 , 0   , 0   , 4 ," 305,955 ", 1 , 154 , 5 ," 174,512 ", 1 ," 4,744 ", 0   , 0   , 0   , 0   , 0   , 0   , 0   , 0   
2021,95129," 5,120,447 "," 5,323 "," 520,776 "," 357,739 ",, 0.28 ," 3,892 "," 1,356 ", 75 , 0   , 0   , 6 ," 1,258,129 ", 0   , 0   , 5 ," 327,269 ", 0   , 0   , 1 ," 7,093 ", 0   , 0   , 0   , 0   , 0   , 0   
2021,95130," 2,026,694 "," 2,145 "," 478,550 "," 334,955 ",, 0.34 ," 1,437 ", 678 , 30 , 0   , 0   , 1 ," 419,542 ", 0   , 0   , 2 ," 38,083 ", 0   , 0   , 0   , 0   , 0   , 0   , 0   , 0   , 0   , 0   
2021,95131," 2,640,143 "," 2,790 "," 468,835 "," 310,935 ",, 0.23 ," 2,158 ", 630 , 2 , 0   , 0   , 0   , 0   , 0   , 0   , 0   , 0   , 0   , 0   , 0   , 0   , 0   , 0   , 0   , 0   , 0   , 0   
2021,95132," 5,800,062 "," 5,494 "," 483,786 "," 324,701 ",, 0.37 ," 3,744 "," 1,500 ", 219 , 30 , 1 , 5 ," 775,917 ", 0   , 0   , 4 ," 422,352 ", 0   , 0   , 0   , 0   , 0   , 0   , 0   , 0   , 0   , 0   
2021,95133," 2,337,070 "," 2,389 "," 462,353 "," 312,880 ",, 0.27 ," 1,750 ", 635 , 3 , 0   , 0   , 1 ," 317,965 ", 0   , 0   , 1 ," 213,499 ", 0   , 0   , 0   , 0   , 0   , 0   , 0   , 0   , 0   , 0   
2021,95134," 68,221 ", 70 ," 452,841 "," 281,403 ",, 0.19 , 57 , 13 , 0   , 0   , 0   , 0   , 0   , 0   , 0   , 0   , 0   , 0   , 0   , 0   , 0   , 0   , 0   , 0   , 0   , 0   , 0   
2021,95135," 3,989,990 "," 2,790 "," 681,831 "," 462,967 ",, 0.49 ," 1,630 ", 954 , 202 , 4 , 0   , 2 ," 474,490 ", 0   , 0   , 2 ," 94,476 ", 0   , 0   , 0   , 0   , 0   , 0   , 0   , 0   , 0   , 0   
2021,95136," 4,906,585 "," 4,646 "," 519,596 "," 354,959 ",, 0.39 ," 3,026 "," 1,448 ", 173 , 0   , 0   , 4 ," 817,165 ", 0   , 0   , 2 ," 164,449 ", 0   , 0   , 0   , 0   , 1 ," 6,903 ", 0   , 0   , 0   , 0   
2021,95138," 4,629,639 "," 2,716 "," 846,083 "," 571,516 ",, 0.60 ," 1,484 ", 840 , 383 , 9 , 0   , 0   , 0   , 0   , 0   , 0   , 0   , 0   , 0   , 0   , 0   , 0   , 0   , 0   , 0   , 0   , 0   
2021,95139," 1,180,071 "," 1,121 "," 471,547 "," 330,317 ",, 0.38 , 728 , 363 , 29 , 1 , 0   , 1 ," 35,343 ", 0   , 0   , 1 ," 5,399 ", 0   , 0   , 0   , 0   , 0   , 0   , 0   , 0   , 0   , 0   
2021,95140," 200,337 ", 76 ," 904,198 "," 627,605 ",, 1.78 , 0   , 35 , 25 , 15 , 1 , 0   , 0   , 0   , 0   , 0   , 0   , 0   , 0   , 0   , 0   , 0   , 0   , 0   , 0   , 0   , 0   
2021,95141," 36,593 ", 12 ," 899,208 "," 671,212 ",, 2.57 , 0   , 0   , 6 , 5 , 1 , 0   , 0   , 0   , 0   , 0   , 0   , 0   , 0   , 0   , 0   , 0   , 0   , 0   , 0   , 0   , 0   
2021,95148," 7,370,407 "," 6,000 "," 539,987 "," 363,945 ",, 0.36 ," 4,206 "," 1,456 ", 315 , 22 , 1 , 8 ," 2,033,610 ", 0   , 0   , 8 ," 986,497 ", 0   , 0   , 0   , 0   , 0   , 0   , 0   , 0   , 0   , 0   
