,zipcode,class,city,county,Area Code(s),pop,% of Population% of Pop
2152,95521,Standard,Arcata,Humboldt,369 / 707,"21,581",0.05%
2153,95524,Standard,Bayside,Humboldt,369 / 707,"1,691",0.00%
2154,95525,Standard,Blue Lake,Humboldt,530,"1,701",0.00%
2155,95526,Standard,Bridgeville,Humboldt,707 / 369,520,0.00%
2156,95527,Standard,Burnt Ranch,Trinity,530,556,0.00%
2157,95528,Standard,Carlotta,Humboldt,707 / 369,996,0.00%
2158,95531,Standard,Crescent City,Del Norte,369 / 707,"23,223",0.06%
2159,95532 ,Unique,Crescent City,Del Norte,369 / 707,0,0.00%
2160,95534 ,P.O. Box,Cutten,Humboldt,369 / 707,0,0.00%
2161,95536,Standard,Ferndale,Humboldt,707 / 369,"2,753",0.01%
2162,95537 ,P.O. Box,Fields Landing,Humboldt,369 / 707,313,0.00%
2163,95538 ,P.O. Box,Fort Dick,Del Norte,369 / 707,635,0.00%
2164,95540,Standard,Fortuna,Humboldt,369 / 707,"14,055",0.04%
2165,95542,Standard,Garberville,Humboldt,369 / 707,"2,519",0.01%
2166,95543,Standard,Gasquet,Del Norte,369 / 707,738,0.00%
2167,95545 ,P.O. Box,Honeydew,Humboldt,369 / 707,170,0.00%
2168,95546,Standard,Hoopa,Humboldt,530,"3,641",0.01%
2169,95547,Standard,Hydesville,Humboldt,369 / 707,"1,270",0.00%
2170,95548,Standard,Klamath,Del Norte,369 / 707,"1,205",0.00%
2171,95549,Standard,Kneeland,Humboldt,369 / 707,898,0.00%
2172,95550,Standard,Korbel,Humboldt,369 / 707,151,0.00%
2173,95551,Standard,Loleta,Humboldt,369 / 707,"1,871",0.00%
2174,95552,Standard,Mad River,Trinity,369 / 707,552,0.00%
2175,95553 ,P.O. Box,Miranda,Humboldt,707 / 369,"1,054",0.00%
2176,95554,Standard,Myers Flat,Humboldt,707 / 369,297,0.00%
2177,95555,Standard,Orick,Humboldt,369 / 707,415,0.00%
2178,95556 ,P.O. Box,Orleans,Humboldt,530,650,0.00%
2179,95558,Standard,Petrolia,Humboldt,369 / 707,548,0.00%
2180,95559 ,P.O. Box,Phillipsville,Humboldt,369 / 707,163,0.00%
2181,95560,Standard,Redway,Humboldt,707 / 369,"1,548",0.00%
2182,95562,Standard,Rio Dell,Humboldt,369 / 707,"3,475",0.01%
2183,95563 ,P.O. Box,Salyer,Trinity,530,589,0.00%
2184,95564,Standard,Samoa,Humboldt,369 / 707,438,0.00%
2185,95565,Standard,Scotia,Humboldt,369 / 707,875,0.00%
2186,95567,Standard,Smith River,Del Norte,369 / 707,"1,931",0.00%
2187,95568,Standard,Somes Bar,Siskiyou,530,164,0.00%
2188,95569,Standard,Redcrest,Humboldt,707 / 369,211,0.00%
2189,95570,Standard,Trinidad,Humboldt,707 / 369,"2,543",0.01%
2190,95571 ,P.O. Box,Weott,Humboldt,707 / 369,297,0.00%
2191,95573,Standard,Willow Creek,Humboldt,530,"1,750",0.00%
2192,95585,Standard,Leggett,Mendocino,369 / 707,471,0.00%
2193,95587,Standard,Piercy,Mendocino,369 / 707,144,0.00%
2194,95589,Standard,Whitethorn,Humboldt,369 / 707,"1,648",0.00%
2195,95595,Standard,Zenia,Trinity,369 / 707,146,0.00%
2196,95601 ,P.O. Box,Amador City,Amador,209 / 350,284,0.00%
2197,95602,Standard,Auburn,Placer,530,"18,364",0.05%
2198,95603,Standard,Auburn,Placer,530,"28,021",0.07%
2199,95604 ,P.O. Box,Auburn,Placer,530,49,0.00%
2200,95605,Standard,West Sacramento,Yolo,279 / 530 / 916,"14,204",0.04%
2201,95606,Standard,Brooks,Yolo,530,243,0.00%
2202,95607,Standard,Capay,Yolo,530,311,0.00%
2203,95608,Standard,Carmichael,Sacramento,279 / 916,"65,367",0.17%
2204,95609 ,P.O. Box,Carmichael,Sacramento,279 / 916,0,0.00%
2205,95610,Standard,Citrus Heights,Sacramento,279 / 916,"46,592",0.12%
2206,95611 ,P.O. Box,Citrus Heights,Sacramento,279 / 916,0,0.00%
2207,95612,Standard,Clarksburg,Yolo,279 / 916,"1,317",0.00%
2208,95613 ,P.O. Box,Coloma,El Dorado,530,135,0.00%
2209,95614,Standard,Cool,El Dorado,530,"3,891",0.01%
2210,95615,Standard,Courtland,Sacramento,916 / 279,762,0.00%
2211,95616,Standard,Davis,Yolo,530,"51,003",0.13%
2212,95617 ,P.O. Box,Davis,Yolo,530,0,0.00%
2213,95618,Standard,Davis,Yolo,530,"27,472",0.07%
2214,95619,Standard,Diamond Springs,El Dorado,530,"4,816",0.01%
2215,95620,Standard,Dixon,Solano,707 / 530 / 369,"21,439",0.05%
2216,95621,Standard,Citrus Heights,Sacramento,279 / 916,"42,941",0.11%
2217,95623,Standard,El Dorado,El Dorado,530,"4,267",0.01%
2218,95624,Standard,Elk Grove,Sacramento,916 / 279,"66,575",0.17%
2219,95625 ,P.O. Box,Elmira,Solano,707 / 369,175,0.00%
2220,95626,Standard,Elverta,Sacramento,916 / 279,"5,766",0.01%
2221,95627,Standard,Esparto,Yolo,530,"3,899",0.01%
2222,95628,Standard,Fair Oaks,Sacramento,916 / 279,"42,824",0.11%
2223,95629,Standard,Fiddletown,Amador,209 / 350,"1,036",0.00%
2224,95630,Standard,Folsom,Sacramento,916 / 279,"74,787",0.19%
2225,95631,Standard,Foresthill,Placer,530,"6,362",0.02%
2226,95632,Standard,Galt,Sacramento,209 / 350,"31,470",0.08%
2227,95633,Standard,Garden Valley,El Dorado,530,"3,017",0.01%
2228,95634,Standard,Georgetown,El Dorado,530,"3,109",0.01%
2229,95635,Standard,Greenwood,El Dorado,530,"1,236",0.00%
2230,95636,Standard,Grizzly Flats,El Dorado,530,"1,109",0.00%
2231,95637,Standard,Guinda,Yolo,530,322,0.00%
2232,95638,Standard,Herald,Sacramento,209 / 350,"2,295",0.01%
2233,95639 ,P.O. Box,Hood,Sacramento,916 / 279,273,0.00%
2234,95640,Standard,Ione,Amador,209 / 350,"12,831",0.03%
2235,95641,Standard,Isleton,Sacramento,916 / 279,"2,266",0.01%
2236,95642,Standard,Jackson,Amador,209 / 350,"7,544",0.02%
2237,95644 ,P.O. Box,Kit Carson,Amador,209 / 350,0,0.00%
2238,95645,Standard,Knights Landing,Yolo,530,"1,715",0.00%
2239,95646 ,P.O. Box,Kirkwood,Alpine,530,188,0.00%
2240,95648,Standard,Lincoln,Placer,916 / 279,"54,483",0.14%
2241,95650,Standard,Loomis,Placer,916 / 279,"13,446",0.03%
2242,95651,Standard,Lotus,El Dorado,530,763,0.00%
2243,95652,Standard,Mcclellan,Sacramento,279 / 916,914,0.00%
2244,95653 ,P.O. Box,Madison,Yolo,530,579,0.00%
2245,95654 ,P.O. Box,Martell,Amador,209 / 350,0,0.00%
2246,95655,Standard,Mather,Sacramento,279 / 916,"4,767",0.01%
2247,95656 ,P.O. Box,Mount Aukum,El Dorado,530,0,0.00%
2248,95658,Standard,Newcastle,Placer,279 / 530 / 916,"6,532",0.02%
2249,95659,Standard,Nicolaus,Sutter,530 / 916 / 279,724,0.00%
2250,95660,Standard,North Highlands,Sacramento,279 / 916,"35,368",0.09%
2251,95661,Standard,Roseville,Placer,916 / 279 / 530,"32,847",0.08%
2252,95662,Standard,Orangevale,Sacramento,279 / 916,"32,688",0.08%
2253,95663,Standard,Penryn,Placer,916 / 279,"2,905",0.01%
2254,95664,Standard,Pilot Hill,El Dorado,530,"1,329",0.00%
2255,95665,Standard,Pine Grove,Amador,209 / 350,"4,657",0.01%
2256,95666,Standard,Pioneer,Amador,209 / 350,"5,398",0.01%
2257,95667,Standard,Placerville,El Dorado,530,"37,283",0.09%
2258,95668,Standard,Pleasant Grove,Sutter,916 / 530 / 279,872,0.00%
2259,95669,Standard,Plymouth,Amador,209 / 279 / 350 / 916,"2,431",0.01%
2260,95670,Standard,Rancho Cordova,Sacramento,279 / 916,"57,988",0.15%
2261,95671 ,Unique,Represa,Sacramento,916 / 279,"5,667",0.01%
2262,95672,Standard,Rescue,El Dorado,530,"4,700",0.01%
2263,95673,Standard,Rio Linda,Sacramento,916 / 279,"16,290",0.04%
2264,95674,Standard,Rio Oso,Sutter,530,855,0.00%
2265,95675 ,P.O. Box,River Pines,Amador,209 / 350,390,0.00%
2266,95676 ,P.O. Box,Robbins,Sutter,530,120,0.00%
2267,95677,Standard,Rocklin,Placer,916 / 279 / 530,"28,351",0.07%
2268,95678,Standard,Roseville,Placer,916 / 279 / 530,"45,136",0.11%
2269,95679 ,P.O. Box,Rumsey,Yolo,530,91,0.00%
2270,95680 ,P.O. Box,Ryde,Sacramento,916 / 209 / 279 / 350,121,0.00%
2271,95681,Standard,Sheridan,Placer,916 / 279,"1,324",0.00%
2272,95682,Standard,Shingle Springs,El Dorado,530,"30,233",0.08%
2273,95683,Standard,Sloughhouse,Sacramento,916 / 279,"6,550",0.02%
2274,95684,Standard,Somerset,El Dorado,530,"3,283",0.01%
2275,95685,Standard,Sutter Creek,Amador,209 / 350,"4,542",0.01%
2276,95686 ,P.O. Box,Thornton,San Joaquin,209 / 350,"1,338",0.00%
2277,95687,Standard,Vacaville,Solano,707 / 369,"69,837",0.18%
2278,95688,Standard,Vacaville,Solano,707 / 369,"39,571",0.10%
2279,95689,Standard,Volcano,Amador,209 / 350,"1,274",0.00%
2280,95690,Standard,Walnut Grove,Sacramento,916 / 209 / 279 / 350,"2,270",0.01%
2281,95691,Standard,West Sacramento,Yolo,279 / 530 / 916,"39,849",0.10%
2282,95692,Standard,Wheatland,Yuba,530,"4,975",0.01%
2283,95693,Standard,Wilton,Sacramento,916 / 279,"7,549",0.02%
2284,95694,Standard,Winters,Yolo,530,"9,629",0.02%
2285,95695,Standard,Woodland,Yolo,530,"38,956",0.10%
2286,95696 ,P.O. Box,Vacaville,Solano,707 / 369,0,0.00%
2287,95697 ,P.O. Box,Yolo,Yolo,530,396,0.00%
2288,95698 ,P.O. Box,Zamora,Yolo,530,213,0.00%
2289,95699 ,P.O. Box,Drytown,Amador,209 / 279 / 350 / 916,175,0.00%
2290,95701 ,P.O. Box,Alta,Placer,530,986,0.00%
2291,95703,Standard,Applegate,Placer,530,"1,943",0.00%
2292,95709,Standard,Camino,El Dorado,530,"4,874",0.01%
2293,95712 ,P.O. Box,Chicago Park,Nevada,530,0,0.00%
2294,95713,Standard,Colfax,Placer,530,"9,156",0.02%
2295,95714 ,P.O. Box,Dutch Flat,Placer,530,360,0.00%
2296,95715 ,P.O. Box,Emigrant Gap,Placer,530,98,0.00%
2297,95717 ,P.O. Box,Gold Run,Placer,530,243,0.00%
2298,95720,Standard,Kyburz,El Dorado,209 / 350 / 530,133,0.00%
2299,95721 ,P.O. Box,Echo Lake,El Dorado,209 / 350 / 530,32,0.00%
2300,95722,Standard,Meadow Vista,Placer,530,"4,682",0.01%
2301,95724 ,P.O. Box,Norden,Nevada,530,0,0.00%
2302,95726,Standard,Pollock Pines,El Dorado,530,"8,985",0.02%
2303,95728 ,P.O. Box,Soda Springs,Nevada,530,457,0.00%
2304,95735,Standard,Twin Bridges,El Dorado,209 / 350 / 530,87,0.00%
2305,95736 ,P.O. Box,Weimar,Placer,530,339,0.00%
2306,95741 ,P.O. Box,Rancho Cordova,Sacramento,279 / 916,0,0.00%
2307,95742,Standard,Rancho Cordova,Sacramento,279 / 916,"16,260",0.04%
2308,95746,Standard,Granite Bay,Placer,279 / 916,"22,166",0.06%
2309,95747,Standard,Roseville,Placer,916 / 279,"75,019",0.19%
2310,95757,Standard,Elk Grove,Sacramento,916 / 279,"55,257",0.14%
2311,95758,Standard,Elk Grove,Sacramento,916 / 279,"64,517",0.16%
2312,95759 ,P.O. Box,Elk Grove,Sacramento,916 / 279,0,0.00%
2313,95762,Standard,El Dorado Hills,El Dorado,916 / 279,"47,354",0.12%
2314,95763 ,P.O. Box,Folsom,Sacramento,916 / 279,0,0.00%
2315,95765,Standard,Rocklin,Placer,279 / 916,"43,120",0.11%
2316,95776,Standard,Woodland,Yolo,530,"26,612",0.07%
2317,95798 ,P.O. Box,West Sacramento,Yolo,279 / 530 / 916,0,0.00%
2318,95799 ,P.O. Box,West Sacramento,Yolo,279 / 530 / 916,0,0.00%
2319,95811,Standard,Sacramento,Sacramento,916 / 279,"12,463",0.03%
2320,95812 ,P.O. Box,Sacramento,Sacramento,916 / 279 / 530,0,0.00%
2321,95813 ,P.O. Box,Sacramento,Sacramento,916 / 279 / 530,0,0.00%
2322,95814,Standard,Sacramento,Sacramento,916 / 279 / 530,"12,208",0.03%
2323,95815,Standard,Sacramento,Sacramento,916 / 279,"27,838",0.07%
2324,95816,Standard,Sacramento,Sacramento,916 / 279 / 530,"18,606",0.05%
2325,95817,Standard,Sacramento,Sacramento,279 / 916,"14,270",0.04%
2326,95818,Standard,Sacramento,Sacramento,279 / 530 / 916,"22,375",0.06%
2327,95819,Standard,Sacramento,Sacramento,916 / 279,"20,812",0.05%
2328,95820,Standard,Sacramento,Sacramento,279 / 916,"36,848",0.09%
2329,95821,Standard,Sacramento,Sacramento,916 / 279,"39,310",0.10%
2330,95822,Standard,Sacramento,Sacramento,279 / 916,"45,215",0.11%
2331,95823,Standard,Sacramento,Sacramento,279 / 916,"81,212",0.21%
2332,95824,Standard,Sacramento,Sacramento,279 / 916,"31,524",0.08%
2333,95825,Standard,Sacramento,Sacramento,916 / 279,"36,081",0.09%
2334,95826,Standard,Sacramento,Sacramento,279 / 916,"39,902",0.10%
2335,95827,Standard,Sacramento,Sacramento,279 / 916,"21,566",0.05%
2336,95828,Standard,Sacramento,Sacramento,279 / 916,"63,116",0.16%
2337,95829,Standard,Sacramento,Sacramento,279 / 916,"32,123",0.08%
2338,95830,Standard,Sacramento,Sacramento,279 / 916,"1,015",0.00%
2339,95831,Standard,Sacramento,Sacramento,279 / 916,"43,099",0.11%
2340,95832,Standard,Sacramento,Sacramento,279 / 916,"11,930",0.03%
2341,95833,Standard,Sacramento,Sacramento,916 / 279 / 530,"40,195",0.10%
2342,95834,Standard,Sacramento,Sacramento,279 / 916,"35,617",0.09%
2343,95835,Standard,Sacramento,Sacramento,279 / 916,"41,399",0.10%
2344,95836,Standard,Sacramento,Sacramento,279 / 916,0,0.00%
2345,95837,Standard,Sacramento,Sacramento,279 / 916,242,0.00%
2346,95838,Standard,Sacramento,Sacramento,279 / 916,"41,340",0.10%
2347,95840 ,Unique,Sacramento,Sacramento,916 / 279 / 530,0,0.00%
2348,95841,Standard,Sacramento,Sacramento,279 / 916,"21,873",0.06%
2349,95842,Standard,Sacramento,Sacramento,279 / 916,"34,196",0.09%
2350,95843,Standard,Antelope,Sacramento,279 / 916,"48,234",0.12%
2351,95851 ,P.O. Box,Sacramento,Sacramento,916 / 279 / 530,0,0.00%
2352,95852 ,P.O. Box,Sacramento,Sacramento,916 / 279 / 530,0,0.00%
2353,95853 ,P.O. Box,Sacramento,Sacramento,916 / 279 / 530,0,0.00%
2354,95860 ,P.O. Box,Sacramento,Sacramento,916 / 279 / 530,0,0.00%
2355,95864,Standard,Sacramento,Sacramento,916 / 279,"24,249",0.06%
2356,95865 ,P.O. Box,Sacramento,Sacramento,916 / 279 / 530,0,0.00%
2357,95866 ,P.O. Box,Sacramento,Sacramento,916 / 279 / 530,0,0.00%
2358,95867 ,Unique,Sacramento,Sacramento,916 / 279 / 530,0,0.00%
2359,95894 ,Unique,Sacramento,Sacramento,916 / 279 / 530,0,0.00%
2360,95899 ,P.O. Box,Sacramento,Sacramento,916 / 279 / 530,0,0.00%
2361,95901,Standard,Marysville,Yuba,530,"35,840",0.09%
2362,95903,Standard,Beale AFB,Yuba,530,"2,412",0.01%
2363,95910,Standard,Alleghany,Sierra,530,64,0.00%
2364,95912,Standard,Arbuckle,Colusa,530,"4,942",0.01%
2365,95913 ,P.O. Box,Artois,Glenn,530,369,0.00%
2366,95914,Standard,Bangor,Butte,530,693,0.00%
2367,95915 ,P.O. Box,Belden,Plumas,530,52,0.00%
2368,95916,Standard,Berry Creek,Butte,530,"1,680",0.00%
2369,95917,Standard,Biggs,Butte,530,"3,264",0.01%
2370,95918,Standard,Browns Valley,Yuba,530,"2,259",0.01%
2371,95919,Standard,Brownsville,Yuba,530,"1,411",0.00%
2372,95920,Standard,Butte City,Glenn,530,267,0.00%
2373,95922,Standard,Camptonville,Yuba,530,666,0.00%
2374,95923,Standard,Canyon Dam,Plumas,530,53,0.00%
2375,95924 ,P.O. Box,Cedar Ridge,Nevada,530,0,0.00%
2376,95925,Standard,Challenge,Yuba,530,281,0.00%
2377,95926,Standard,Chico,Butte,279 / 530 / 916,"41,259",0.10%
2378,95927 ,P.O. Box,Chico,Butte,279 / 530 / 916,0,0.00%
2379,95928,Standard,Chico,Butte,279 / 530 / 916,"38,378",0.10%
2380,95929 ,Unique,Chico,Butte,279 / 530 / 916,0,0.00%
2381,95930,Standard,Clipper Mills,Butte,530,253,0.00%
2382,95932,Standard,Colusa,Colusa,530,"7,832",0.02%
2383,95934,Standard,Crescent Mills,Plumas,530,322,0.00%
2384,95935,Standard,Dobbins,Yuba,530,750,0.00%
2385,95936 ,P.O. Box,Downieville,Sierra,530,361,0.00%
2386,95937 ,P.O. Box,Dunnigan,Yolo,530,"1,554",0.00%
2387,95938,Standard,Durham,Butte,530,"3,740",0.01%
2388,95939,Standard,Elk Creek,Glenn,530,545,0.00%
2389,95940 ,P.O. Box,Feather Falls,Butte,530,0,0.00%
2390,95941,Standard,Forbestown,Butte,530,480,0.00%
2391,95942,Standard,Forest Ranch,Butte,530,"1,576",0.00%
2392,95943,Standard,Glenn,Glenn,530,774,0.00%
2393,95944 ,P.O. Box,Goodyears Bar,Sierra,530,45,0.00%
2394,95945,Standard,Grass Valley,Nevada,530,"26,302",0.07%
2395,95946,Standard,Penn Valley,Nevada,530,"9,964",0.03%
2396,95947,Standard,Greenville,Plumas,530,"1,583",0.00%
2397,95948,Standard,Gridley,Butte,530,"11,603",0.03%
2398,95949,Standard,Grass Valley,Nevada,530,"20,720",0.05%
2399,95950 ,P.O. Box,Grimes,Colusa,530,413,0.00%
2400,95951 ,P.O. Box,Hamilton City,Glenn,530,"2,385",0.01%
2401,95953,Standard,Live Oak,Sutter,530,"11,357",0.03%
2402,95954,Standard,Magalia,Butte,530,"8,556",0.02%
2403,95955 ,P.O. Box,Maxwell,Colusa,530,"1,403",0.00%
2404,95956 ,P.O. Box,Meadow Valley,Plumas,530,458,0.00%
2405,95957,Standard,Meridian,Sutter,530,669,0.00%
2406,95958 ,P.O. Box,Nelson,Butte,530,45,0.00%
2407,95959,Standard,Nevada City,Nevada,530,"18,621",0.05%
2408,95960,Standard,North San Juan,Nevada,530,762,0.00%
2409,95961,Standard,Olivehurst,Yuba,530,"30,717",0.08%
2410,95962,Standard,Oregon House,Yuba,530,"1,316",0.00%
2411,95963,Standard,Orland,Glenn,530,"16,250",0.04%
2412,95965,Standard,Oroville,Butte,530,"21,548",0.05%
2413,95966,Standard,Oroville,Butte,530,"31,591",0.08%
2414,95967 ,P.O. Box,Paradise,Butte,530,0,0.00%
2415,95968,Standard,Palermo,Butte,530,"1,512",0.00%
2416,95969,Standard,Paradise,Butte,530,"5,710",0.01%
2417,95970,Standard,Princeton,Colusa,530,535,0.00%
2418,95971,Standard,Quincy,Plumas,530,"5,672",0.01%
2419,95972,Standard,Rackerby,Yuba,530,84,0.00%
2420,95973,Standard,Chico,Butte,279 / 530 / 916,"39,609",0.10%
2421,95974 ,P.O. Box,Richvale,Butte,530,142,0.00%
2422,95975,Standard,Rough And Ready,Nevada,530,"1,702",0.00%
2423,95976 ,Unique,Chico,Butte,279 / 530 / 916,0,0.00%
2424,95977,Standard,Smartsville,Nevada,530,"1,797",0.00%
2425,95978 ,P.O. Box,Stirling City,Butte,530,137,0.00%
2426,95979,Standard,Stonyford,Colusa,530,519,0.00%
2427,95980 ,P.O. Box,Storrie,Plumas,530,0,0.00%
2428,95981,Standard,Strawberry Valley,Yuba,530,191,0.00%
2429,95982,Standard,Sutter,Sutter,530,"3,283",0.01%
2430,95983,Standard,Taylorsville,Plumas,530,401,0.00%
2431,95984 ,P.O. Box,Twain,Plumas,530,139,0.00%
2432,95986 ,P.O. Box,Washington,Nevada,530,121,0.00%
2433,95987,Standard,Williams,Colusa,530,"6,270",0.02%
2434,95988,Standard,Willows,Glenn,530,"8,842",0.02%
2435,95991,Standard,Yuba City,Sutter,530,"43,345",0.11%
2436,95992 ,P.O. Box,Yuba City,Sutter,530,0,0.00%
2437,95993,Standard,Yuba City,Sutter,530,"37,783",0.10%
2438,96001,Standard,Redding,Shasta,530,"33,914",0.09%
2439,96002,Standard,Redding,Shasta,530,"35,158",0.09%
2440,96003,Standard,Redding,Shasta,530,"45,185",0.11%
2441,96006,Standard,Adin,Modoc,530,473,0.00%
2442,96007,Standard,Anderson,Shasta,530,"24,056",0.06%
2443,96008,Standard,Bella Vista,Shasta,530,"1,237",0.00%
2444,96009 ,P.O. Box,Bieber,Lassen,530,481,0.00%
2445,96010,Standard,Big Bar,Trinity,530,154,0.00%
2446,96011 ,P.O. Box,Big Bend,Shasta,530,148,0.00%
2447,96013,Standard,Burney,Shasta,530,"4,020",0.01%
2448,96014,Standard,Callahan,Siskiyou,530,237,0.00%
2449,96015,Standard,Canby,Modoc,530,364,0.00%
2450,96016,Standard,Cassel,Shasta,530,399,0.00%
2451,96017,Standard,Castella,Shasta,530,169,0.00%
2452,96019,Standard,Shasta Lake,Shasta,530,"10,491",0.03%
2453,96020,Standard,Chester,Plumas,530,"2,407",0.01%
2454,96021,Standard,Corning,Tehama,530,"17,123",0.04%
2455,96022,Standard,Cottonwood,Shasta,530,"16,528",0.04%
2456,96023,Standard,Dorris,Siskiyou,530,"1,102",0.00%
2457,96024,Standard,Douglas City,Trinity,530,859,0.00%
2458,96025,Standard,Dunsmuir,Siskiyou,530,"2,225",0.01%
2459,96027,Standard,Etna,Siskiyou,530,"1,953",0.00%
2460,96028,Standard,Fall River Mills,Shasta,530,"1,679",0.00%
2461,96029,Standard,Flournoy,Tehama,530,138,0.00%
2462,96031,Standard,Forks Of Salmon,Siskiyou,530,118,0.00%
2463,96032,Standard,Fort Jones,Siskiyou,530,"2,593",0.01%
2464,96033,Standard,French Gulch,Shasta,530,429,0.00%
2465,96034,Standard,Gazelle,Siskiyou,530,345,0.00%
2466,96035,Standard,Gerber,Tehama,530,"3,175",0.01%
2467,96037 ,P.O. Box,Greenview,Siskiyou,530,312,0.00%
2468,96038,Standard,Grenada,Siskiyou,530,586,0.00%
2469,96039,Standard,Happy Camp,Siskiyou,530,"1,037",0.00%
2470,96040,Standard,Hat Creek,Shasta,530,283,0.00%
2471,96041,Standard,Hayfork,Trinity,530,"5,574",0.01%
2472,96044,Standard,Hornbrook,Siskiyou,530,"1,015",0.00%
2473,96046 ,P.O. Box,Hyampom,Trinity,530,304,0.00%
2474,96047,Standard,Igo,Shasta,530,888,0.00%
2475,96048,Standard,Junction City,Trinity,530,698,0.00%
2476,96049 ,P.O. Box,Redding,Shasta,530,0,0.00%
2477,96050,Standard,Klamath River,Siskiyou,530,476,0.00%
2478,96051,Standard,Lakehead,Shasta,530,"1,136",0.00%
2479,96052,Standard,Lewiston,Trinity,530,"1,498",0.00%
2480,96054 ,P.O. Box,Lookout,Modoc,530,288,0.00%
2481,96055,Standard,Los Molinos,Tehama,530,"3,951",0.01%
2482,96056,Standard,Mcarthur,Shasta,530,"1,444",0.00%
2483,96057,Standard,Mccloud,Siskiyou,530,"1,202",0.00%
2484,96058,Standard,Macdoel,Siskiyou,530,659,0.00%
2485,96059,Standard,Manton,Tehama,530,572,0.00%
2486,96061,Standard,Mill Creek,Tehama,530,90,0.00%
2487,96062,Standard,Millville,Shasta,530,994,0.00%
2488,96063 ,P.O. Box,Mineral,Tehama,530,125,0.00%
2489,96064,Standard,Montague,Siskiyou,530,"4,387",0.01%
2490,96065,Standard,Montgomery Creek,Shasta,530,409,0.00%
2491,96067,Standard,Mount Shasta,Siskiyou,530,"7,145",0.02%
2492,96068 ,P.O. Box,Nubieber,Lassen,530,185,0.00%
2493,96069,Standard,Oak Run,Shasta,530,"1,052",0.00%
2494,96070 ,P.O. Box,Obrien,Shasta,530,0,0.00%
2495,96071,Standard,Old Station,Shasta,530,127,0.00%
2496,96073,Standard,Palo Cedro,Shasta,530,"4,614",0.01%
2497,96074 ,P.O. Box,Paskenta,Tehama,530,312,0.00%
2498,96075,Standard,Paynes Creek,Tehama,530,427,0.00%
2499,96076,Standard,Platina,Shasta,530,276,0.00%
2500,96078 ,P.O. Box,Proberta,Tehama,530,57,0.00%
2501,96079 ,P.O. Box,Shasta Lake,Shasta,530,0,0.00%
2502,96080,Standard,Red Bluff,Tehama,530,"29,672",0.08%
2503,96084 ,P.O. Box,Round Mountain,Shasta,530,515,0.00%
2504,96085,Standard,Scott Bar,Siskiyou,530,63,0.00%
2505,96086,Standard,Seiad Valley,Siskiyou,530,300,0.00%
2506,96087 ,P.O. Box,Shasta,Shasta,530,547,0.00%
2507,96088,Standard,Shingletown,Shasta,530,"4,781",0.01%
2508,96089 ,P.O. Box,Shasta Lake,Shasta,530,0,0.00%
2509,96090 ,P.O. Box,Tehama,Tehama,530,451,0.00%
2510,96091,Standard,Trinity Center,Trinity,530,574,0.00%
2511,96092 ,P.O. Box,Vina,Tehama,530,419,0.00%
2512,96093 ,P.O. Box,Weaverville,Trinity,530,"4,140",0.01%
2513,96094,Standard,Weed,Siskiyou,530,"6,908",0.02%
2514,96095 ,P.O. Box,Whiskeytown,Shasta,530,0,0.00%
2515,96096,Standard,Whitmore,Shasta,530,763,0.00%
2516,96097,Standard,Yreka,Siskiyou,530,"10,131",0.03%
2517,96099 ,P.O. Box,Redding,Shasta,530,0,0.00%
2518,96101,Standard,Alturas,Modoc,530,"5,238",0.01%
2519,96103,Standard,Blairsden Graeagle,Plumas,530,"1,611",0.00%
2520,96104,Standard,Cedarville,Modoc,530,613,0.00%
2521,96105,Standard,Chilcoot,Plumas,530,568,0.00%
2522,96106 ,P.O. Box,Clio,Plumas,530,522,0.00%
2523,96107,Standard,Coleville,Mono,530,"1,100",0.00%
2524,96108,Standard,Davis Creek,Modoc,530,129,0.00%
2525,96109,Standard,Doyle,Lassen,530,888,0.00%
2526,96110 ,P.O. Box,Eagleville,Modoc,530,101,0.00%
2527,96111 ,P.O. Box,Floriston,Nevada,530,80,0.00%
2528,96112,Standard,Fort Bidwell,Modoc,530,219,0.00%
2529,96113 ,P.O. Box,Herlong,Lassen,530,"1,898",0.00%
2530,96114,Standard,Janesville,Lassen,530,"3,101",0.01%
2531,96115,Standard,Lake City,Modoc,530,169,0.00%
2532,96116 ,P.O. Box,Likely,Modoc,530,150,0.00%
2533,96117,Standard,Litchfield,Lassen,530,337,0.00%
2534,96118,Standard,Loyalton,Sierra,530,"1,447",0.00%
2535,96119 ,P.O. Box,Madeline,Lassen,530,82,0.00%
2536,96120,Standard,Markleeville,Alpine,530,955,0.00%
2537,96121,Standard,Milford,Lassen,530,334,0.00%
2538,96122,Standard,Portola,Plumas,530,"4,070",0.01%
2539,96123,Standard,Ravendale,Lassen,530,100,0.00%
2540,96124,Standard,Calpine,Sierra,530,343,0.00%
2541,96125,Standard,Sierra City,Sierra,530,291,0.00%
2542,96126 ,P.O. Box,Sierraville,Sierra,530,273,0.00%
2543,96127 ,P.O. Box,Susanville,Lassen,530,0,0.00%
2544,96128,Standard,Standish,Lassen,530,535,0.00%
2545,96129,Standard,Beckwourth,Plumas,530,266,0.00%
2546,96130,Standard,Susanville,Lassen,530,"22,121",0.06%
2547,96132,Standard,Termo,Lassen,530,53,0.00%
2548,96133,Standard,Topaz,Mono,530,175,0.00%
2549,96134,Standard,Tulelake,Siskiyou,530,"2,028",0.01%
