year,zipcode, Earned Premium , Earned Exposure , Average Cov A , Average Cov C   , Average PPC Class , Average Fire Risk , Count Negligible , Count Low , Count Moderate , Count High , Count Extreme , Non Cat Cov A Fire Claims , Non Cat Cov A Fire Losses , Non Cat Cov A Smoke Claims , Non Cat Cov A Smoke Losses , Non Cat Cov C Fire Claims , Non Cat Cov C Fire Losses , Non Cat Cov C Smoke Claims , Non Cat Cov C Smoke Losses , Cat Cov A Fire Claims , Cat Cov A Fire Losses , Cat Cov A Smoke Claims , Cat Cov A Smoke Losses , Cat Cov C Fire Claims , Cat Cov C Fire Losses , Cat Cov C Smoke Claims , Cat Cov C Smoke Losses 
2022,22," 9,048,897,831 "," 6,098,590 "," 540,675 "," 357,271 ", 2.40 ,,,,,,," 6,129 "," 847,605,875 "," 2,651 "," 35,648,109 "," 4,619 "," 325,624,780 ", 778 ," 8,388,252 ", 277 ," 48,933,267 ", 255 ," 3,368,165 ", 211 ," 17,995,599 ", 168 ," 959,797 "
2022,94501," 13,740,044 "," 8,469 "," 691,036 "," 472,291 ", 0.79 ,,,,,,, 5 ," 131,791 ", 0   , 0   , 3 ," 83,672 ", 0   , 0   , 0   , 0   , 0   , 0   , 0   , 0   , 0   , 0   
2022,94502," 4,306,565 "," 2,834 "," 649,458 "," 445,731 ", 0.78 ,,,,,,, 0   , 0   , 0   , 0   , 0   , 0   , 0   , 0   , 0   , 0   , 0   , 0   , 0   , 0   , 0   , 0   
2022,94536," 14,035,154 "," 11,196 "," 546,594 "," 370,969 ", 1.55 ,,,,,,, 6 ," 844,308 ", 0   , 0   , 5 ," 581,069 ", 0   , 0   , 0   , 0   , 0   , 0   , 0   , 0   , 0   , 0   
2022,94538," 8,232,641 "," 7,737 "," 459,657 "," 308,946 ", 1.57 ,,,,,,, 3 ," 152,710 ", 1 ," 42,905 ", 3 ," 56,432 ", 0   , 0   , 0   , 0   , 0   , 0   , 0   , 0   , 0   , 0   
2022,94539," 17,792,408 "," 11,477 "," 762,632 "," 513,853 ", 1.62 ,,,,,,, 4 ," 682,270 ", 0   , 0   , 4 ," 256,197 ", 0   , 0   , 0   , 0   , 0   , 0   , 0   , 0   , 0   , 0   
2022,94541," 9,521,437 "," 7,395 "," 477,597 "," 320,904 ", 1.56 ,,,,,,, 10 ," 1,287,608 ", 0   , 0   , 7 ," 622,735 ", 0   , 0   , 0   , 0   , 0   , 0   , 0   , 0   , 0   , 0   
2022,94542," 6,424,658 "," 3,246 "," 778,434 "," 512,855 ", 1.58 ,,,,,,, 4 ," 762,038 ", 0   , 0   , 3 ," 197,024 ", 0   , 0   , 0   , 0   , 0   , 0   , 0   , 0   , 0   , 0   
2022,94544," 10,848,304 "," 9,057 "," 453,436 "," 302,030 ", 1.65 ,,,,,,, 9 ," 1,071,746 ", 1 ," 56,514 ", 12 ," 426,804 ", 0   , 0   , 0   , 0   , 0   , 0   , 0   , 0   , 0   , 0   
2022,94545," 6,617,119 "," 5,618 "," 486,406 "," 327,518 ", 1.59 ,,,,,,, 3 ," 167,679 ", 0   , 0   , 2 ," 94,694 ", 0   , 0   , 0   , 0   , 0   , 0   , 0   , 0   , 0   , 0   
2022,94546," 12,624,680 "," 9,215 "," 554,985 "," 376,500 ", 1.54 ,,,,,,, 7 ," 448,047 ", 0   , 0   , 5 ," 306,940 ", 0   , 0   , 0   , 0   , 0   , 0   , 0   , 0   , 0   , 0   
2022,94550," 18,063,494 "," 12,482 "," 667,734 "," 464,543 ", 2.06 ,,,,,,, 12 ," 1,030,256 ", 0   , 0   , 7 ," 296,940 ", 0   , 0   , 0   , 0   , 0   , 0   , 0   , 0   , 0   , 0   
2022,94551," 9,749,346 "," 7,710 "," 516,931 "," 355,253 ", 2.09 ,,,,,,, 5 ," 162,131 ", 1 ," 17,152 ", 4 ," 101,237 ", 1 ," 6,282 ", 0   , 0   , 0   , 0   , 0   , 0   , 0   , 0   
2022,94552," 7,666,280 "," 3,796 "," 727,152 "," 489,695 ", 1.57 ,,,,,,, 2 ," 66,701 ", 0   , 0   , 1 ," 28,289 ", 0   , 0   , 0   , 0   , 0   , 0   , 0   , 0   , 0   , 0   
2022,94555," 7,246,919 "," 6,224 "," 541,536 "," 360,723 ", 1.52 ,,,,,,, 4 ," 100,514 ", 2 ," 6,147 ", 3 ," 28,945 ", 0   , 0   , 1 ," 5,433 ", 0   , 0   , 0   , 0   , 0   , 0   
2022,94560," 9,982,033 "," 8,747 "," 523,286 "," 350,210 ", 1.59 ,,,,,,, 3 ," 224,917 ", 0   , 0   , 0   , 0   , 0   , 0   , 0   , 0   , 0   , 0   , 0   , 0   , 0   , 0   
2022,94566," 18,013,919 "," 9,790 "," 854,710 "," 575,113 ", 2.19 ,,,,,,, 8 ," 260,514 ", 0   , 0   , 4 ," 82,398 ", 0   , 0   , 0   , 0   , 0   , 0   , 0   , 0   , 0   , 0   
2022,94568," 15,706,643 "," 11,149 "," 719,438 "," 467,133 ", 1.73 ,,,,,,, 3 ," 327,728 ", 0   , 0   , 2 ," 47,518 ", 0   , 0   , 0   , 0   , 0   , 0   , 0   , 0   , 0   , 0   
2022,94577," 10,130,240 "," 7,943 "," 508,900 "," 348,281 ", 1.48 ,,,,,,, 7 ," 1,795,467 ", 1 ," 9,209 ", 5 ," 1,251,329 ", 1 ," 1,676 ", 1 ," 35,999 ", 0   , 0   , 1 ," 5,000 ", 0   , 0   
2022,94578," 5,293,866 "," 4,673 "," 448,659 "," 298,803 ", 1.55 ,,,,,,, 4 ," 1,061,928 ", 0   , 0   , 4 ," 303,234 ", 0   , 0   , 0   , 0   , 0   , 0   , 0   , 0   , 0   , 0   
2022,94579," 4,903,318 "," 4,430 "," 460,703 "," 308,982 ", 1.50 ,,,,,,, 3 ," 401,424 ", 0   , 0   , 3 ," 98,001 ", 0   , 0   , 0   , 0   , 0   , 0   , 0   , 0   , 0   , 0   
2022,94580," 6,455,080 "," 5,930 "," 425,727 "," 288,511 ", 1.48 ,,,,,,, 6 ," 726,276 ", 0   , 0   , 6 ," 364,572 ", 0   , 0   , 0   , 0   , 0   , 0   , 0   , 0   , 0   , 0   
2022,94586," 731,245 ", 279 ," 985,101 "," 652,489 ", 1.47 ,,,,,,, 1 ," 19,633 ", 0   , 0   , 1 ," 4,244 ", 0   , 0   , 0   , 0   , 0   , 0   , 0   , 0   , 0   , 0   
2022,94587," 14,258,242 "," 11,202 "," 528,443 "," 360,753 ", 1.59 ,,,,,,, 7 ," 556,578 ", 1 , 509 , 3 ," 200,431 ", 0   , 0   , 0   , 0   , 0   , 0   , 0   , 0   , 0   , 0   
2022,94588," 10,009,921 "," 6,176 "," 717,314 "," 487,890 ", 2.23 ,,,,,,, 2 ," 6,949 ", 0   , 0   , 1 , 790 , 0   , 0   , 0   , 0   , 0   , 0   , 0   , 0   , 0   , 0   
2022,94601," 5,384,053 "," 3,849 "," 449,025 "," 290,824 ", 1.41 ,,,,,,, 4 ," 670,885 ", 0   , 0   , 3 ," 120,326 ", 0   , 0   , 0   , 0   , 0   , 0   , 0   , 0   , 0   , 0   
2022,94602," 11,399,764 "," 6,261 "," 632,496 "," 424,614 ", 1.31 ,,,,,,, 4 ," 580,124 ", 0   , 0   , 3 ," 186,897 ", 0   , 0   , 1 ," 3,065 ", 0   , 0   , 1 , 37 , 0   , 0   
2022,94603," 4,686,435 "," 4,008 "," 356,153 "," 231,602 ", 1.43 ,,,,,,, 15 ," 930,916 ", 1 ," 72,483 ", 9 ," 180,570 ", 1 ," 24,161 ", 0   , 0   , 0   , 0   , 0   , 0   , 0   , 0   
2022,94605," 13,927,163 "," 8,210 "," 536,774 "," 359,564 ", 1.28 ,,,,,,, 15 ," 2,841,891 ", 0   , 0   , 12 ," 1,230,554 ", 0   , 0   , 0   , 0   , 0   , 0   , 0   , 0   , 0   , 0   
2022,94606," 3,164,378 "," 2,045 "," 545,251 "," 347,467 ", 1.49 ,,,,,,, 2 ," 26,745 ", 0   , 0   , 1 , 30 , 0   , 0   , 0   , 0   , 0   , 0   , 0   , 0   , 0   , 0   
2022,94607," 1,584,047 "," 1,022 "," 564,361 "," 363,558 ", 1.39 ,,,,,,, 1 ," 1,900 ", 0   , 0   , 0   , 0   , 0   , 0   , 0   , 0   , 0   , 0   , 0   , 0   , 0   , 0   
2022,94608," 3,813,199 "," 2,485 "," 520,312 "," 342,070 ", 1.37 ,,,,,,, 5 ," 584,196 ", 0   , 0   , 5 ," 222,940 ", 0   , 0   , 1 ," 10,500 ", 0   , 0   , 0   , 0   , 0   , 0   
2022,94609," 4,165,748 "," 2,382 "," 601,815 "," 398,220 ", 1.38 ,,,,,,, 3 ," 118,009 ", 0   , 0   , 3 ," 58,414 ", 0   , 0   , 0   , 0   , 0   , 0   , 0   , 0   , 0   , 0   
2022,94610," 9,575,652 "," 4,008 "," 955,325 "," 642,549 ", 1.46 ,,,,,,, 0   , 0   , 0   , 0   , 0   , 0   , 0   , 0   , 0   , 0   , 0   , 0   , 0   , 0   , 0   , 0   
2022,94611," 25,455,449 "," 8,964 "," 1,081,223 "," 695,098 ", 1.52 ,,,,,,, 7 ," 2,370,937 ", 0   , 0   , 6 ," 425,701 ", 0   , 0   , 0   , 0   , 0   , 0   , 0   , 0   , 0   , 0   
2022,94612," 227,988 ", 143 ," 546,124 "," 348,223 ", 1.40 ,,,,,,, 1 ," 30,393 ", 0   , 0   , 1 , 262 , 0   , 0   , 0   , 0   , 0   , 0   , 0   , 0   , 0   , 0   
2022,94615, 873 , 1 ," 369,400 "," 277,300 ", 4.00 ,,,,,,, 0   , 0   , 0   , 0   , 0   , 0   , 0   , 0   , 0   , 0   , 0   , 0   , 0   , 0   , 0   , 0   
2022,94618," 10,533,751 "," 4,162 "," 988,078 "," 656,143 ", 1.30 ,,,,,,, 1 ," 404,221 ", 0   , 0   , 1 ," 234,174 ", 0   , 0   , 0   , 0   , 0   , 0   , 0   , 0   , 0   , 0   
2022,94619," 10,005,570 "," 5,537 "," 605,022 "," 403,633 ", 1.37 ,,,,,,, 10 ," 2,599,876 ", 0   , 0   , 8 ," 899,077 ", 0   , 0   , 0   , 0   , 0   , 0   , 0   , 0   , 0   , 0   
2022,94621," 3,585,753 "," 2,880 "," 357,685 "," 229,995 ", 1.38 ,,,,,,, 9 ," 1,403,853 ", 0   , 0   , 7 ," 471,416 ", 0   , 0   , 0   , 0   , 0   , 0   , 0   , 0   , 0   , 0   
2022,94702," 4,684,762 "," 3,174 "," 516,866 "," 349,713 ", 0.85 ,,,,,,, 2 ," 240,972 ", 2 ," 16,614 ", 2 ," 54,814 ", 1 ," 25,694 ", 0   , 0   , 0   , 0   , 0   , 0   , 0   , 0   
2022,94703," 4,787,939 "," 2,734 "," 619,047 "," 422,756 ", 0.84 ,,,,,,, 4 ," 718,823 ", 0   , 0   , 4 ," 165,160 ", 0   , 0   , 0   , 0   , 0   , 0   , 0   , 0   , 0   , 0   
2022,94704," 1,263,110 ", 496 ," 874,940 "," 592,975 ", 0.78 ,,,,,,, 0   , 0   , 0   , 0   , 0   , 0   , 0   , 0   , 0   , 0   , 0   , 0   , 0   , 0   , 0   , 0   
2022,94705," 9,730,047 "," 2,928 "," 1,249,790 "," 823,489 ", 0.91 ,,,,,,, 2 ," 1,906,926 ", 0   , 0   , 2 ," 827,498 ", 0   , 0   , 0   , 0   , 0   , 0   , 0   , 0   , 0   , 0   
2022,94706," 4,736,429 "," 3,308 "," 577,256 "," 392,306 ", 1.42 ,,,,,,, 2 ," 262,199 ", 0   , 0   , 2 ," 68,748 ", 0   , 0   , 0   , 0   , 0   , 0   , 0   , 0   , 0   , 0   
2022,94707," 9,957,298 "," 4,276 "," 922,078 "," 633,050 ", 0.92 ,,,,,,, 1 ," 455,590 ", 0   , 0   , 2 ," 193,252 ", 0   , 0   , 0   , 0   , 0   , 0   , 0   , 0   , 0   , 0   
2022,94708," 9,389,124 "," 3,889 "," 919,485 "," 634,710 ", 0.80 ,,,,,,, 2 ," 612,150 ", 0   , 0   , 2 ," 307,553 ", 0   , 0   , 0   , 0   , 0   , 0   , 0   , 0   , 0   , 0   
2022,94709," 1,811,999 ", 777 ," 874,763 "," 610,571 ", 0.77 ,,,,,,, 1 ," 48,280 ", 0   , 0   , 2 ," 55,230 ", 0   , 0   , 0   , 0   , 0   , 0   , 0   , 0   , 0   , 0   
2022,94710," 1,317,741 ", 883 ," 549,487 "," 379,398 ", 0.83 ,,,,,,, 1 ," 35,620 ", 0   , 0   , 0   , 0   , 0   , 0   , 0   , 0   , 0   , 0   , 0   , 0   , 0   , 0   
2022,94720," 1,947 ", 1 ," 480,000 "," 360,000 ", 1.00 ,,,,,,, 0   , 0   , 0   , 0   , 0   , 0   , 0   , 0   , 0   , 0   , 0   , 0   , 0   , 0   , 0   , 0   
2022,95646," 658,790 ", 195 ," 1,016,290 "," 622,757 ", 2.07 ,,,,,,, 0   , 0   , 0   , 0   , 0   , 0   , 0   , 0   , 0   , 0   , 0   , 0   , 0   , 0   , 0   , 0   
2022,96120," 825,857 ", 325 ," 575,459 "," 373,457 ", 4.46 ,,,,,,, 0   , 0   , 0   , 0   , 0   , 0   , 0   , 0   , 0   , 0   , 0   , 0   , 0   , 0   , 0   , 0   
2022,95601," 197,036 ", 93 ," 490,241 "," 319,476 ", 3.00 ,,,,,,, 0   , 0   , 0   , 0   , 0   , 0   , 0   , 0   , 0   , 0   , 0   , 0   , 0   , 0   , 0   , 0   
2022,95629," 698,874 ", 284 ," 472,137 "," 316,593 ", 4.85 ,,,,,,, 0   , 0   , 0   , 0   , 0   , 0   , 0   , 0   , 0   , 0   , 0   , 0   , 0   , 0   , 0   , 0   
2022,95640," 3,389,052 "," 2,368 "," 432,539 "," 287,816 ", 2.29 ,,,,,,, 0   , 0   , 0   , 0   , 0   , 0   , 0   , 0   , 0   , 0   , 0   , 0   , 0   , 0   , 0   , 0   
2022,95642," 3,415,536 "," 1,819 "," 479,824 "," 326,576 ", 2.70 ,,,,,,, 1 ," 411,082 ", 0   , 0   , 2 ," 101,936 ", 0   , 0   , 2 ," 275,582 ", 0   , 0   , 2 , 542 , 0   , 0   
2022,95644, 904 , 1 ," 263,200 "," 144,760 ", 0   ,,,,,,, 0   , 0   , 0   , 0   , 0   , 0   , 0   , 0   , 0   , 0   , 0   , 0   , 0   , 0   , 0   , 0   
2022,95665," 2,221,211 "," 1,342 "," 448,524 "," 299,738 ", 2.81 ,,,,,,, 0   , 0   , 0   , 0   , 1 , 500 , 0   , 0   , 0   , 0   , 0   , 0   , 0   , 0   , 0   , 0   
