ZCTA5CE20,GEOID20,GEOIDFQ20,CLASSFP20,MTFCC20,FUNCSTAT20,ALAND20,AWATER20,INTPTLAT20,INTPTLON20,FHSZ_mean,FHSZ_majority
"94587","94587",860Z200US94587,B5,G6350,S,"50844436","2902181","+37.5900083","-122.0751870",1.666667,2.000000
"95126","95126",860Z200US95126,B5,G6350,S,"8614589","0","+37.3269219","-121.9167787",0.000000,0.000000
"90602","90602",860Z200US90602,B5,G6350,S,"9717095","5673","+33.9742425","-118.0223302",3.000000,3.000000
"95130","95130",860Z200US95130,B5,G6350,S,"3726998","0","+37.2776760","-121.9862380",0.000000,0.000000
"95035","95035",860Z200US95035,B5,G6350,S,"58099918","119350","+37.4403973","-121.8746930",2.000000,2.000000
"92657","92657",860Z200US92657,B5,G6350,S,"21494836","1549909","+33.5950576","-117.8291306",2.400000,3.000000
"92704","92704",860Z200US92704,B5,G6350,S,"19184264","62530","+33.7211311","-117.9051096",0.000000,0.000000
"92701","92701",860Z200US92701,B5,G6350,S,"8351657","0","+33.7486219","-117.8587143",0.000000,0.000000
"92697","92697",860Z200US92697,B5,G6350,S,"421086","62414","+33.6497270","-117.8490847",0.000000,0.000000
"92602","92602",860Z200US92602,B5,G6350,S,"39127973","237832","+33.7364976","-117.7349328",2.142857,3.000000
"90249","90249",860Z200US90249,B5,G6350,S,"7696621","88656","+33.9013900","-118.3156967",0.000000,0.000000
"94085","94085",860Z200US94085,B5,G6350,S,"9097788","0","+37.3886171","-122.0179326",0.000000,0.000000
"94128","94128",860Z200US94128,B5,G6350,S,"8687482","0","+37.6219551","-122.3837971",0.000000,0.000000
"90746","90746",860Z200US90746,B5,G6350,S,"14982262","137288","+33.8592309","-118.2523119",0.000000,0.000000
"90505","90505",860Z200US90505,B5,G6350,S,"15155933","29696","+33.8078823","-118.3479566",3.000000,3.000000
"94061","94061",860Z200US94061,B5,G6350,S,"10000098","4125","+37.4611469","-122.2369482",2.333333,3.000000
"94403","94403",860Z200US94403,B5,G6350,S,"14588594","404164","+37.5384494","-122.3054470",1.000000,1.000000
"94018","94018",860Z200US94018,B5,G6350,S,"1499652","0","+37.5059971","-122.4733175",2.500000,2.000000
"94401","94401",860Z200US94401,B5,G6350,S,"8056553","3615","+37.5751719","-122.3198815",0.000000,0.000000
"93535","93535",860Z200US93535,B5,G6350,S,"618967557","216502","+34.6983916","-117.8899453",0.000000,0.000000
"95625","95625",860Z200US95625,B5,G6350,S,"2385482","0","+38.3573109","-121.9086393",0.000000,0.000000
"95676","95676",860Z200US95676,B5,G6350,S,"3271386","7574","+38.8743299","-121.7138440",0.000000,0.000000
"92683","92683",860Z200US92683,B5,G6350,S,"25178176","0","+33.7524276","-117.9938698",0.000000,0.000000
"92646","92646",860Z200US92646,B5,G6350,S,"20850754","711094","+33.6610291","-117.9679484",0.000000,0.000000
"95010","95010",860Z200US95010,B5,G6350,S,"3581425","213680","+36.9763550","-121.9547232",0.000000,0.000000
"94973","94973",860Z200US94973,B5,G6350,S,"10231785","0","+38.0125906","-122.6394000",1.750000,1.000000
"91343","91343",860Z200US91343,B5,G6350,S,"15340898","28358","+34.2388019","-118.4822956",0.000000,0.000000
"94963","94963",860Z200US94963,B5,G6350,S,"4135301","0","+38.0076100","-122.6647483",2.500000,2.000000
"91601","91601",860Z200US91601,B5,G6350,S,"6828749","498","+34.1682530","-118.3722855",0.000000,0.000000
"92630","92630",860Z200US92630,B5,G6350,S,"27292347","202929","+33.6449291","-117.6843122",3.000000,3.000000
"95619","95619",860Z200US95619,B5,G6350,S,"15374248","102128","+38.6806051","-120.8142611",2.000000,1.000000
"92505","92505",860Z200US92505,B5,G6350,S,"26356959","0","+33.9266658","-117.4928043",3.000000,3.000000
"92571","92571",860Z200US92571,B5,G6350,S,"101292581","8058009","+33.8421292","-117.1949824",2.058824,2.000000
"92656","92656",860Z200US92656,B5,G6350,S,"20715604","0","+33.5752015","-117.7303522",2.700000,3.000000
"92629","92629",860Z200US92629,B5,G6350,S,"13103803","3032515","+33.4750606","-117.7056302",3.000000,3.000000
"92521","92521",860Z200US92521,B5,G6350,S,"1851917","9272","+33.9671399","-117.3263716",3.000000,3.000000
"92582","92582",860Z200US92582,B5,G6350,S,"47688512","59055","+33.8076069","-117.0151631",2.090909,3.000000
"90039","90039",860Z200US90039,B5,G6350,S,"9426953","476421","+34.1118846","-118.2610325",3.000000,3.000000
"90027","90027",860Z200US90027,B5,G6350,S,"21042927","269098","+34.1276025","-118.2963810",3.000000,3.000000
"94535","94535",860Z200US94535,B5,G6350,S,"24870033","186948","+38.2709367","-121.9370172",0.000000,0.000000
"94923","94923",860Z200US94923,B5,G6350,S,"50049962","9150469","+38.3394148","-123.0345254",1.666667,2.000000
"90095","90095",860Z200US90095,B5,G6350,S,"1035082","0","+34.0711826","-118.4434044",3.000000,3.000000
"95404","95404",860Z200US95404,B5,G6350,S,"195260032","44762","+38.5257333","-122.6904432",1.781250,1.000000
"94972","94972",860Z200US94972,B5,G6350,S,"11813394","0","+38.3366418","-122.9393071",1.000000,1.000000
"94938","94938",860Z200US94938,B5,G6350,S,"24559489","0","+38.0302365","-122.7295132",1.500000,1.000000
"94521","94521",860Z200US94521,B5,G6350,S,"25078322","0","+37.9529096","-121.9696955",1.714286,1.000000
"94621","94621",860Z200US94621,B5,G6350,S,"22050268","4656859","+37.7511299","-122.2101780",0.000000,0.000000
"94612","94612",860Z200US94612,B5,G6350,S,"2481827","602434","+37.8077089","-122.2668574",0.000000,0.000000
"94531","94531",860Z200US94531,B5,G6350,S,"36331690","0","+37.9566481","-121.7777900",1.857143,2.000000
"94806","94806",860Z200US94806,B5,G6350,S,"20336072","58751","+37.9784270","-122.3364179",3.000000,3.000000
"91791","91791",860Z200US91791,B5,G6350,S,"17201726","53301","+34.0616241","-117.8922352",2.125000,2.000000
"94805","94805",860Z200US94805,B5,G6350,S,"4830983","0","+37.9422094","-122.3235455",3.000000,3.000000
"94549","94549",860Z200US94549,B5,G6350,S,"51399963","431202","+37.9011371","-122.1190811",1.928571,2.000000
"94710","94710",860Z200US94710,B5,G6350,S,"5594275","5864364","+37.8639140","-122.3064650",0.000000,0.000000
"92865","92865",860Z200US92865,B5,G6350,S,"9915770","1295","+33.8263928","-117.8513073",0.000000,0.000000
"92802","92802",860Z200US92802,B5,G6350,S,"11791781","0","+33.8083143","-117.9236894",0.000000,0.000000
"92844","92844",860Z200US92844,B5,G6350,S,"5437594","0","+33.7655987","-117.9695064",0.000000,0.000000
"94804","94804",860Z200US94804,B5,G6350,S,"16816780","7263599","+37.9154627","-122.3378152",0.000000,0.000000
"94516","94516",860Z200US94516,B5,G6350,S,"9356511","0","+37.8274954","-122.1663001",2.857143,3.000000
"91020","91020",860Z200US91020,B5,G6350,S,"1860873","0","+34.2113702","-118.2306878",3.000000,3.000000
"94706","94706",860Z200US94706,B5,G6350,S,"3792610","0","+37.8896978","-122.2958583",0.000000,0.000000
"91506","91506",860Z200US91506,B5,G6350,S,"6276224","196","+34.1697056","-118.3235483",0.000000,0.000000
"90056","90056",860Z200US90056,B5,G6350,S,"5847234","0","+33.9935808","-118.3688386",3.000000,3.000000
"94545","94545",860Z200US94545,B5,G6350,S,"37502645","4307855","+37.6297614","-122.1242376",0.000000,0.000000
"95128","95128",860Z200US95128,B5,G6350,S,"10180639","0","+37.3158842","-121.9364309",0.000000,0.000000
"95125","95125",860Z200US95125,B5,G6350,S,"18867187","0","+37.2955986","-121.8940712",0.000000,0.000000
"95118","95118",860Z200US95118,B5,G6350,S,"10530686","158166","+37.2553638","-121.8919118",0.000000,0.000000
"91755","91755",860Z200US91755,B5,G6350,S,"8159701","130227","+34.0509646","-118.1143942",0.000000,0.000000
"91108","91108",860Z200US91108,B5,G6350,S,"9813448","18177","+34.1223718","-118.1142336",0.000000,0.000000
"93526","93526",860Z200US93526,B5,G6350,S,"138612139","73882","+36.8571250","-118.2581451",2.285714,3.000000
"95811","95811",860Z200US95811,B5,G6350,S,"5999138","311590","+38.5937915","-121.4821584",0.000000,0.000000
"96115","96115",860Z200US96115,B5,G6350,S,"289952170","117659277","+41.6914710","-120.0793214",1.745098,1.000000
"93202","93202",860Z200US93202,B5,G6350,S,"3979591","0","+36.3186861","-119.7075200",0.000000,0.000000
"95934","95934",860Z200US95934,B5,G6350,S,"55793786","1618418","+40.0600999","-120.9079574",2.714286,3.000000
"93701","93701",860Z200US93701,B5,G6350,S,"3939126","0","+36.7496010","-119.7878098",0.000000,0.000000
"93905","93905",860Z200US93905,B5,G6350,S,"23931170","93277","+36.6850680","-121.6059918",0.000000,0.000000
"96085","96085",860Z200US96085,B5,G6350,S,"143231299","206247","+41.7408179","-123.0773307",3.000000,3.000000
"95595","95595",860Z200US95595,B5,G6350,S,"1431651802","126770","+40.0875652","-123.1534981",2.754386,3.000000
"95224","95224",860Z200US95224,B5,G6350,S,"29846961","93401","+38.2313239","-120.3226879",3.000000,3.000000
"93305","93305",860Z200US93305,B5,G6350,S,"14984608","0","+35.3898752","-118.9851805",0.000000,0.000000
"90404","90404",860Z200US90404,B5,G6350,S,"5104890","0","+34.0266494","-118.4738350",0.000000,0.000000
"95524","95524",860Z200US95524,B5,G6350,S,"21035164","10550","+40.8208354","-124.0500216",1.333333,1.000000
"95043","95043",860Z200US95043,B5,G6350,S,"1981368809","3082323","+36.5181773","-120.9829127",2.245763,3.000000
"93930","93930",860Z200US93930,B5,G6350,S,"889020921","15566129","+36.1997980","-121.0823084",1.694444,1.000000
"96038","96038",860Z200US96038,B5,G6350,S,"47325263","62838","+41.6071001","-122.5457146",1.714286,1.000000
"95568","95568",860Z200US95568,B5,G6350,S,"251236020","2751586","+41.4848574","-123.4914867",2.926829,3.000000
"93530","93530",860Z200US93530,B5,G6350,S,"2987188","393370","+36.4938575","-117.8903888",1.000000,1.000000
"96161","96161",860Z200US96161,B5,G6350,S,"680238466","9131164","+39.3477145","-120.2247104",2.330000,2.000000
"91701","91701",860Z200US91701,B5,G6350,S,"19144370","0","+34.1378277","-117.6003013",3.000000,3.000000
"93227","93227",860Z200US93227,B5,G6350,S,"243050","0","+36.3444448","-119.4185620",0.000000,0.000000
"95564","95564",860Z200US95564,B5,G6350,S,"8669498","3968930","+40.7908802","-124.2047484",0.000000,0.000000
"95929","95929",860Z200US95929,B5,G6350,S,"20287","0","+39.7257874","-121.8502129",0.000000,0.000000
"96025","96025",860Z200US96025,B5,G6350,S,"268053945","886506","+41.2001359","-122.3190450",3.000000,3.000000
"93441","93441",860Z200US93441,B5,G6350,S,"100020231","85707","+34.7331259","-120.0949687",2.285714,2.000000
"92831","92831",860Z200US92831,B5,G6350,S,"15407584","0","+33.8795102","-117.8960355",0.000000,0.000000
"93625","93625",860Z200US93625,B5,G6350,S,"62094590","0","+36.6242284","-119.6717509",0.000000,0.000000
"92880","92880",860Z200US92880,B5,G6350,S,"67796538","1439983","+33.9253898","-117.6072536",2.454545,3.000000
"93907","93907",860Z200US93907,B5,G6350,S,"141221718","753484","+36.7667808","-121.6667222",1.210526,1.000000
"93616","93616",860Z200US93616,B5,G6350,S,"35683237","0","+36.6546796","-119.5943326",0.000000,0.000000
"92336","92336",860Z200US92336,B5,G6350,S,"51497989","0","+34.1368622","-117.4603364",2.750000,3.000000
"92376","92376",860Z200US92376,B5,G6350,S,"34509641","0","+34.1105366","-117.3800214",0.000000,0.000000
"93257","93257",860Z200US93257,B5,G6350,S,"981271682","10922678","+35.9808583","-118.8893149",2.000000,1.000000
"95363","95363",860Z200US95363,B5,G6350,S,"1238819328","1473476","+37.3738877","-121.2514534",1.538462,1.000000
"93280","93280",860Z200US93280,B5,G6350,S,"818381366","98499","+35.6522418","-119.4463996",0.000000,0.000000
"92411","92411",860Z200US92411,B5,G6350,S,"12185471","436199","+34.1228089","-117.3258080",0.000000,0.000000
"93033","93033",860Z200US93033,B5,G6350,S,"83385907","361548","+34.1600933","-119.1358009",2.000000,1.000000
"95327","95327",860Z200US95327,B5,G6350,S,"411206233","34587648","+37.8475300","-120.4865572",2.348837,3.000000
"92313","92313",860Z200US92313,B5,G6350,S,"9363302","19737","+34.0313174","-117.3149894",3.000000,3.000000
"92509","92509",860Z200US92509,B5,G6350,S,"79569221","1842355","+34.0032665","-117.4420038",2.200000,3.000000
"95337","95337",860Z200US95337,B5,G6350,S,"117650992","1972952","+37.7430395","-121.2383805",0.000000,0.000000
"93012","93012",860Z200US93012,B5,G6350,S,"129856111","723082","+34.2033938","-118.9914418",1.781818,1.000000
"93619","93619",860Z200US93619,B5,G6350,S,"483077198","257176","+36.9141762","-119.5939790",1.923077,2.000000
"93205","93205",860Z200US93205,B5,G6350,S,"60106349","47323","+35.5734164","-118.4864408",2.888889,3.000000
"93518","93518",860Z200US93518,B5,G6350,S,"839955682","221945","+35.3851106","-118.4911682",2.660000,3.000000
"93519","93519",860Z200US93519,B5,G6350,S,"355622181","648704","+35.3142046","-117.9607284",1.100000,1.000000
"95841","95841",860Z200US95841,B5,G6350,S,"10095116","0","+38.6602725","-121.3481643",0.000000,0.000000
"93609","93609",860Z200US93609,B5,G6350,S,"157921920","0","+36.5261658","-119.8638914",0.000000,0.000000
"92140","92140",860Z200US92140,B5,G6350,S,"1386034","32140","+32.7412792","-117.1977143",0.000000,0.000000
"95131","95131",860Z200US95131,B5,G6350,S,"14958351","0","+37.3872675","-121.8979476",0.000000,0.000000
"95127","95127",860Z200US95127,B5,G6350,S,"49290233","99400","+37.3716706","-121.7870966",2.250000,2.000000
"95117","95117",860Z200US95117,B5,G6350,S,"6009496","0","+37.3100724","-121.9621838",0.000000,0.000000
"95002","95002",860Z200US95002,B5,G6350,S,"24808473","291946","+37.4386721","-122.0115824",0.000000,0.000000
"95050","95050",860Z200US95050,B5,G6350,S,"14129263","0","+37.3504312","-121.9524053",0.000000,0.000000
"95020","95020",860Z200US95020,B5,G6350,S,"393120152","2329286","+37.0162105","-121.5594182",1.666667,1.000000
"92254","92254",860Z200US92254,B5,G6350,S,"124165261","13989","+33.5438371","-115.9982749",0.000000,0.000000
"90304","90304",860Z200US90304,B5,G6350,S,"4246478","0","+33.9373602","-118.3587951",0.000000,0.000000
"90704","90704",860Z200US90704,B5,G6350,S,"197068550","567992732","+33.3993247","-118.4353285",2.500000,3.000000
"90506","90506",860Z200US90506,B5,G6350,S,"403869","15634","+33.8846956","-118.3299980",0.000000,0.000000
"94002","94002",860Z200US94002,B5,G6350,S,"14567026","23653","+37.5134466","-122.2968238",2.200000,2.000000
"94402","94402",860Z200US94402,B5,G6350,S,"13080580","0","+37.5401025","-122.3301030",2.142857,3.000000
"91301","91301",860Z200US91301,B5,G6350,S,"85773200","305368","+34.1232861","-118.7585413",3.000000,3.000000
"93532","93532",860Z200US93532,B5,G6350,S,"316062039","1089641","+34.6898481","-118.5336886",2.333333,3.000000
"91381","91381",860Z200US91381,B5,G6350,S,"102401426","11451","+34.3732214","-118.6079714",2.421053,2.000000
"92649","92649",860Z200US92649,B5,G6350,S,"14610168","2023087","+33.7202415","-118.0453833",0.000000,0.000000
"92843","92843",860Z200US92843,B5,G6350,S,"10256580","0","+33.7639633","-117.9315377",0.000000,0.000000
"92708","92708",860Z200US92708,B5,G6350,S,"23575286","33638","+33.7105823","-117.9511290",0.000000,0.000000
"91790","91790",860Z200US91790,B5,G6350,S,"14906720","69778","+34.0669637","-117.9370069",0.000000,0.000000
"95076","95076",860Z200US95076,B5,G6350,S,"349890940","2573370","+36.9457806","-121.7560577",1.413333,1.000000
"90716","90716",860Z200US90716,B5,G6350,S,"2386068","0","+33.8304734","-118.0729587",0.000000,0.000000
"91605","91605",860Z200US91605,B5,G6350,S,"13908248","39061","+34.2073412","-118.4009730",0.000000,0.000000
"95018","95018",860Z200US95018,B5,G6350,S,"45182530","692736","+37.0838741","-122.0598984",1.200000,1.000000
"95066","95066",860Z200US95066,B5,G6350,S,"48495941","0","+37.0671978","-122.0145209",1.222222,1.000000
"91402","91402",860Z200US91402,B5,G6350,S,"9650544","83739","+34.2225061","-118.4446893",0.000000,0.000000
"90058","90058",860Z200US90058,B5,G6350,S,"14986630","442625","+34.0028436","-118.2163997",0.000000,0.000000
"90001","90001",860Z200US90001,B5,G6350,S,"8495419","0","+33.9736648","-118.2490388",0.000000,0.000000
"90002","90002",860Z200US90002,B5,G6350,S,"7750658","0","+33.9489868","-118.2467796",0.000000,0.000000
"95501","95501",860Z200US95501,B5,G6350,S,"19007483","11393659","+40.8020101","-124.1448237",1.000000,1.000000
"95464","95464",860Z200US95464,B5,G6350,S,"6570048","12228","+39.1262459","-122.8470753",3.000000,3.000000
"95023","95023",860Z200US95023,B5,G6350,S,"1022600826","1849903","+36.9199935","-121.3221878",1.486842,1.000000
"90010","90010",860Z200US90010,B5,G6350,S,"1011326","0","+34.0609873","-118.2998843",0.000000,0.000000
"96023","96023",860Z200US96023,B5,G6350,S,"555691979","36684536","+41.9090762","-121.9768456",2.194175,2.000000
"96055","96055",860Z200US96055,B5,G6350,S,"246609159","3524555","+40.0991210","-121.9983747",1.833333,2.000000
"96092","96092",860Z200US96092,B5,G6350,S,"172293481","100136","+39.9705793","-121.9703038",1.444444,1.000000
"95203","95203",860Z200US95203,B5,G6350,S,"15967439","1505883","+37.9543023","-121.3293198",0.000000,0.000000
"93512","93512",860Z200US93512,B5,G6350,S,"261131756","282270","+37.8918665","-118.5545694",1.916667,2.000000
"96052","96052",860Z200US96052,B5,G6350,S,"287929970","2795295","+40.6826801","-122.7864540",2.914286,3.000000
"93546","93546",860Z200US93546,B5,G6350,S,"609552944","22585199","+37.5491262","-118.8398144",2.159091,2.000000
"94579","94579",860Z200US94579,B5,G6350,S,"8100531","0","+37.6865005","-122.1572145",0.000000,0.000000
"93111","93111",860Z200US93111,B5,G6350,S,"21069714","322505","+34.4491845","-119.8047820",1.800000,1.000000
"96048","96048",860Z200US96048,B5,G6350,S,"402525037","665320","+40.8303591","-123.0234888",3.000000,3.000000
"90710","90710",860Z200US90710,B5,G6350,S,"6046215","1884","+33.7989054","-118.3002391",0.000000,0.000000
"90807","90807",860Z200US90807,B5,G6350,S,"11449952","37428","+33.8302054","-118.1811814",0.000000,0.000000
"93035","93035",860Z200US93035,B5,G6350,S,"13024494","3367092","+34.1862870","-119.2288853",0.000000,0.000000
"96107","96107",860Z200US96107,B5,G6350,S,"247946749","67209","+38.4082772","-119.5480747",2.375000,2.000000
"90242","90242",860Z200US90242,B5,G6350,S,"11696600","50193","+33.9217932","-118.1405877",0.000000,0.000000
"95306","95306",860Z200US95306,B5,G6350,S,"431214937","3513205","+37.3628976","-120.1194236",2.142857,2.000000
"93541","93541",860Z200US93541,B5,G6350,S,"821955407","157962093","+38.0186456","-119.0597265",1.908257,2.000000
"90277","90277",860Z200US90277,B5,G6350,S,"9245269","3537592","+33.8300058","-118.3871239",3.000000,3.000000
"90033","90033",860Z200US90033,B5,G6350,S,"8487878","92117","+34.0503802","-118.2119912",0.000000,0.000000
"96022","96022",860Z200US96022,B5,G6350,S,"643808117","1490837","+40.3363078","-122.4479773",2.090909,2.000000
"90292","90292",860Z200US90292,B5,G6350,S,"5428684","2857097","+33.9760775","-118.4520658",0.000000,0.000000
"91030","91030",860Z200US91030,B5,G6350,S,"8887634","35008","+34.1089567","-118.1566154",3.000000,3.000000
"93638","93638",860Z200US93638,B5,G6350,S,"233781766","1235339","+37.0434340","-120.0336928",1.333333,1.000000
"95652","95652",860Z200US95652,B5,G6350,S,"9678497","0","+38.6626381","-121.4008280",0.000000,0.000000
"95662","95662",860Z200US95662,B5,G6350,S,"27988500","397602","+38.6891735","-121.2184354",0.000000,0.000000
"93608","93608",860Z200US93608,B5,G6350,S,"306669468","833734","+36.5049867","-120.3386638",1.333333,1.000000
"92093","92093",860Z200US92093,B5,G6350,S,"2302505","0","+32.8821184","-117.2370825",3.000000,3.000000
"92161","92161",860Z200US92161,B5,G6350,S,"227268","0","+32.8740717","-117.2315635",0.000000,0.000000
"95624","95624",860Z200US95624,B5,G6350,S,"117980439","112446","+38.4341498","-121.3058740",0.000000,0.000000
"95830","95830",860Z200US95830,B5,G6350,S,"33702206","172211","+38.4905076","-121.2841712",0.000000,0.000000
"95655","95655",860Z200US95655,B5,G6350,S,"24679300","64570","+38.5492278","-121.2785982",0.000000,0.000000
"92154","92154",860Z200US92154,B5,G6350,S,"133401460","1111677","+32.5791012","-116.9665283",2.055556,3.000000
"96120","96120",860Z200US96120,B5,G6350,S,"586553828","1453347","+38.7424445","-119.8693817",2.260504,3.000000
"91942","91942",860Z200US91942,B5,G6350,S,"14944738","0","+32.7772670","-117.0213441",3.000000,3.000000
"92342","92342",860Z200US92342,B5,G6350,S,"254433782","1893983","+34.7602939","-117.3359127",0.000000,0.000000
"95490","95490",860Z200US95490,B5,G6350,S,"1114002106","884652","+39.4793198","-123.3481599",1.704082,1.000000
"95626","95626",860Z200US95626,B5,G6350,S,"97635809","0","+38.7337942","-121.4890064",0.000000,0.000000
"92227","92227",860Z200US92227,B5,G6350,S,"1537587665","338212","+32.9900500","-115.3368521",0.000000,0.000000
"95585","95585",860Z200US95585,B5,G6350,S,"151867391","0","+39.8587165","-123.6661661",2.800000,3.000000
"95525","95525",860Z200US95525,B5,G6350,S,"240133350","317567","+40.9537818","-123.8244384",1.680000,1.000000
"95488","95488",860Z200US95488,B5,G6350,S,"158872654","303079","+39.7271773","-123.7891737",1.750000,1.000000
"92179","92179",860Z200US92179,B5,G6350,S,"647809","0","+32.5839037","-116.9334746",3.000000,3.000000
"92338","92338",860Z200US92338,B5,G6350,S,"242557626","0","+34.7877209","-116.2512079",0.000000,0.000000
"92284","92284",860Z200US92284,B5,G6350,S,"330165000","0","+34.1600756","-116.4247167",2.051282,2.000000
"95514","95514",860Z200US95514,B5,G6350,S,"266393326","314644","+40.2867412","-123.6622864",2.157895,2.000000
"93450","93450",860Z200US93450,B5,G6350,S,"468087033","3065165","+36.0854229","-120.8185220",1.666667,1.000000
"95565","95565",860Z200US95565,B5,G6350,S,"87245544","1724385","+40.4551860","-124.0151981",1.333333,1.000000
"95420","95420",860Z200US95420,B5,G6350,S,"18855724","318330","+39.3593581","-123.7660109",2.000000,1.000000
"92386","92386",860Z200US92386,B5,G6350,S,"5948973","0","+34.2370359","-116.8252914",2.625000,3.000000
"95560","95560",860Z200US95560,B5,G6350,S,"43226874","148782","+40.1427275","-123.8388194",1.333333,1.000000
"95553","95553",860Z200US95553,B5,G6350,S,"181709917","413237","+40.2311522","-123.8685969",1.750000,1.000000
"96007","96007",860Z200US96007,B5,G6350,S,"317262846","4894210","+40.4568005","-122.3082026",2.142857,3.000000
"92283","92283",860Z200US92283,B5,G6350,S,"860119551","3785561","+32.8915458","-114.7729430",0.000000,0.000000
"95697","95697",860Z200US95697,B5,G6350,S,"709764","0","+38.7328813","-121.8071949",0.000000,0.000000
"91914","91914",860Z200US91914,B5,G6350,S,"17208153","0","+32.6660395","-116.9542404",2.578947,3.000000
"96011","96011",860Z200US96011,B5,G6350,S,"300463519","1123916","+41.0558970","-121.8918888",2.875000,3.000000
"94103","94103",860Z200US94103,B5,G6350,S,"3558325","0","+37.7729833","-122.4113430",0.000000,0.000000
"94107","94107",860Z200US94107,B5,G6350,S,"4728659","732570","+37.7585472","-122.3995401",0.000000,0.000000
"94117","94117",860Z200US94117,B5,G6350,S,"3301059","0","+37.7700509","-122.4442803",0.000000,0.000000
"94920","94920",860Z200US94920,B5,G6350,S,"16861374","14740716","+37.8867683","-122.4626194",1.222222,1.000000
"92081","92081",860Z200US92081,B5,G6350,S,"23128139","0","+33.1645491","-117.2405496",3.000000,3.000000
"92084","92084",860Z200US92084,B5,G6350,S,"73404467","49689","+33.2272828","-117.2000848",2.000000,2.000000
"95658","95658",860Z200US95658,B5,G6350,S,"60356819","1195643","+38.8811828","-121.1690138",1.692308,1.000000
"92025","92025",860Z200US92025,B5,G6350,S,"57944595","993655","+33.0778135","-117.0331309",2.105263,3.000000
"96145","96145",860Z200US96145,B5,G6350,S,"45868470","2355807","+39.1809984","-120.1513960",2.800000,3.000000
"92064","92064",860Z200US92064,B5,G6350,S,"109651366","223435","+32.9843523","-117.0135373",2.500000,3.000000
"94131","94131",860Z200US94131,B5,G6350,S,"5237085","50540","+37.7459165","-122.4414731",0.000000,0.000000
"91962","91962",860Z200US91962,B5,G6350,S,"151940146","24602","+32.8467665","-116.5197751",2.882353,3.000000
"91917","91917",860Z200US91917,B5,G6350,S,"134252206","0","+32.6419960","-116.7537670",2.800000,3.000000
"95681","95681",860Z200US95681,B5,G6350,S,"40434818","0","+38.9980915","-121.3541980",1.333333,1.000000
"92562","92562",860Z200US92562,B5,G6350,S,"285780858","68783","+33.5312401","-117.3439986",2.531250,3.000000
"95715","95715",860Z200US95715,B5,G6350,S,"87586416","1610200","+39.2766508","-120.6440120",3.000000,3.000000
"96141","96141",860Z200US96141,B5,G6350,S,"74763453","797314","+39.0989284","-120.2052313",2.714286,3.000000
"94116","94116",860Z200US94116,B5,G6350,S,"6542534","97204","+37.7453994","-122.4860655",0.000000,0.000000
"92688","92688",860Z200US92688,B5,G6350,S,"34240166","49350","+33.6187295","-117.6107995",2.461538,3.000000
"95735","95735",860Z200US95735,B5,G6350,S,"113375798","2414524","+38.8402874","-120.1502941",3.000000,3.000000
"92705","92705",860Z200US92705,B5,G6350,S,"30526595","184104","+33.7660065","-117.7867627",3.000000,3.000000
"92883","92883",860Z200US92883,B5,G6350,S,"146203379","92242","+33.7580098","-117.4802585",2.048780,3.000000
"95961","95961",860Z200US95961,B5,G6350,S,"118744692","1794010","+39.0413331","-121.5628346",0.000000,0.000000
"95672","95672",860Z200US95672,B5,G6350,S,"56319297","166114","+38.7222604","-120.9929553",2.142857,2.000000
"95636","95636",860Z200US95636,B5,G6350,S,"29703696","0","+38.6116538","-120.4868200",3.000000,3.000000
"95709","95709",860Z200US95709,B5,G6350,S,"61627490","193955","+38.7490321","-120.6909165",2.250000,3.000000
"95935","95935",860Z200US95935,B5,G6350,S,"66849308","242347","+39.3793437","-121.1922610",2.500000,2.000000
"92592","92592",860Z200US92592,B5,G6350,S,"285274088","4305547","+33.5109389","-117.0215052",2.339623,3.000000
"92587","92587",860Z200US92587,B5,G6350,S,"18504029","1776590","+33.6939290","-117.2505038",2.902439,3.000000
"92548","92548",860Z200US92548,B5,G6350,S,"33849155","0","+33.7639084","-117.1090324",2.454545,3.000000
"92653","92653",860Z200US92653,B5,G6350,S,"17940713","64064","+33.5940116","-117.7007341",0.000000,0.000000
"92241","92241",860Z200US92241,B5,G6350,S,"343419840","0","+33.8463400","-116.2833017",1.500000,1.000000
"94558","94558",860Z200US94558,B5,G6350,S,"1040474802","79609485","+38.3891354","-122.1884120",1.934783,2.000000
"90031","90031",860Z200US90031,B5,G6350,S,"9064228","168754","+34.0841971","-118.2085674",3.000000,3.000000
"90065","90065",860Z200US90065,B5,G6350,S,"14219322","183706","+34.1095946","-118.2286887",3.000000,3.000000
"95497","95497",860Z200US95497,B5,G6350,S,"39461913","277559","+38.7252743","-123.4583140",1.444444,1.000000
"95448","95448",860Z200US95448,B5,G6350,S,"478727875","2390503","+38.6229845","-122.8891215",1.465116,1.000000
"90049","90049",860Z200US90049,B5,G6350,S,"38778176","1359","+34.0925404","-118.4910639",3.000000,3.000000
"95222","95222",860Z200US95222,B5,G6350,S,"393155776","4224758","+38.0513304","-120.5901733",2.552632,3.000000
"95228","95228",860Z200US95228,B5,G6350,S,"236736616","3328089","+37.9072653","-120.6883275",2.416667,3.000000
"95303","95303",860Z200US95303,B5,G6350,S,"74830630","55049","+37.4702877","-120.6710831",0.000000,0.000000
"95567","95567",860Z200US95567,B5,G6350,S,"161881042","1447386","+41.9506833","-124.0970936",2.071429,3.000000
