ZCTA5CE20,GEOID20,GEOIDFQ20,CLASSFP20,MTFCC20,FUNCSTAT20,ALAND20,AWATER20,INTPTLAT20,INTPTLON20,FHSZ_mean,FHSZ_majority
"94044","94044",860Z200US94044,B5,G6350,S,"39076995","23854","+37.6065981","-122.4772305",2.333333,2.000000
"94030","94030",860Z200US94030,B5,G6350,S,"8739453","0","+37.5997105","-122.4033001",1.555556,1.000000
"94074","94074",860Z200US94074,B5,G6350,S,"59889346","66452","+37.3317145","-122.3414658",2.785714,3.000000
"91387","91387",860Z200US91387,B5,G6350,S,"138359135","322323","+34.4025187","-118.3634627",2.607143,3.000000
"93591","93591",860Z200US93591,B5,G6350,S,"192498077","278174","+34.5978614","-117.8155726",0.000000,0.000000
"90290","90290",860Z200US90290,B5,G6350,S,"48498335","24096","+34.1077521","-118.6162183",3.000000,3.000000
"90263","90263",860Z200US90263,B5,G6350,S,"605685","0","+34.0392805","-118.7081459",3.000000,3.000000
"93544","93544",860Z200US93544,B5,G6350,S,"297760176","589749","+34.4882058","-117.7566102",1.800000,1.000000
"90211","90211",860Z200US90211,B5,G6350,S,"1813406","0","+34.0649562","-118.3829813",0.000000,0.000000
"91355","91355",860Z200US91355,B5,G6350,S,"34079906","699703","+34.4018497","-118.5700136",2.727273,3.000000
"91741","91741",860Z200US91741,B5,G6350,S,"52756076","359427","+34.1633629","-117.8341212",3.000000,3.000000
"91608","91608",860Z200US91608,B5,G6350,S,"1530474","44555","+34.1387351","-118.3508573",3.000000,3.000000
"95671","95671",860Z200US95671,B5,G6350,S,"3824924","166308","+38.6944637","-121.1537533",0.000000,0.000000
"95659","95659",860Z200US95659,B5,G6350,S,"118952419","1858035","+38.8587448","-121.5899125",0.000000,0.000000
"95439","95439",860Z200US95439,B5,G6350,S,"6907053","0","+38.4905556","-122.7759064",0.000000,0.000000
"95060","95060",860Z200US95060,B5,G6350,S,"141277747","162014","+36.9932001","-122.0984003",1.407407,1.000000
"90720","90720",860Z200US90720,B5,G6350,S,"15743998","161830","+33.7950124","-118.0626915",0.000000,0.000000
"90623","90623",860Z200US90623,B5,G6350,S,"4698566","60099","+33.8506159","-118.0395647",0.000000,0.000000
"90620","90620",860Z200US90620,B5,G6350,S,"16492873","23818","+33.8452232","-118.0152918",0.000000,0.000000
"91340","91340",860Z200US91340,B5,G6350,S,"8886235","0","+34.2866697","-118.4348171",0.000000,0.000000
"90680","90680",860Z200US90680,B5,G6350,S,"6609687","0","+33.8011398","-117.9953266",0.000000,0.000000
"95005","95005",860Z200US95005,B5,G6350,S,"30590404","0","+37.0983626","-122.0892953",1.600000,1.000000
"95007","95007",860Z200US95007,B5,G6350,S,"4107423","0","+37.1101249","-122.1143447",2.000000,1.000000
"90089","90089",860Z200US90089,B5,G6350,S,"844417","0","+34.0215432","-118.2855741",0.000000,0.000000
"90043","90043",860Z200US90043,B5,G6350,S,"10624108","2585","+33.9885046","-118.3363581",3.000000,3.000000
"90003","90003",860Z200US90003,B5,G6350,S,"9389890","0","+33.9640773","-118.2736836",0.000000,0.000000
"96059","96059",860Z200US96059,B5,G6350,S,"164550742","198788","+40.4337473","-121.8294212",2.600000,3.000000
"95453","95453",860Z200US95453,B5,G6350,S,"225437622","1538609","+39.0459308","-122.9410770",1.696970,1.000000
"95912","95912",860Z200US95912,B5,G6350,S,"394738985","357565","+39.0003991","-122.0742344",1.500000,1.000000
"95602","95602",860Z200US95602,B5,G6350,S,"128661552","1697049","+38.9914911","-121.1035441",1.777778,1.000000
"93721","93721",860Z200US93721,B5,G6350,S,"5285943","0","+36.7328084","-119.7838293",0.000000,0.000000
"95361","95361",860Z200US95361,B5,G6350,S,"563095307","9544599","+37.7921901","-120.7856623",2.000000,1.000000
"93244","93244",860Z200US93244,B5,G6350,S,"20332757","3128281","+36.3863400","-118.9897151",1.500000,1.000000
"93065","93065",860Z200US93065,B5,G6350,S,"77199396","1515404","+34.2623877","-118.7722194",2.266667,3.000000
"91307","91307",860Z200US91307,B5,G6350,S,"21083059","26188","+34.2004853","-118.6648523",2.750000,3.000000
"93063","93063",860Z200US93063,B5,G6350,S,"93671077","391394","+34.3080482","-118.6869695",3.000000,3.000000
"92109","92109",860Z200US92109,B5,G6350,S,"19707152","11114025","+32.7867719","-117.2342066",3.000000,3.000000
"93651","93651",860Z200US93651,B5,G6350,S,"42173743","21847","+37.0023881","-119.5148581",2.250000,3.000000
"92374","92374",860Z200US92374,B5,G6350,S,"46488341","1963","+34.0685149","-117.1753218",2.100000,2.000000
"92408","92408",860Z200US92408,B5,G6350,S,"27135799","339404","+34.0836194","-117.2684597",0.000000,0.000000
"95660","95660",860Z200US95660,B5,G6350,S,"16458544","0","+38.6788666","-121.3804999",0.000000,0.000000
"92106","92106",860Z200US92106,B5,G6350,S,"14669802","2465516","+32.7098847","-117.2378575",3.000000,3.000000
"95837","95837",860Z200US95837,B5,G6350,S,"37236548","1033060","+38.6937650","-121.5989406",0.000000,0.000000
"90265","90265",860Z200US90265,B5,G6350,S,"287514072","18899707","+34.0702448","-118.8510422",2.933333,3.000000
"92350","92350",860Z200US92350,B5,G6350,S,"172867","0","+34.0529395","-117.2615994",0.000000,0.000000
"95630","95630",860Z200US95630,B5,G6350,S,"67836720","5665346","+38.6627810","-121.1401070",1.900000,1.000000
"95610","95610",860Z200US95610,B5,G6350,S,"20534076","0","+38.6949226","-121.2722073",0.000000,0.000000
"92037","92037",860Z200US92037,B5,G6350,S,"31199702","5226831","+32.8546424","-117.2517716",3.000000,3.000000
"92114","92114",860Z200US92114,B5,G6350,S,"21466478","0","+32.7077510","-117.0552967",3.000000,3.000000
"92358","92358",860Z200US92358,B5,G6350,S,"187413585","0","+34.2462322","-117.5676376",3.000000,3.000000
"95328","95328",860Z200US95328,B5,G6350,S,"2340990","0","+37.5580365","-120.9094153",0.000000,0.000000
"95313","95313",860Z200US95313,B5,G6350,S,"118459321","938766","+37.4179585","-121.0510417",0.000000,0.000000
"95917","95917",860Z200US95917,B5,G6350,S,"209018865","884323","+39.4358591","-121.7636255",0.000000,0.000000
"93726","93726",860Z200US93726,B5,G6350,S,"16527469","313423","+36.7936660","-119.7597151",0.000000,0.000000
"95304","95304",860Z200US95304,B5,G6350,S,"397488084","7272820","+37.6806407","-121.3815610",2.000000,1.000000
"91910","91910",860Z200US91910,B5,G6350,S,"32599369","4335312","+32.6370962","-117.0617582",0.000000,0.000000
"93215","93215",860Z200US93215,B5,G6350,S,"376772744","1779052","+35.7794645","-119.1919347",1.000000,1.000000
"93225","93225",860Z200US93225,B5,G6350,S,"290198583","114957","+34.7866072","-119.0298493",2.607143,3.000000
"95372","95372",860Z200US95372,B5,G6350,S,"6268042","13422","+37.9912891","-120.2627906",2.333333,2.000000
"95828","95828",860Z200US95828,B5,G6350,S,"32123489","0","+38.4894260","-121.3959687",0.000000,0.000000
"95309","95309",860Z200US95309,B5,G6350,S,"47540","0","+37.8714200","-120.4323870",2.000000,2.000000
"93043","93043",860Z200US93043,B5,G6350,S,"1282932","0","+34.1701614","-119.2029293",0.000000,0.000000
"93285","93285",860Z200US93285,B5,G6350,S,"140889906","404261","+35.7491267","-118.4934009",3.000000,3.000000
"93621","93621",860Z200US93621,B5,G6350,S,"198000203","1398251","+36.7466326","-119.1013879",2.681818,3.000000
"95608","95608",860Z200US95608,B5,G6350,S,"34260411","602793","+38.6269352","-121.3311908",0.000000,0.000000
"91361","91361",860Z200US91361,B5,G6350,S,"74766396","1754605","+34.1372832","-118.8820443",2.833333,3.000000
"92111","92111",860Z200US92111,B5,G6350,S,"21959482","0","+32.8064823","-117.1689655",3.000000,3.000000
"95628","95628",860Z200US95628,B5,G6350,S,"33389004","930992","+38.6520964","-121.2543842",0.000000,0.000000
"92359","92359",860Z200US92359,B5,G6350,S,"49715215","1267043","+34.0852895","-117.0763108",2.060606,2.000000
"95678","95678",860Z200US95678,B5,G6350,S,"29590365","0","+38.7653528","-121.2884731",0.000000,0.000000
"92344","92344",860Z200US92344,B5,G6350,S,"97391163","0","+34.3917722","-117.4065673",1.689655,1.000000
"92307","92307",860Z200US92307,B5,G6350,S,"485499165","10103","+34.5712314","-117.1330923",1.500000,1.000000
"91911","91911",860Z200US91911,B5,G6350,S,"32964409","224755","+32.6073516","-117.0503597",2.000000,1.000000
"91932","91932",860Z200US91932,B5,G6350,S,"11076347","1499538","+32.5653537","-117.1145672",0.000000,0.000000
"95691","95691",860Z200US95691,B5,G6350,S,"101083221","5799854","+38.6279507","-121.5932868",0.000000,0.000000
"92364","92364",860Z200US92364,B5,G6350,S,"1359308756","13762","+35.3595977","-115.4387719",0.000000,0.000000
"95546","95546",860Z200US95546,B5,G6350,S,"226556188","3597121","+41.1859947","-123.7314939",2.391304,2.000000
"92251","92251",860Z200US92251,B5,G6350,S,"640675238","59701","+32.8692297","-115.7140392",0.000000,0.000000
"92071","92071",860Z200US92071,B5,G6350,S,"48818861","495588","+32.8506855","-116.9953140",3.000000,3.000000
"94111","94111",860Z200US94111,B5,G6350,S,"856532","1113","+37.7983589","-122.3992013",0.000000,0.000000
"93453","93453",860Z200US93453,B5,G6350,S,"1790674756","4005472","+35.2413452","-120.2192676",2.561151,3.000000
"95913","95913",860Z200US95913,B5,G6350,S,"44956443","0","+39.6290041","-122.1921512",1.333333,1.000000
"92280","92280",860Z200US92280,B5,G6350,S,"442912136","0","+34.1293468","-114.9852253",0.000000,0.000000
"92327","92327",860Z200US92327,B5,G6350,S,"63480183","623274","+34.8678450","-116.8350512",0.000000,0.000000
"95551","95551",860Z200US95551,B5,G6350,S,"109794551","20299160","+40.6749872","-124.2311460",1.000000,1.000000
"93402","93402",860Z200US93402,B5,G6350,S,"71865630","7546095","+35.2952317","-120.8354679",1.785714,2.000000
"95695","95695",860Z200US95695,B5,G6350,S,"377134615","154032","+38.6940377","-121.8529316",0.000000,0.000000
"95540","95540",860Z200US95540,B5,G6350,S,"88111793","1342981","+40.5667868","-124.1259758",1.200000,1.000000
"93430","93430",860Z200US93430,B5,G6350,S,"185815361","12013165","+35.4847673","-120.9441728",2.052632,3.000000
"95937","95937",860Z200US95937,B5,G6350,S,"137799831","0","+38.8840651","-121.9984849",1.444444,1.000000
"95627","95627",860Z200US95627,B5,G6350,S,"135506238","804522","+38.7345127","-122.0253459",1.769231,1.000000
"92382","92382",860Z200US92382,B5,G6350,S,"52884969","23184","+34.2062184","-117.1122717",3.000000,3.000000
"93401","93401",860Z200US93401,B5,G6350,S,"166207436","50406","+35.2358708","-120.6159143",2.263158,3.000000
"95698","95698",860Z200US95698,B5,G6350,S,"99430500","769515","+38.8163566","-121.9107698",1.000000,1.000000
"95653","95653",860Z200US95653,B5,G6350,S,"14225838","21917","+38.6970750","-121.9784140",0.000000,0.000000
"95606","95606",860Z200US95606,B5,G6350,S,"96829493","0","+38.7564122","-122.1932706",1.833333,2.000000
"93444","93444",860Z200US93444,B5,G6350,S,"169379151","2583191","+35.0359128","-120.5025621",1.847458,1.000000
"93921","93921",860Z200US93921,B5,G6350,S,"2465653","0","+36.5536409","-121.9222713",3.000000,3.000000
"92823","92823",860Z200US92823,B5,G6350,S,"19311128","36927","+33.9285350","-117.7960745",2.571429,3.000000
"92259","92259",860Z200US92259,B5,G6350,S,"745653489","0","+32.7347854","-115.9464467",1.629630,2.000000
"94123","94123",860Z200US94123,B5,G6350,S,"2778070","788333","+37.8020446","-122.4339686",0.000000,0.000000
"92004","92004",860Z200US92004,B5,G6350,S,"2369535366","39623","+33.1977050","-116.1674625",1.833333,1.000000
"93953","93953",860Z200US93953,B5,G6350,S,"20975348","147280","+36.5874412","-121.9448163",2.181818,3.000000
"96096","96096",860Z200US96096,B5,G6350,S,"268335930","411294","+40.6363106","-121.8763987",2.500000,2.000000
"92391","92391",860Z200US92391,B5,G6350,S,"5124597","0","+34.2396894","-117.2366687",3.000000,3.000000
"95694","95694",860Z200US95694,B5,G6350,S,"343628378","810344","+38.5716604","-122.0641679",1.705882,1.000000
"93954","93954",860Z200US93954,B5,G6350,S,"154562827","88493","+36.1729751","-120.9026824",2.000000,2.000000
"92832","92832",860Z200US92832,B5,G6350,S,"7498561","0","+33.8687719","-117.9290932",0.000000,0.000000
"95460","95460",860Z200US95460,B5,G6350,S,"89561638","2921013","+39.3052450","-123.7486159",2.000000,2.000000
"92315","92315",860Z200US92315,B5,G6350,S,"76077820","11577960","+34.2171300","-116.9416139",2.723404,3.000000
"95463","95463",860Z200US95463,B5,G6350,S,"18726292","0","+39.1895599","-123.5805909",1.333333,1.000000
"95432","95432",860Z200US95432,B5,G6350,S,"186525232","633475","+39.1084924","-123.6454204",1.538462,1.000000
"93920","93920",860Z200US93920,B5,G6350,S,"410484348","7316794","+36.0522456","-121.5144050",2.538462,3.000000
"93928","93928",860Z200US93928,B5,G6350,S,"99451886","99050","+36.0827387","-121.4707866",3.000000,3.000000
"92305","92305",860Z200US92305,B5,G6350,S,"300215869","80461","+34.1438202","-116.8683764",2.785714,3.000000
"93940","93940",860Z200US93940,B5,G6350,S,"91017972","28432213","+36.5623052","-121.8055065",2.200000,3.000000
"95425","95425",860Z200US95425,B5,G6350,S,"497484120","9783998","+38.8230526","-123.0638591",1.936170,2.000000
"96047","96047",860Z200US96047,B5,G6350,S,"643055160","917523","+40.4792261","-122.6924678",2.666667,3.000000
"93445","93445",860Z200US93445,B5,G6350,S,"44084686","3236727","+35.0440754","-120.6207066",1.812500,1.000000
"95537","95537",860Z200US95537,B5,G6350,S,"772565","6276618","+40.7271521","-124.2191769",1.000000,1.000000
"92250","92250",860Z200US92250,B5,G6350,S,"912649292","11902","+32.7773731","-115.1279806",0.000000,0.000000
"95482","95482",860Z200US95482,B5,G6350,S,"761855867","8436811","+39.1368043","-123.2610887",1.891892,1.000000
"93424","93424",860Z200US93424,B5,G6350,S,"52124699","4728646","+35.1986172","-120.7860676",2.200000,2.000000
"92805","92805",860Z200US92805,B5,G6350,S,"16123283","0","+33.8300530","-117.9056831",0.000000,0.000000
"92807","92807",860Z200US92807,B5,G6350,S,"28360912","699284","+33.8487330","-117.7883568",3.000000,3.000000
"94115","94115",860Z200US94115,B5,G6350,S,"2943198","0","+37.7860292","-122.4373655",0.000000,0.000000
"93422","93422",860Z200US93422,B5,G6350,S,"178175790","167233","+35.4653490","-120.6894388",2.083333,3.000000
"96008","96008",860Z200US96008,B5,G6350,S,"160092236","5289777","+40.7226411","-122.1097838",2.666667,3.000000
"96013","96013",860Z200US96013,B5,G6350,S,"397326512","7014935","+40.9736566","-121.6923992",2.360000,3.000000
"93452","93452",860Z200US93452,B5,G6350,S,"295662775","17844628","+35.7464854","-121.2233480",2.413793,2.000000
"92011","92011",860Z200US92011,B5,G6350,S,"16931044","572639","+33.1067640","-117.2963265",0.000000,0.000000
"94501","94501",860Z200US94501,B5,G6350,S,"20522780","7301969","+37.7747116","-122.2780971",0.000000,0.000000
"92040","92040",860Z200US92040,B5,G6350,S,"174036780","3921749","+32.9089097","-116.8919717",2.269231,2.000000
"92091","92091",860Z200US92091,B5,G6350,S,"3341813","0","+33.0523890","-117.1828166",2.625000,3.000000
"93943","93943",860Z200US93943,B5,G6350,S,"525893","45110","+36.5976485","-121.8733103",0.000000,0.000000
"93933","93933",860Z200US93933,B5,G6350,S,"27651943","101129","+36.6769665","-121.7814506",0.000000,0.000000
"92061","92061",860Z200US92061,B5,G6350,S,"90161792","0","+33.3003523","-116.9305236",2.280000,3.000000
"92028","92028",860Z200US92028,B5,G6350,S,"302310840","517417","+33.3864686","-117.2249571",2.113636,2.000000
"92036","92036",860Z200US92036,B5,G6350,S,"1306152002","3627824","+33.0324132","-116.2651768",2.083333,3.000000
"91905","91905",860Z200US91905,B5,G6350,S,"216462403","77537","+32.6786479","-116.3074847",2.478261,3.000000
"91980","91980",860Z200US91980,B5,G6350,S,"9563967","0","+32.5851909","-116.6325400",2.500000,2.000000
"92694","92694",860Z200US92694,B5,G6350,S,"104000772","0","+33.5150098","-117.5806134",2.390244,3.000000
"92530","92530",860Z200US92530,B5,G6350,S,"199658011","14320553","+33.6330560","-117.3704612",2.415094,3.000000
"96119","96119",860Z200US96119,B5,G6350,S,"345096296","4563963","+41.0404206","-120.5535549",2.183673,2.000000
"96123","96123",860Z200US96123,B5,G6350,S,"870829097","5278204","+40.8457377","-120.3222189",1.882353,2.000000
"92561","92561",860Z200US92561,B5,G6350,S,"424228196","4439","+33.6304178","-116.5822901",2.593220,3.000000
"92260","92260",860Z200US92260,B5,G6350,S,"81219078","390602","+33.6972305","-116.4062573",2.037037,3.000000
"92211","92211",860Z200US92211,B5,G6350,S,"38396201","140409","+33.7654007","-116.3342046",0.000000,0.000000
"92270","92270",860Z200US92270,B5,G6350,S,"66308232","1008457","+33.7638377","-116.4303875",3.000000,3.000000
"92210","92210",860Z200US92210,B5,G6350,S,"37086533","699457","+33.6998921","-116.3295504",1.666667,2.000000
"94503","94503",860Z200US94503,B5,G6350,S,"69974094","4160108","+38.1879346","-122.2236385",1.454545,1.000000
"90068","90068",860Z200US90068,B5,G6350,S,"20729770","448801","+34.1241792","-118.3273508",3.000000,3.000000
"90038","90038",860Z200US90038,B5,G6350,S,"4009023","3325","+34.0880175","-118.3271685",0.000000,0.000000
"90028","90028",860Z200US90028,B5,G6350,S,"3912391","0","+34.0998114","-118.3268365",3.000000,3.000000
"95419","95419",860Z200US95419,B5,G6350,S,"167793","0","+38.4234685","-122.9581808",1.500000,1.000000
"91505","91505",860Z200US91505,B5,G6350,S,"13865783","29478","+34.1758332","-118.3475364",3.000000,3.000000
"95405","95405",860Z200US95405,B5,G6350,S,"12992032","83256","+38.4381358","-122.6690575",1.888889,1.000000
"90071","90071",860Z200US90071,B5,G6350,S,"349113","0","+34.0523793","-118.2552091",0.000000,0.000000
"94947","94947",860Z200US94947,B5,G6350,S,"56812613","513110","+38.1061995","-122.6249851",1.533333,1.000000
"94519","94519",860Z200US94519,B5,G6350,S,"11747865","0","+37.9888044","-122.0127643",0.000000,0.000000
"94518","94518",860Z200US94518,B5,G6350,S,"14350450","0","+37.9505211","-122.0220781",0.000000,0.000000
"91765","91765",860Z200US91765,B5,G6350,S,"48091993","13084","+33.9851655","-117.8120046",2.857143,3.000000
"94611","94611",860Z200US94611,B5,G6350,S,"18906612","5141","+37.8319168","-122.2157928",1.606061,1.000000
"91724","91724",860Z200US91724,B5,G6350,S,"16150100","7357","+34.0789906","-117.8544111",1.937500,2.000000
"94572","94572",860Z200US94572,B5,G6350,S,"23767563","0","+38.0238582","-122.2327881",1.642857,2.000000
"94613","94613",860Z200US94613,B5,G6350,S,"634710","0","+37.7807203","-122.1830290",0.000000,0.000000
"94618","94618",860Z200US94618,B5,G6350,S,"6274312","37495","+37.8448210","-122.2385523",3.000000,3.000000
"94563","94563",860Z200US94563,B5,G6350,S,"53153914","76562","+37.8738672","-122.2053117",2.230769,2.000000
"94551","94551",860Z200US94551,B5,G6350,S,"214285828","880066","+37.7505118","-121.7492486",1.761905,2.000000
"94606","94606",860Z200US94606,B5,G6350,S,"6024502","603235","+37.7913660","-122.2445132",0.000000,0.000000
"95017","95017",860Z200US95017,B5,G6350,S,"161727896","50030","+37.0946843","-122.2374662",2.000000,2.000000
"92866","92866",860Z200US92866,B5,G6350,S,"4937297","0","+33.7845375","-117.8447915",0.000000,0.000000
"90248","90248",860Z200US90248,B5,G6350,S,"12309183","170404","+33.8783395","-118.2841003",0.000000,0.000000
"91214","91214",860Z200US91214,B5,G6350,S,"18850366","58205","+34.2357284","-118.2466552",3.000000,3.000000
"91711","91711",860Z200US91711,B5,G6350,S,"38684276","354059","+34.1280660","-117.7147728",3.000000,3.000000
"96076","96076",860Z200US96076,B5,G6350,S,"573345315","65312","+40.3915424","-122.9378830",2.863636,3.000000
"93308","93308",860Z200US93308,B5,G6350,S,"892506814","1658785","+35.5474931","-118.9468676",1.406250,1.000000
"95646","95646",860Z200US95646,B5,G6350,S,"138269074","4889009","+38.6317431","-120.0153616",1.653846,2.000000
"93653","93653",860Z200US93653,B5,G6350,S,"554129146","9370438","+37.2560313","-119.9090593",2.413793,3.000000
"93626","93626",860Z200US93626,B5,G6350,S,"257685716","18266157","+37.0432863","-119.6913063",1.810811,2.000000
"94134","94134",860Z200US94134,B5,G6350,S,"6614096","90877","+37.7188487","-122.4112970",0.000000,0.000000
"96054","96054",860Z200US96054,B5,G6350,S,"305058217","4520598","+41.2610567","-121.1185510",2.459016,3.000000
"91763","91763",860Z200US91763,B5,G6350,S,"13727341","0","+34.0720602","-117.6982882",0.000000,0.000000
"91803","91803",860Z200US91803,B5,G6350,S,"8443052","1730","+34.0747361","-118.1459588",0.000000,0.000000
"91104","91104",860Z200US91104,B5,G6350,S,"9766256","11657","+34.1653555","-118.1237514",0.000000,0.000000
"95984","95984",860Z200US95984,B5,G6350,S,"195720169","457217","+39.9827783","-121.1276225",2.962963,3.000000
"93615","93615",860Z200US93615,B5,G6350,S,"41674810","0","+36.5037388","-119.2838461",0.000000,0.000000
"95329","95329",860Z200US95329,B5,G6350,S,"301914714","39332843","+37.6776300","-120.4180501",1.864865,1.000000
"91602","91602",860Z200US91602,B5,G6350,S,"5284171","60325","+34.1508184","-118.3681589",3.000000,3.000000
"94546","94546",860Z200US94546,B5,G6350,S,"41329606","3969840","+37.7453986","-122.1031272",2.444444,3.000000
"96064","96064",860Z200US96064,B5,G6350,S,"1261350460","9271846","+41.7547029","-122.3656211",1.759259,1.000000
"95640","95640",860Z200US95640,B5,G6350,S,"340310163","16383027","+38.3414666","-120.9401124",1.785714,1.000000
"91403","91403",860Z200US91403,B5,G6350,S,"9290650","39104","+34.1477566","-118.4647376",3.000000,3.000000
"96108","96108",860Z200US96108,B5,G6350,S,"485394040","8857647","+41.7871900","-120.4017666",2.393939,3.000000
"96044","96044",860Z200US96044,B5,G6350,S,"571384717","5278879","+41.9330279","-122.6749668",2.814815,3.000000
"96118","96118",860Z200US96118,B5,G6350,S,"442141698","760841","+39.6395971","-120.2471441",2.375000,3.000000
"95543","95543",860Z200US95543,B5,G6350,S,"365819539","651144","+41.8888356","-123.8027659",2.954545,3.000000
"95947","95947",860Z200US95947,B5,G6350,S,"221222939","0","+40.1593987","-120.8440845",2.842105,3.000000
"93702","93702",860Z200US93702,B5,G6350,S,"13391258","0","+36.7394434","-119.7542091",0.000000,0.000000
"90241","90241",860Z200US90241,B5,G6350,S,"12630265","147567","+33.9405817","-118.1294723",0.000000,0.000000
"95204","95204",860Z200US95204,B5,G6350,S,"13731974","683094","+37.9737359","-121.3192457",0.000000,0.000000
"95356","95356",860Z200US95356,B5,G6350,S,"57527712","384390","+37.7185727","-121.0323086",0.000000,0.000000
"96020","96020",860Z200US96020,B5,G6350,S,"145831877","1270307","+40.3067873","-121.2618742",2.555556,3.000000
"93040","93040",860Z200US93040,B5,G6350,S,"963783724","5147592","+34.6020430","-119.0197918",2.560976,3.000000
"90745","90745",860Z200US90745,B5,G6350,S,"21304966","241841","+33.8202678","-118.2641249",0.000000,0.000000
"95223","95223",860Z200US95223,B5,G6350,S,"1105372470","4595931","+38.4463225","-119.8129575",2.642857,3.000000
"93312","93312",860Z200US93312,B5,G6350,S,"36704372","0","+35.3918445","-119.1195484",0.000000,0.000000
"96113","96113",860Z200US96113,B5,G6350,S,"56599126","71651","+40.1880762","-120.1456838",2.000000,2.000000
"92584","92584",860Z200US92584,B5,G6350,S,"75391362","381612","+33.6614305","-117.1822839",2.261538,3.000000
"92677","92677",860Z200US92677,B5,G6350,S,"42595788","133550","+33.5286538","-117.7012525",2.777778,3.000000
"95972","95972",860Z200US95972,B5,G6350,S,"2807476","0","+39.4227720","-121.3376480",3.000000,3.000000
"92536","92536",860Z200US92536,B5,G6350,S,"278372071","234848","+33.4919941","-116.8169451",2.250000,2.000000
"92539","92539",860Z200US92539,B5,G6350,S,"337359588","242383","+33.5278668","-116.6476196",2.352941,3.000000
"92234","92234",860Z200US92234,B5,G6350,S,"38237663","538009","+33.8141312","-116.4655479",3.000000,3.000000
"92203","92203",860Z200US92203,B5,G6350,S,"47805522","0","+33.7516006","-116.2414256",0.000000,0.000000
"94534","94534",860Z200US94534,B5,G6350,S,"200735541","3356825","+38.2419460","-122.1182724",1.765957,1.000000
"90041","90041",860Z200US90041,B5,G6350,S,"9308255","30513","+34.1374122","-118.2076072",3.000000,3.000000
"95436","95436",860Z200US95436,B5,G6350,S,"55045746","724370","+38.4868279","-122.9056170",1.722222,1.000000
"92075","92075",860Z200US92075,B5,G6350,S,"8853858","936205","+32.9972485","-117.2605796",2.400000,3.000000
"92007","92007",860Z200US92007,B5,G6350,S,"5989781","832617","+33.0230461","-117.2755809",3.000000,3.000000
"92058","92058",860Z200US92058,B5,G6350,S,"114621577","4885070","+33.2639736","-117.3447773",3.000000,3.000000
"92026","92026",860Z200US92026,B5,G6350,S,"93389426","159670","+33.2109647","-117.1247883",2.000000,2.000000
"92069","92069",860Z200US92069,B5,G6350,S,"47841182","0","+33.1753026","-117.1576205",2.034483,2.000000
"95677","95677",860Z200US95677,B5,G6350,S,"25231046","57380","+38.7929200","-121.2320060",2.000000,2.000000
"92086","92086",860Z200US92086,B5,G6350,S,"573294919","1160392","+33.3139983","-116.6295365",2.545455,3.000000
"91963","91963",860Z200US91963,B5,G6350,S,"106829198","0","+32.6479533","-116.5963568",2.642857,3.000000
"91934","91934",860Z200US91934,B5,G6350,S,"133302466","18532","+32.6489918","-116.1525653",1.909091,2.000000
"92155","92155",860Z200US92155,B5,G6350,S,"1017599","1375636","+32.6581164","-117.1569459",0.000000,0.000000
"94124","94124",860Z200US94124,B5,G6350,S,"12081281","3656202","+37.7289954","-122.3813152",0.000000,0.000000
"95701","95701",860Z200US95701,B5,G6350,S,"82238466","138710","+39.2265490","-120.7670224",3.000000,3.000000
"92867","92867",860Z200US92867,B5,G6350,S,"31086603","965","+33.8156666","-117.7991625",3.000000,3.000000
"95633","95633",860Z200US95633,B5,G6350,S,"102200009","100735","+38.8492029","-120.8223838",2.555556,3.000000
"96068","96068",860Z200US96068,B5,G6350,S,"74208516","345193","+41.1029919","-121.1983405",1.866667,2.000000
"95664","95664",860Z200US95664,B5,G6350,S,"95167104","11993156","+38.8012809","-121.0378557",2.500000,3.000000
"95651","95651",860Z200US95651,B5,G6350,S,"34617626","0","+38.8208844","-120.9351895",2.000000,2.000000
"92504","92504",860Z200US92504,B5,G6350,S,"58743696","147563","+33.9083525","-117.4013419",2.066667,3.000000
"92882","92882",860Z200US92882,B5,G6350,S,"30425246","23643","+33.8628742","-117.6000923",2.750000,3.000000
"96117","96117",860Z200US96117,B5,G6350,S,"840016448","3028236","+40.5334617","-120.2353561",1.794872,2.000000
"92691","92691",860Z200US92691,B5,G6350,S,"22732647","110252","+33.6119451","-117.6658668",3.000000,3.000000
"95682","95682",860Z200US95682,B5,G6350,S,"232794729","313854","+38.5989689","-120.9630662",2.166667,2.000000
"95471","95471",860Z200US95471,B5,G6350,S,"9191496","0","+38.5322243","-122.9735896",1.750000,1.000000
"94952","94952",860Z200US94952,B5,G6350,S,"514155592","6514158","+38.2345532","-122.7603848",1.571429,1.000000
"95486","95486",860Z200US95486,B5,G6350,S,"50165","0","+38.4741368","-123.0242032",2.000000,2.000000
"94508","94508",860Z200US94508,B5,G6350,S,"41473260","406835","+38.5857836","-122.4442019",1.833333,2.000000
"94576","94576",860Z200US94576,B5,G6350,S,"735740","0","+38.5492560","-122.4757997",3.000000,3.000000
"95409","95409",860Z200US95409,B5,G6350,S,"90632712","547324","+38.4684846","-122.5821384",1.666667,1.000000
"94965","94965",860Z200US94965,B5,G6350,S,"37755497","3662996","+37.8373471","-122.5274824",2.400000,2.000000
"94971","94971",860Z200US94971,B5,G6350,S,"57422976","4644645","+38.2330285","-122.8969589",2.000000,1.000000
