fid,ZCTA5CE20,GEOID20,GEOIDFQ20,CLASSFP20,MTFCC20,FUNCSTAT20,ALAND20,AWATER20,INTPTLAT20,INTPTLON20,zip_area,GEOID20_2,FHSZ_avg_rating
1380,"96069","96069",860Z200US96069,B5,G6350,S,240518305,325754,"+40.6853355","-122.0160690",240844087.506973,"96069",2.59043393071073
1381,"96071","96071",860Z200US96071,B5,G6350,S,66781004,202325,"+40.6944740","-121.4572689",66983350.4844547,"96071",1.07303575455505
1382,"92020","92020",860Z200US92020,B5,G6350,S,28790638,0,"+32.7956047","-116.9697540",28790641.6418784,"92020",0.356768610636934
1383,"91901","91901",860Z200US91901,B5,G6350,S,201692264,1797136,"+32.8136236","-116.7269693",203489412.22256,"91901",1.80089808699248
1384,"92010","92010",860Z200US92010,B5,G6350,S,21362094,131091,"+33.1653815","-117.2814268",21493184.9021466,"92010",1.36321065324981
1385,"95717","95717",860Z200US95717,B5,G6350,S,50517032,0,"+39.1425937","-120.8426891",50517036.9113005,"95717",1.58915931184
1386,"92060","92060",860Z200US92060,B5,G6350,S,178363014,0,"+33.3503760","-116.8644434",178363034.497859,"92060",1.07379902856288
1387,"95668","95668",860Z200US95668,B5,G6350,S,168298649,399030,"+38.8275549","-121.4951816",168697680.153566,,0
1388,"91935","91935",860Z200US91935,B5,G6350,S,273216571,87982,"+32.6943442","-116.7755144",273304566.990218,"91935",2.79205019295067
1389,"92672","92672",860Z200US92672,B5,G6350,S,92108428,2049819,"+33.3729358","-117.5209627",94158249.1548954,"92672",0.221396076602819
1390,"92066","92066",860Z200US92066,B5,G6350,S,57132566,0,"+33.2154121","-116.5358340",57132578.3395713,"92066",2.38860873814192
1391,"95703","95703",860Z200US95703,B5,G6350,S,22992794,68707,"+38.9890274","-120.9877751",23061492.0908754,"95703",2.17319437999778
1392,"95736","95736",860Z200US95736,B5,G6350,S,598865,0,"+39.0391217","-120.9774935",598863.869057551,"95736",2.86604237432474
1393,"96150","96150",860Z200US96150,B5,G6350,S,422599309,14431182,"+38.8733198","-120.0684809",437030529.622965,"96150",0.441894248400342
1394,"92267","92267",860Z200US92267,B5,G6350,S,109818076,11227768,"+34.2972182","-114.2071049",121045874.689489,,0
1395,"95614","95614",860Z200US95614,B5,G6350,S,82246128,77805,"+38.8862376","-120.9796991",82323940.5300301,"95614",1.97603521098745
1396,"95720","95720",860Z200US95720,B5,G6350,S,403521636,1108300,"+38.8509368","-120.2512666",404629995.979467,"95720",0.449623459027702
1397,"95762","95762",860Z200US95762,B5,G6350,S,107711424,6228621,"+38.6836885","-121.0647269",113940033.251825,"95762",1.38978891042455
1398,"92508","92508",860Z200US92508,B5,G6350,S,28407495,0,"+33.8903893","-117.3282568",28407489.6023111,"92508",0.231996954460461
1399,"94158","94158",860Z200US94158,B5,G6350,S,1423669,902191,"+37.7725343","-122.3883839",2325858.74837263,,0
1400,"96136","96136",860Z200US96136,B5,G6350,S,375057660,1752788,"+40.3462300","-120.0813208",376810466.169299,"96136",0.108335596647177
1401,"96121","96121",860Z200US96121,B5,G6350,S,85993727,32420,"+40.1643933","-120.3800422",86026154.4334307,"96121",0.883065768466669
1402,"95962","95962",860Z200US95962,B5,G6350,S,98291152,2016247,"+39.3234046","-121.2725490",100307398.552399,"95962",2.80117959518538
1403,"92555","92555",860Z200US92555,B5,G6350,S,170327991,552216,"+33.9109957","-117.1137654",170880216.741859,"92555",1.71919184614768
1404,"95692","95692",860Z200US95692,B5,G6350,S,148209041,1994678,"+39.0430660","-121.4098044",150203727.152287,"95692",0.61947291957612
1405,"92651","92651",860Z200US92651,B5,G6350,S,57122661,7243869,"+33.5714801","-117.7728894",64366540.72131,"92651",2.47046537675179
1406,"92549","92549",860Z200US92549,B5,G6350,S,274702630,39213,"+33.8038178","-116.6792727",274741863.89998,"92549",0.955979640217641
1407,"92264","92264",860Z200US92264,B5,G6350,S,131952257,371292,"+33.7128919","-116.4971072",132323563.627405,"92264",0.355621402324658
1408,"92544","92544",860Z200US92544,B5,G6350,S,442403182,2188018,"+33.6459340","-116.8816279",444591232.250151,"92544",1.69428227828729
1409,"92230","92230",860Z200US92230,B5,G6350,S,30242142,0,"+33.9087853","-116.7687818",30242153.1620161,"92230",0.364064738999811
1410,"92543","92543",860Z200US92543,B5,G6350,S,49551495,0,"+33.6986453","-116.9791613",49551495.4738958,"92543",1.3233518504149
1411,"90029","90029",860Z200US90029,B5,G6350,S,3564133,0,"+34.0898749","-118.2946307",3564136.88285001,"90029",0.00369669284526066
1412,"94533","94533",860Z200US94533,B5,G6350,S,58341730,351351,"+38.2807448","-122.0063799",58693095.7086698,"94533",0.235168168871371
1413,"95465","95465",860Z200US95465,B5,G6350,S,124522911,754153,"+38.4173423","-123.0460122",125277077.296184,"95465",1.32320998849985
1414,"94592","94592",860Z200US94592,B5,G6350,S,20746448,693234,"+38.0909980","-122.2854178",21439685.9692285,,0
1415,"94585","94585",860Z200US94585,B5,G6350,S,275032304,20893298,"+38.1918321","-121.9382694",295925634.925292,,0
1416,"95687","95687",860Z200US95687,B5,G6350,S,115401949,703521,"+38.3331329","-121.9201507",116105456.383356,"95687",0.0100425424632879
1417,"94512","94512",860Z200US94512,B5,G6350,S,57516671,91320,"+38.1311499","-121.8217361",57607992.6746719,,0
1418,"90067","90067",860Z200US90067,B5,G6350,S,1114110,0,"+34.0564373","-118.4136903",1114107.648039,,0
1419,"91206","91206",860Z200US91206,B5,G6350,S,14927682,38612,"+34.1603591","-118.2137690",14966292.0335721,"91206",2.35144906743995
1420,"94950","94950",860Z200US94950,B5,G6350,S,12549277,0,"+38.0211609","-122.7617342",12549276.4588729,"94950",0.0237289148127534
1421,"91371","91371",860Z200US91371,B5,G6350,S,541829,0,"+34.1850148","-118.5760882",541828.917568537,,0
1422,"94595","94595",860Z200US94595,B5,G6350,S,13515581,0,"+37.8720872","-122.0689708",13515580.6392624,"94595",0.050027953049558
1423,"94598","94598",860Z200US94598,B5,G6350,S,53389836,31195,"+37.9169161","-122.0149174",53421027.7094997,"94598",1.25322720222209
1424,"91773","91773",860Z200US91773,B5,G6350,S,38787873,1010338,"+34.1074851","-117.8087522",39798212.2668883,"91773",0.865609743205922
1425,"91722","91722",860Z200US91722,B5,G6350,S,10684279,3901,"+34.0973329","-117.9067071",10688170.39224,,0
1426,"91702","91702",860Z200US91702,B5,G6350,S,168431743,3342720,"+34.2815249","-117.8000901",171774487.336964,"91702",0.207440486790041
1427,"94564","94564",860Z200US94564,B5,G6350,S,17688008,11462,"+37.9905553","-122.2724989",17699463.4347673,"94564",0.597787985775742
1428,"94553","94553",860Z200US94553,B5,G6350,S,159631940,8464682,"+37.9782987","-122.1571085",168096640.510574,"94553",1.59830395849556
1429,"94602","94602",860Z200US94602,B5,G6350,S,9421092,0,"+37.8052351","-122.2042292",9421094.50972707,"94602",1.39447908855058
1430,"94569","94569",860Z200US94569,B5,G6350,S,3330135,0,"+38.0440915","-122.1919429",3330134.18068948,"94569",1.99863903426235
1431,"94708","94708",860Z200US94708,B5,G6350,S,8625006,31248,"+37.9030665","-122.2619400",8656260.12805277,"94708",2.76463771783077
1432,"94520","94520",860Z200US94520,B5,G6350,S,25568241,83710,"+37.9930277","-122.0352507",25651950.1815266,"94520",0.0505187341221942
1433,"94530","94530",860Z200US94530,B5,G6350,S,11215508,0,"+37.9207416","-122.3006348",11215495.0964916,"94530",1.61815029246371
1434,"94588","94588",860Z200US94588,B5,G6350,S,84795806,1026771,"+37.7926484","-121.8628073",85822572.870482,"94588",1.42992468220082
1435,"94705","94705",860Z200US94705,B5,G6350,S,8757323,0,"+37.8652048","-122.2383838",8757329.96440482,"94705",2.23491245278707
1436,"94548","94548",860Z200US94548,B5,G6350,S,5984491,220815,"+37.9742947","-121.6514409",6205308.73867429,,0
1437,"94560","94560",860Z200US94560,B5,G6350,S,51997357,117972,"+37.5042533","-122.0319104",52115332.6842515,,0
1438,"94568","94568",860Z200US94568,B5,G6350,S,42720490,0,"+37.7159657","-121.9011406",42720471.9435223,"94568",0.323274284114856
1439,"94555","94555",860Z200US94555,B5,G6350,S,35885287,8136,"+37.5475942","-122.0982196",35893423.6304558,,0
1440,"94538","94538",860Z200US94538,B5,G6350,S,42843746,253509,"+37.5013676","-121.9567530",43097251.6012132,,0
1441,"95119","95119",860Z200US95119,B5,G6350,S,11012497,8026,"+37.2269709","-121.7886819",11020520.0758195,"95119",0.590749355549161
1442,"92625","92625",860Z200US92625,B5,G6350,S,6625815,908602,"+33.6019660","-117.8642535",7534413.55825709,"92625",0.996121132536551
1443,"92201","92201",860Z200US92201,B5,G6350,S,41991715,20661,"+33.7094532","-116.2369675",42012378.5532918,,0
1444,"92239","92239",860Z200US92239,B5,G6350,S,1339073970,33472,"+33.7680642","-115.2169301",1339107499.51641,,0
1445,"92663","92663",860Z200US92663,B5,G6350,S,8523400,3485536,"+33.6252036","-117.9287666",12008942.3583311,,0
1446,"92661","92661",860Z200US92661,B5,G6350,S,1679631,3132323,"+33.6035935","-117.9126723",4811957.76999371,,0
1447,"94014","94014",860Z200US94014,B5,G6350,S,16555902,0,"+37.6906888","-122.4477212",16555905.365075,"94014",0.261281642933117
1448,"90303","90303",860Z200US90303,B5,G6350,S,5026333,14318,"+33.9362911","-118.3326393",5040651.71363974,,0
1449,"90822","90822",860Z200US90822,B5,G6350,S,420822,0,"+33.7784357","-118.1186480",420822.937253087,,0
1450,"94025","94025",860Z200US94025,B5,G6350,S,21666154,3133,"+37.4512520","-122.1823426",21669290.464526,"94025",0.0848531951690029
1451,"94021","94021",860Z200US94021,B5,G6350,S,28398312,0,"+37.2503449","-122.2496358",28398317.6305578,"94021",2.00000000002375
1452,"93510","93510",860Z200US93510,B5,G6350,S,207399594,35388,"+34.4509057","-118.2276141",207434997.426709,"93510",1.82936349781342
1453,"91350","91350",860Z200US91350,B5,G6350,S,41091778,61502,"+34.4305995","-118.5027738",41153287.9096787,"91350",1.93892578249714
1454,"93437","93437",860Z200US93437,B5,G6350,S,128488317,273082,"+34.7606439","-120.5088770",128761414.314232,"93437",0.0368327381165882
1455,"95993","95993",860Z200US95993,B5,G6350,S,218288633,96625,"+39.0824967","-121.6801142",218385266.133471,,0
1456,"95442","95442",860Z200US95442,B5,G6350,S,64648931,93385,"+38.3782179","-122.5164875",64742312.7087831,"95442",2.40390937414964
1457,"92655","92655",860Z200US92655,B5,G6350,S,2337583,0,"+33.7460289","-117.9876019",2337579.07680051,,0
1458,"92610","92610",860Z200US92610,B5,G6350,S,10464899,0,"+33.6833629","-117.6540797",10464898.8179135,"92610",1.91425122849761
1459,"92868","92868",860Z200US92868,B5,G6350,S,8907948,0,"+33.7879671","-117.8763428",8907950.93513757,,0
1460,"94720","94720",860Z200US94720,B5,G6350,S,1824691,0,"+37.8719571","-122.2521978",1824690.15645355,"94720",2.16807556123147
1461,"90502","90502",860Z200US90502,B5,G6350,S,5799107,33313,"+33.8331813","-118.2920619",5832416.93113817,,0
1462,"94561","94561",860Z200US94561,B5,G6350,S,44908500,1142486,"+37.9934851","-121.6912187",46050977.9160877,,0
1463,"91203","91203",860Z200US91203,B5,G6350,S,2273702,29918,"+34.1533375","-118.2629738",2303616.48645194,,0
1464,"94511","94511",860Z200US94511,B5,G6350,S,13601917,1508957,"+38.0281297","-121.6298509",15110871.4478566,,0
1465,"94536","94536",860Z200US94536,B5,G6350,S,36459297,11692,"+37.5705083","-121.9812503",36470998.6436067,"94536",0.00616273176616177
1466,"94702","94702",860Z200US94702,B5,G6350,S,3320290,0,"+37.8663209","-122.2863481",3320285.11350405,,0
1467,"95148","95148",860Z200US95148,B5,G6350,S,20415777,246839,"+37.3334292","-121.7816683",20662609.1857787,"95148",0.595467453673595
1468,"92662","92662",860Z200US92662,B5,G6350,S,539404,498444,"+33.6050860","-117.8923185",1037843.03759844,,0
1469,"94949","94949",860Z200US94949,B5,G6350,S,34691178,3656095,"+38.0600944","-122.5064097",38347281.8592125,"94949",0.544065196347555
1470,"92369","92369",860Z200US92369,B5,G6350,S,963202,0,"+34.1394113","-117.2196639",963201.755095116,,0
1471,"95613","95613",860Z200US95613,B5,G6350,S,2927402,0,"+38.8126298","-120.8917116",2927402.19219437,"95613",2.4893726394788
1472,"94188","94188",860Z200US94188,B5,G6350,S,225627,0,"+37.7407097","-122.3809213",225627.011816557,,0
1473,"95073","95073",860Z200US95073,B5,G6350,S,59310300,0,"+37.0406799","-121.9317399",59310293.7056166,"95073",1.70915696030291
1474,"91352","91352",860Z200US91352,B5,G6350,S,30382603,141310,"+34.2308542","-118.3658560",30523915.0608724,"91352",1.17155060668056
1475,"94901","94901",860Z200US94901,B5,G6350,S,33934600,8746348,"+37.9807090","-122.5006058",42680953.079286,"94901",0.0915761379923703
1476,"92804","92804",860Z200US92804,B5,G6350,S,18453478,0,"+33.8180099","-117.9751929",18453482.3597493,,0
1477,"91326","91326",860Z200US91326,B5,G6350,S,20977690,21964,"+34.2817747","-118.5556973",20999650.5558993,"91326",1.65143295509089
1478,"94946","94946",860Z200US94946,B5,G6350,S,96404415,3550606,"+38.0747338","-122.6952645",99955023.9990793,"94946",1.79545886392166
1479,"95019","95019",860Z200US95019,B5,G6350,S,2840834,0,"+36.9358526","-121.7844761",2840832.73378109,,0
1480,"94904","94904",860Z200US94904,B5,G6350,S,12812394,261283,"+37.9472249","-122.5517753",13073675.4382647,"94904",0.86001619575728
1481,"90037","90037",860Z200US90037,B5,G6350,S,7478860,0,"+34.0026603","-118.2875072",7478863.83027663,,0
1482,"93230","93230",860Z200US93230,B5,G6350,S,668379792,189281,"+36.2922297","-119.6226759",668569102.276659,,0
1483,"96134","96134",860Z200US96134,B5,G6350,S,853682059,54150925,"+41.8353646","-121.4449904",907833088.465274,"96134",0.310101632729308
1484,"95485","95485",860Z200US95485,B5,G6350,S,225288493,2223421,"+39.2084696","-122.9257200",227511927.482945,"95485",1.41598497737
1485,"95971","95971",860Z200US95971,B5,G6350,S,390677746,862981,"+39.9292284","-120.9244308",391540761.81846,"95971",0.803447678449465
1486,"93647","93647",860Z200US93647,B5,G6350,S,241195050,15560,"+36.6007599","-119.1754848",241210628.773958,"93647",1.71553673285454
1487,"91731","91731",860Z200US91731,B5,G6350,S,9830226,165366,"+34.0785730","-118.0434556",9995595.33873255,,0
1488,"90005","90005",860Z200US90005,B5,G6350,S,3055752,0,"+34.0593736","-118.3089617",3055754.72206973,,0
1489,"94577","94577",860Z200US94577,B5,G6350,S,21018150,1843213,"+37.7166592","-122.1692742",22861383.6646046,"94577",0.124963632051106
1490,"95345","95345",860Z200US95345,B5,G6350,S,98479634,177192,"+37.5908935","-119.9634598",98656832.8221011,"95345",1.06077371308093
1491,"93110","93110",860Z200US93110,B5,G6350,S,20938086,316499,"+34.4395004","-119.7678272",21254593.1545281,"93110",0.676908773408551
1492,"96091","96091",860Z200US96091,B5,G6350,S,1101924204,2742551,"+41.0438733","-122.8007908",1104666801.09872,"96091",0.73148305445175
1493,"95325","95325",860Z200US95325,B5,G6350,S,77075259,82198,"+37.4808035","-120.2448623",77157463.1894067,"95325",2.01713654318446
1494,"90650","90650",860Z200US90650,B5,G6350,S,25647340,98406,"+33.9077898","-118.0824874",25745757.9733699,,0
1495,"96093","96093",860Z200US96093,B5,G6350,S,257964090,79985,"+40.7654778","-122.9414279",258044096.437608,"96093",1.24094358855615
1496,"93262","93262",860Z200US93262,B5,G6350,S,679700716,1959988,"+36.4369886","-118.6715330",681660710.780485,"93262",0.00688766196304897
1497,"93237","93237",860Z200US93237,B5,G6350,S,11728544,0,"+36.4744993","-118.9042680",11728543.6903045,"93237",1.69981757516473
1498,"94580","94580",860Z200US94580,B5,G6350,S,8604836,0,"+37.6780011","-122.1333673",8604834.21423371,,0
1499,"93644","93644",860Z200US93644,B5,G6350,S,303348779,177139,"+37.4180183","-119.5925671",303525925.495355,"93644",0.804840204619421
1500,"95386","95386",860Z200US95386,B5,G6350,S,245230364,9502001,"+37.6672896","-120.6220922",254732389.312743,"95386",0.886670229547665
1501,"96006","96006",860Z200US96006,B5,G6350,S,522708337,1285012,"+41.1335320","-120.8425657",523993397.79687,"96006",0.699651204647831
1502,"95315","95315",860Z200US95315,B5,G6350,S,49059835,266666,"+37.4227914","-120.7743537",49326506.1802207,,0
1503,"95685","95685",860Z200US95685,B5,G6350,S,103535494,12008,"+38.4340117","-120.7620145",103547507.236156,"95685",2.51637996224875
1504,"93614","93614",860Z200US93614,B5,G6350,S,332721235,699570,"+37.2175705","-119.7310690",333420830.440902,"93614",2.28750922553066
1505,"91801","91801",860Z200US91801,B5,G6350,S,11199185,0,"+34.0909238","-118.1277610",11199193.0133085,,0
1506,"95247","95247",860Z200US95247,B5,G6350,S,121793963,94372,"+38.1360927","-120.4439416",121888330.121887,"95247",2.32298077722071
1507,"91708","91708",860Z200US91708,B5,G6350,S,20912795,249662,"+33.9520837","-117.6397841",21162460.4298279,,0
1508,"96010","96010",860Z200US96010,B5,G6350,S,994154001,8361,"+40.9502798","-123.2351549",994162438.207323,"96010",0.0578015104515984
1509,"95601","95601",860Z200US95601,B5,G6350,S,5342873,85393,"+38.4248647","-120.8302776",5428262.35834044,"95601",2.44866341041134
1510,"94542","94542",860Z200US94542,B5,G6350,S,22406430,0,"+37.6553201","-122.0258263",22406435.6038844,"94542",0.362870825572984
1511,"91103","91103",860Z200US91103,B5,G6350,S,11886234,55781,"+34.1673607","-118.1641443",11942002.5197265,"91103",0.84026093415888
1512,"95925","95925",860Z200US95925,B5,G6350,S,91374023,5353034,"+39.4841083","-121.1926490",96727065.0384301,"95925",1.60713177004843
1513,"92624","92624",860Z200US92624,B5,G6350,S,3891585,2340792,"+33.4566486","-117.6668085",6232375.15630516,,0
1514,"96132","96132",860Z200US96132,B5,G6350,S,316286097,2657223,"+40.9000673","-120.5138823",318943350.772667,"96132",1.33771454054501
1515,"92551","92551",860Z200US92551,B5,G6350,S,15933912,420582,"+33.8827395","-117.2248780",16354494.0890297,"92551",0.0453302516388117
1516,"92276","92276",860Z200US92276,B5,G6350,S,95849201,0,"+33.8323082","-116.3864024",95849201.4037587,,0
1517,"92258","92258",860Z200US92258,B5,G6350,S,26895693,431584,"+33.9215499","-116.5595645",27327273.3830975,,0
1518,"92262","92262",860Z200US92262,B5,G6350,S,91164852,129957,"+33.8629593","-116.5566821",91294813.7344471,"92262",0.158416772236549
1519,"94589","94589",860Z200US94589,B5,G6350,S,14671848,329661,"+38.1414668","-122.2468701",15001510.5114726,"94589",1.61478910728554e-10
1520,"95412","95412",860Z200US95412,B5,G6350,S,233929082,43803,"+38.7126059","-123.3141458",233972914.28599,"95412",2.04796851251131
1521,"95430","95430",860Z200US95430,B5,G6350,S,615328,332938,"+38.4614251","-123.0471856",948266.131992433,"95430",1.50858292817073
1522,"95403","95403",860Z200US95403,B5,G6350,S,55789294,105674,"+38.5036845","-122.7540566",55894966.4219045,"95403",0.608773946315169
1523,"95401","95401",860Z200US95401,B5,G6350,S,54141841,39627,"+38.4491367","-122.7937522",54181468.8300935,"95401",0.00190877419425925
1524,"90077","90077",860Z200US90077,B5,G6350,S,18807577,350034,"+34.1080230","-118.4569641",19157608.5247871,"90077",2.99825283214758
1525,"95480","95480",860Z200US95480,B5,G6350,S,13962203,0,"+38.6846846","-123.3680508",13962207.8527062,"95480",1.70784291370428
1526,"94574","94574",860Z200US94574,B5,G6350,S,321936192,5070363,"+38.5424475","-122.4199230",327006601.853603,"94574",2.22849529693212
1527,"95407","95407",860Z200US95407,B5,G6350,S,55972248,0,"+38.3946561","-122.7459317",55972255.934527,,0
1528,"94928","94928",860Z200US94928,B5,G6350,S,20061820,0,"+38.3459304","-122.6935071",20061812.5341317,,0
1529,"94924","94924",860Z200US94924,B5,G6350,S,71101913,200459,"+37.9669044","-122.7388158",71302373.0846853,"94924",0.256903341837124
1530,"94599","94599",860Z200US94599,B5,G6350,S,20561377,17051,"+38.3994834","-122.3802382",20578425.5164168,"94599",0.756047444137145
1531,"94930","94930",860Z200US94930,B5,G6350,S,36879087,1139888,"+37.9697928","-122.6153300",38018969.8707766,"94930",1.729978994274
1532,"94956","94956",860Z200US94956,B5,G6350,S,89894897,1130139,"+38.0214541","-122.8181700",91025032.2699581,"94956",0.558631374358388
1533,"91302","91302",860Z200US91302,B5,G6350,S,71094709,116015,"+34.1225565","-118.6698213",71210728.7502673,"91302",2.8068628553168
1534,"91604","91604",860Z200US91604,B5,G6350,S,12277923,188035,"+34.1401869","-118.3946025",12465958.3929861,"91604",1.80800338033414
1535,"91356","91356",860Z200US91356,B5,G6350,S,18993226,0,"+34.1549990","-118.5475590",18993219.1513818,"91356",1.03610349234164
1536,"94945","94945",860Z200US94945,B5,G6350,S,59698882,1994092,"+38.1226869","-122.5531417",61692976.3653138,"94945",0.313908185069479
1537,"94507","94507",860Z200US94507,B5,G6350,S,29003158,0,"+37.8542897","-122.0065987",29003155.6192198,"94507",1.17611924859171
1538,"91745","91745",860Z200US91745,B5,G6350,S,33541042,60949,"+33.9990053","-117.9721463",33601986.0195271,"91745",1.26803230602903
1539,"91767","91767",860Z200US91767,B5,G6350,S,14723448,12302,"+34.0830858","-117.7379975",14735757.4197322,,0
1540,"91789","91789",860Z200US91789,B5,G6350,S,41095406,131542,"+34.0181949","-117.8548209",41226952.4435117,"91789",0.337247489619206
1541,"91792","91792",860Z200US91792,B5,G6350,S,9949691,1425,"+34.0225813","-117.9023585",9951116.44124601,"91792",0.167170762705248
1542,"94517","94517",860Z200US94517,B5,G6350,S,123607238,5020,"+37.8910774","-121.8930556",123612262.958726,"94517",2.67048108038903
1543,"91723","91723",860Z200US91723,B5,G6350,S,6042510,25606,"+34.0847467","-117.8868443",6068117.47700185,,0
1544,"94526","94526",860Z200US94526,B5,G6350,S,34111007,0,"+37.8147341","-121.9845253",34110991.0728082,"94526",0.011776992168569
1545,"94960","94960",860Z200US94960,B5,G6350,S,15227189,0,"+37.9970232","-122.5783384",15227180.1672665,"94960",0.561123956178779
1546,"90094","90094",860Z200US90094,B5,G6350,S,1850548,7324,"+33.9753066","-118.4187082",1857872.54862363,"90094",0.226968090469112
1547,"94704","94704",860Z200US94704,B5,G6350,S,2203048,0,"+37.8664171","-122.2609222",2203049.79460856,"94704",0.500911514572799
1548,"91201","91201",860Z200US91201,B5,G6350,S,6172355,26905,"+34.1705102","-118.2894632",6199245.69369606,"91201",0.292653063881269
1549,"91204","91204",860Z200US91204,B5,G6350,S,2704483,0,"+34.1355570","-118.2609400",2704480.37728736,,0
1550,"91016","91016",860Z200US91016,B5,G6350,S,21957683,125531,"+34.1527996","-118.0004821",22083207.0568094,"91016",1.28867743430189
1551,"91006","91006",860Z200US91006,B5,G6350,S,16652749,488299,"+34.1351590","-118.0266852",17141045.340391,"91006",0.531007703618989
1552,"91007","91007",860Z200US91007,B5,G6350,S,14258935,13098,"+34.1282838","-118.0477319",14272045.6543332,,0
1553,"94539","94539",860Z200US94539,B5,G6350,S,64943552,0,"+37.5162924","-121.9118907",64943547.9855916,"94539",0.215881697304558
1554,"95124","95124",860Z200US95124,B5,G6350,S,17064019,0,"+37.2568308","-121.9228146",17064010.4985197,"95124",0.0110731961142895
1555,"95116","95116",860Z200US95116,B5,G6350,S,9229873,0,"+37.3504713","-121.8525538",9229875.35938631,,0
1556,"95110","95110",860Z200US95110,B5,G6350,S,11773368,0,"+37.3465721","-121.9097466",11773364.7373615,,0
1557,"95122","95122",860Z200US95122,B5,G6350,S,12385325,0,"+37.3292242","-121.8348212",12385325.0794002,,0
1558,"95138","95138",860Z200US95138,B5,G6350,S,67431830,6794,"+37.2456123","-121.7488651",67438620.116712,"95138",1.41085750821342
1559,"95129","95129",860Z200US95129,B5,G6350,S,11818431,0,"+37.3059580","-122.0007203",11818423.5596133,,0
1560,"95054","95054",860Z200US95054,B5,G6350,S,16635959,0,"+37.3930996","-121.9647964",16635944.6196513,,0
1561,"94022","94022",860Z200US94022,B5,G6350,S,45814093,0,"+37.3553597","-122.1449354",45814082.1729607,"94022",0.493597149240188
1562,"94028","94028",860Z200US94028,B5,G6350,S,44861208,228146,"+37.3748829","-122.2126745",45089356.0675686,"94028",0.44914345670778
1563,"92612","92612",860Z200US92612,B5,G6350,S,16564109,318616,"+33.6600180","-117.8244280",16882736.235054,"92612",0.443002124172895
1564,"94129","94129",860Z200US94129,B5,G6350,S,6108769,14697,"+37.7973402","-122.4644664",6123463.69978138,,0
1565,"92706","92706",860Z200US92706,B5,G6350,S,9169091,0,"+33.7660024","-117.8816932",9169082.71535688,,0
1566,"92627","92627",860Z200US92627,B5,G6350,S,16570421,9666,"+33.6481119","-117.9212030",16580083.2117738,,0
1567,"90703","90703",860Z200US90703,B5,G6350,S,22658218,340320,"+33.8677450","-118.0694710",22998549.5651291,,0
1568,"94080","94080",860Z200US94080,B5,G6350,S,26361951,3291438,"+37.6551745","-122.4183842",29653381.4241606,"94080",0.0691600906110254
1569,"90840","90840",860Z200US90840,B5,G6350,S,109705,0,"+33.7845657","-118.1213125",109704.594454628,,0
1570,"94063","94063",860Z200US94063,B5,G6350,S,16839936,1706917,"+37.4933060","-122.1956057",18546851.1789798,,0
1571,"94065","94065",860Z200US94065,B5,G6350,S,5940452,2055520,"+37.5334175","-122.2495576",7995976.60329515,,0
1572,"94020","94020",860Z200US94020,B5,G6350,S,108702949,57096,"+37.2689766","-122.2215450",108760050.356024,"94020",2.00443620393563
1573,"94027","94027",860Z200US94027,B5,G6350,S,13019332,82320,"+37.4570721","-122.2010583",13101653.7976659,"94027",9.5035577286037e-06
1574,"94038","94038",860Z200US94038,B5,G6350,S,15378223,6259,"+37.5357201","-122.4736760",15384487.0347863,"94038",0.614310730122025
1575,"93534","93534",860Z200US93534,B5,G6350,S,49097633,929505,"+34.7176596","-118.1523203",50027141.8972733,,0
1576,"92222","92222",860Z200US92222,B5,G6350,S,7146427,0,"+32.7834493","-114.5495304",7146428.59110611,,0
1577,"91042","91042",860Z200US91042,B5,G6350,S,128977026,40742,"+34.3155031","-118.2648469",129017769.538262,"91042",0.341228750531169
1578,"91354","91354",860Z200US91354,B5,G6350,S,18977357,2015,"+34.4584223","-118.5541396",18979371.4087033,"91354",1.67722340164484
1579,"91040","91040",860Z200US91040,B5,G6350,S,21548830,63248,"+34.2576958","-118.3384551",21612074.1300928,"91040",2.59408558045332
1580,"95982","95982",860Z200US95982,B5,G6350,S,110267838,105614,"+39.1732309","-121.8056730",110373455.515239,,0
1581,"95431","95431",860Z200US95431,B5,G6350,S,311898,0,"+38.3490690","-122.5161756",311899.814800532,"95431",0.158204485593818
1582,"92647","92647",860Z200US92647,B5,G6350,S,19518593,46609,"+33.7232276","-118.0086922",19565195.8672657,,0
1583,"91364","91364",860Z200US91364,B5,G6350,S,19526999,0,"+34.1548025","-118.5948161",19527005.5300111,"91364",1.14825031476078
1584,"94940","94940",860Z200US94940,B5,G6350,S,67868924,12173701,"+38.2039708","-122.8914816",80042641.0972865,"94940",1.44276763450922
1585,"94582","94582",860Z200US94582,B5,G6350,S,34735230,41682,"+37.7653469","-121.9154316",34776905.5619297,"94582",0.486445910483875
1586,"94597","94597",860Z200US94597,B5,G6350,S,10496734,0,"+37.9176973","-122.0718180",10496725.8588435,"94597",0.00614220224976002
1587,"94605","94605",860Z200US94605,B5,G6350,S,22868769,145283,"+37.7614085","-122.1501983",23014055.7497439,"94605",1.89154735209764
1588,"91744","91744",860Z200US91744,B5,G6350,S,22511863,3452,"+34.0313002","-117.9367767",22515313.5098305,,0
1589,"94547","94547",860Z200US94547,B5,G6350,S,14686209,6908,"+38.0065856","-122.2571600",14693124.0241788,"94547",0.0643083626365482
1590,"94506","94506",860Z200US94506,B5,G6350,S,48317961,31771,"+37.8064262","-121.9024245",48349728.1026215,"94506",1.54994340057237
