fid,ZCTA5CE20,GEOID20,GEOIDFQ20,CLASSFP20,MTFCC20,FUNCSTAT20,ALAND20,AWATER20,INTPTLAT20,INTPTLON20,zip_area,GEOID20_2,FHSZ_avg_rating
1,"94587","94587",860Z200US94587,B5,G6350,S,50844436,2902181,"+37.5900083","-122.0751870",53746614.7631371,"94587",0.000202603931380817
2,"95126","95126",860Z200US95126,B5,G6350,S,8614589,0,"+37.3269219","-121.9167787",8614584.9224924,,0
3,"90602","90602",860Z200US90602,B5,G6350,S,9717095,5673,"+33.9742425","-118.0223302",9722759.91722388,"90602",1.41968055147331
4,"95130","95130",860Z200US95130,B5,G6350,S,3726998,0,"+37.2776760","-121.9862380",3726998.55107916,,0
5,"95035","95035",860Z200US95035,B5,G6350,S,58099918,119350,"+37.4403973","-121.8746930",58219249.7720616,"95035",0.637139904095052
6,"92657","92657",860Z200US92657,B5,G6350,S,21494836,1549909,"+33.5950576","-117.8291306",23044741.1816262,"92657",2.58349014117973
7,"92704","92704",860Z200US92704,B5,G6350,S,19184264,62530,"+33.7211311","-117.9051096",19246779.0490871,,0
8,"92701","92701",860Z200US92701,B5,G6350,S,8351657,0,"+33.7486219","-117.8587143",8351659.34478586,,0
9,"92697","92697",860Z200US92697,B5,G6350,S,421086,62414,"+33.6497270","-117.8490847",483502.26546553,,0
10,"92602","92602",860Z200US92602,B5,G6350,S,39127973,237832,"+33.7364976","-117.7349328",39365819.5836979,"92602",1.87620244005838
11,"90249","90249",860Z200US90249,B5,G6350,S,7696621,88656,"+33.9013900","-118.3156967",7785278.76842262,,0
12,"94085","94085",860Z200US94085,B5,G6350,S,9097788,0,"+37.3886171","-122.0179326",9097792.79581646,,0
13,"94128","94128",860Z200US94128,B5,G6350,S,8687482,0,"+37.6219551","-122.3837971",8687482.4311106,,0
14,"90746","90746",860Z200US90746,B5,G6350,S,14982262,137288,"+33.8592309","-118.2523119",15119550.8727602,,0
15,"90505","90505",860Z200US90505,B5,G6350,S,15155933,29696,"+33.8078823","-118.3479566",15185616.6059797,"90505",0.0327084666478264
16,"94061","94061",860Z200US94061,B5,G6350,S,10000098,4125,"+37.4611469","-122.2369482",10004225.0678056,"94061",0.359193902380158
17,"94403","94403",860Z200US94403,B5,G6350,S,14588594,404164,"+37.5384494","-122.3054470",14992754.5622324,"94403",9.7781363909918e-08
18,"94018","94018",860Z200US94018,B5,G6350,S,1499652,0,"+37.5059971","-122.4733175",1499653.20525507,"94018",0.166058155316465
19,"94401","94401",860Z200US94401,B5,G6350,S,8056553,3615,"+37.5751719","-122.3198815",8060165.50759142,,0
20,"93535","93535",860Z200US93535,B5,G6350,S,618967557,216502,"+34.6983916","-117.8899453",619184091.211462,,0
21,"95625","95625",860Z200US95625,B5,G6350,S,2385482,0,"+38.3573109","-121.9086393",2385481.53748734,,0
22,"95676","95676",860Z200US95676,B5,G6350,S,3271386,7574,"+38.8743299","-121.7138440",3278958.78450533,,0
23,"92683","92683",860Z200US92683,B5,G6350,S,25178176,0,"+33.7524276","-117.9938698",25178166.5970561,,0
24,"92646","92646",860Z200US92646,B5,G6350,S,20850754,711094,"+33.6610291","-117.9679484",21561837.1838271,,0
25,"95010","95010",860Z200US95010,B5,G6350,S,3581425,213680,"+36.9763550","-121.9547232",3795107.78474176,,0
26,"94973","94973",860Z200US94973,B5,G6350,S,10231785,0,"+38.0125906","-122.6394000",10231786.4551049,"94973",1.9413828976886
27,"91343","91343",860Z200US91343,B5,G6350,S,15340898,28358,"+34.2388019","-118.4822956",15369260.7913939,,0
28,"94963","94963",860Z200US94963,B5,G6350,S,4135301,0,"+38.0076100","-122.6647483",4135301.21345695,"94963",2.00835627571934
29,"91601","91601",860Z200US91601,B5,G6350,S,6828749,498,"+34.1682530","-118.3722855",6829246.09206441,,0
30,"92630","92630",860Z200US92630,B5,G6350,S,27292347,202929,"+33.6449291","-117.6843122",27495276.6580072,"92630",0.0796300538802127
31,"95619","95619",860Z200US95619,B5,G6350,S,15374248,102128,"+38.6806051","-120.8142611",15476375.1976823,"95619",2.30570079757421
32,"92505","92505",860Z200US92505,B5,G6350,S,26356959,0,"+33.9266658","-117.4928043",26356957.9017489,"92505",0.528721855232768
33,"92571","92571",860Z200US92571,B5,G6350,S,101292581,8058009,"+33.8421292","-117.1949824",109350589.24276,"92571",1.09565239651632
34,"92656","92656",860Z200US92656,B5,G6350,S,20715604,0,"+33.5752015","-117.7303522",20715602.8376271,"92656",1.16300166761575
35,"92629","92629",860Z200US92629,B5,G6350,S,13103803,3032515,"+33.4750606","-117.7056302",16136321.8256493,"92629",0.142261793248759
36,"92521","92521",860Z200US92521,B5,G6350,S,1851917,9272,"+33.9671399","-117.3263716",1861186.94212527,"92521",1.15270374176488
37,"92582","92582",860Z200US92582,B5,G6350,S,47688512,59055,"+33.8076069","-117.0151631",47747563.6894639,"92582",0.394321889177654
38,"90039","90039",860Z200US90039,B5,G6350,S,9426953,476421,"+34.1118846","-118.2610325",9903360.01713074,"90039",1.29373750380817
39,"90027","90027",860Z200US90027,B5,G6350,S,21042927,269098,"+34.1276025","-118.2963810",21312034.3142731,"90027",2.29084289167705
40,"94535","94535",860Z200US94535,B5,G6350,S,24870033,186948,"+38.2709367","-121.9370172",25056977.2813462,,0
41,"94923","94923",860Z200US94923,B5,G6350,S,50049962,9150469,"+38.3394148","-123.0345254",59200432.7449614,"94923",0.938248638588067
42,"90095","90095",860Z200US90095,B5,G6350,S,1035082,0,"+34.0711826","-118.4434044",1035082.63706847,"90095",0.00325181244678415
43,"95404","95404",860Z200US95404,B5,G6350,S,195260032,44762,"+38.5257333","-122.6904432",195304794.795547,"95404",1.84854957067442
44,"94972","94972",860Z200US94972,B5,G6350,S,11813394,0,"+38.3366418","-122.9393071",11813393.1650708,"94972",1.00000000000717
45,"94938","94938",860Z200US94938,B5,G6350,S,24559489,0,"+38.0302365","-122.7295132",24559488.9353394,"94938",0.737422357223415
46,"94521","94521",860Z200US94521,B5,G6350,S,25078322,0,"+37.9529096","-121.9696955",25078315.4730952,"94521",0.209723434884399
47,"94621","94621",860Z200US94621,B5,G6350,S,22050268,4656859,"+37.7511299","-122.2101780",26707124.9526631,,0
48,"94612","94612",860Z200US94612,B5,G6350,S,2481827,602434,"+37.8077089","-122.2668574",3084258.32853017,,0
49,"94531","94531",860Z200US94531,B5,G6350,S,36331690,0,"+37.9566481","-121.7777900",36331690.7898184,"94531",0.346360680812874
50,"94806","94806",860Z200US94806,B5,G6350,S,20336072,58751,"+37.9784270","-122.3364179",20394819.739602,"94806",0.062878504258613
51,"91791","91791",860Z200US91791,B5,G6350,S,17201726,53301,"+34.0616241","-117.8922352",17255038.7189189,"91791",0.708751922890257
52,"94805","94805",860Z200US94805,B5,G6350,S,4830983,0,"+37.9422094","-122.3235455",4830984.54752816,"94805",0.489919566402823
53,"94549","94549",860Z200US94549,B5,G6350,S,51399963,431202,"+37.9011371","-122.1190811",51831171.7415912,"94549",1.52534825929512
54,"94710","94710",860Z200US94710,B5,G6350,S,5594275,5864364,"+37.8639140","-122.3064650",11458638.0674585,,0
55,"92865","92865",860Z200US92865,B5,G6350,S,9915770,1295,"+33.8263928","-117.8513073",9917065.37691792,,0
56,"92802","92802",860Z200US92802,B5,G6350,S,11791781,0,"+33.8083143","-117.9236894",11791783.4730564,,0
57,"92844","92844",860Z200US92844,B5,G6350,S,5437594,0,"+33.7655987","-117.9695064",5437587.91724651,,0
58,"94804","94804",860Z200US94804,B5,G6350,S,16816780,7263599,"+37.9154627","-122.3378152",24080376.3278188,,0
59,"94516","94516",860Z200US94516,B5,G6350,S,9356511,0,"+37.8274954","-122.1663001",9356508.4837963,"94516",2.69491178832923
60,"91020","91020",860Z200US91020,B5,G6350,S,1860873,0,"+34.2113702","-118.2306878",1860872.76443879,"91020",0.0350801962520488
61,"94706","94706",860Z200US94706,B5,G6350,S,3792610,0,"+37.8896978","-122.2958583",3792605.0136001,,0
62,"91506","91506",860Z200US91506,B5,G6350,S,6276224,196,"+34.1697056","-118.3235483",6276418.34019372,,0
63,"90056","90056",860Z200US90056,B5,G6350,S,5847234,0,"+33.9935808","-118.3688386",5847232.23353421,"90056",1.36561033254267
64,"94545","94545",860Z200US94545,B5,G6350,S,37502645,4307855,"+37.6297614","-122.1242376",41810494.7285712,,0
65,"95128","95128",860Z200US95128,B5,G6350,S,10180639,0,"+37.3158842","-121.9364309",10180640.3223322,,0
66,"95125","95125",860Z200US95125,B5,G6350,S,18867187,0,"+37.2955986","-121.8940712",18867201.1937516,,0
67,"95118","95118",860Z200US95118,B5,G6350,S,10530686,158166,"+37.2553638","-121.8919118",10688849.934248,,0
68,"91755","91755",860Z200US91755,B5,G6350,S,8159701,130227,"+34.0509646","-118.1143942",8289923.85847184,,0
69,"91108","91108",860Z200US91108,B5,G6350,S,9813448,18177,"+34.1223718","-118.1142336",9831629.08092025,,0
70,"93526","93526",860Z200US93526,B5,G6350,S,138612139,73882,"+36.8571250","-118.2581451",138686030.953659,"93526",0.661369843431657
71,"95811","95811",860Z200US95811,B5,G6350,S,5999138,311590,"+38.5937915","-121.4821584",6310729.74492478,,0
72,"96115","96115",860Z200US96115,B5,G6350,S,289952170,117659277,"+41.6914710","-120.0793214",407611526.739651,"96115",0.163508450875152
73,"93202","93202",860Z200US93202,B5,G6350,S,3979591,0,"+36.3186861","-119.7075200",3979590.71924796,,0
74,"95934","95934",860Z200US95934,B5,G6350,S,55793786,1618418,"+40.0600999","-120.9079574",57412218.8264165,"95934",1.13356714272811
75,"93701","93701",860Z200US93701,B5,G6350,S,3939126,0,"+36.7496010","-119.7878098",3939127.12247016,,0
76,"93905","93905",860Z200US93905,B5,G6350,S,23931170,93277,"+36.6850680","-121.6059918",24024445.9224037,,0
77,"96085","96085",860Z200US96085,B5,G6350,S,143231299,206247,"+41.7408179","-123.0773307",143437544.158297,"96085",0.592695617139307
78,"95595","95595",860Z200US95595,B5,G6350,S,1431651802,126770,"+40.0875652","-123.1534981",1431778709.30005,"95595",0.896798408961558
79,"95224","95224",860Z200US95224,B5,G6350,S,29846961,93401,"+38.2313239","-120.3226879",29940356.7305697,"95224",1.75404861469519
80,"93305","93305",860Z200US93305,B5,G6350,S,14984608,0,"+35.3898752","-118.9851805",14984592.2690642,,0
81,"90404","90404",860Z200US90404,B5,G6350,S,5104890,0,"+34.0266494","-118.4738350",5104885.02158991,,0
82,"95524","95524",860Z200US95524,B5,G6350,S,21035164,10550,"+40.8208354","-124.0500216",21045714.4578001,"95524",0.752319104190929
83,"95043","95043",860Z200US95043,B5,G6350,S,1981368809,3082323,"+36.5181773","-120.9829127",1984451360.90225,"95043",2.38265763606222
84,"93930","93930",860Z200US93930,B5,G6350,S,889020921,15566129,"+36.1997980","-121.0823084",904587130.582136,"93930",2.0073778655972
85,"96038","96038",860Z200US96038,B5,G6350,S,47325263,62838,"+41.6071001","-122.5457146",47388107.4267621,"96038",1.74220033967424
86,"95568","95568",860Z200US95568,B5,G6350,S,251236020,2751586,"+41.4848574","-123.4914867",253987617.711596,"95568",0.0724366871784492
87,"93530","93530",860Z200US93530,B5,G6350,S,2987188,393370,"+36.4938575","-117.8903888",3380559.65035587,"93530",0.677608128054302
88,"96161","96161",860Z200US96161,B5,G6350,S,680238466,9131164,"+39.3477145","-120.2247104",689369677.422137,"96161",1.33898485115145
89,"91701","91701",860Z200US91701,B5,G6350,S,19144370,0,"+34.1378277","-117.6003013",19144386.8022178,"91701",0.312604453053856
90,"93227","93227",860Z200US93227,B5,G6350,S,243050,0,"+36.3444448","-119.4185620",243049.210127207,,0
91,"95564","95564",860Z200US95564,B5,G6350,S,8669498,3968930,"+40.7908802","-124.2047484",12638430.0491143,,0
92,"95929","95929",860Z200US95929,B5,G6350,S,20287,0,"+39.7257874","-121.8502129",20286.402508691,,0
93,"96025","96025",860Z200US96025,B5,G6350,S,268053945,886506,"+41.2001359","-122.3190450",268940469.124707,"96025",1.67834112471478
94,"93441","93441",860Z200US93441,B5,G6350,S,100020231,85707,"+34.7331259","-120.0949687",100105935.924977,"93441",1.96466895441832
95,"92831","92831",860Z200US92831,B5,G6350,S,15407584,0,"+33.8795102","-117.8960355",15407584.7850509,,0
96,"93625","93625",860Z200US93625,B5,G6350,S,62094590,0,"+36.6242284","-119.6717509",62094583.3492306,,0
97,"92880","92880",860Z200US92880,B5,G6350,S,67796538,1439983,"+33.9253898","-117.6072536",69236527.415254,"92880",0.619242398198895
98,"93907","93907",860Z200US93907,B5,G6350,S,141221718,753484,"+36.7667808","-121.6667222",141975204.119434,"93907",0.716114223099912
99,"93616","93616",860Z200US93616,B5,G6350,S,35683237,0,"+36.6546796","-119.5943326",35683246.50699,,0
100,"92336","92336",860Z200US92336,B5,G6350,S,51497989,0,"+34.1368622","-117.4603364",51497987.9042799,"92336",0.489386751436445
101,"92376","92376",860Z200US92376,B5,G6350,S,34509641,0,"+34.1105366","-117.3800214",34509641.6521473,,0
102,"93257","93257",860Z200US93257,B5,G6350,S,981271682,10922678,"+35.9808583","-118.8893149",992194392.599004,"93257",0.842326585018789
103,"95363","95363",860Z200US95363,B5,G6350,S,1238819328,1473476,"+37.3738877","-121.2514534",1240292900.8975,"95363",2.44134625692085
104,"93280","93280",860Z200US93280,B5,G6350,S,818381366,98499,"+35.6522418","-119.4463996",818479892.487689,,0
105,"92411","92411",860Z200US92411,B5,G6350,S,12185471,436199,"+34.1228089","-117.3258080",12621672.6047412,,0
106,"93033","93033",860Z200US93033,B5,G6350,S,83385907,361548,"+34.1600933","-119.1358009",83747447.4517899,"93033",0.313890351843957
107,"95327","95327",860Z200US95327,B5,G6350,S,411206233,34587648,"+37.8475300","-120.4865572",445793903.335507,"95327",1.88867345349515
108,"92313","92313",860Z200US92313,B5,G6350,S,9363302,19737,"+34.0313174","-117.3149894",9383042.07260764,"92313",0.930770499991818
109,"92509","92509",860Z200US92509,B5,G6350,S,79569221,1842355,"+34.0032665","-117.4420038",81411579.2657609,"92509",0.722955315926672
110,"95337","95337",860Z200US95337,B5,G6350,S,117650992,1972952,"+37.7430395","-121.2383805",119623956.675774,,0
111,"93012","93012",860Z200US93012,B5,G6350,S,129856111,723082,"+34.2033938","-118.9914418",130579192.137613,"93012",1.72068912847382
112,"93619","93619",860Z200US93619,B5,G6350,S,483077198,257176,"+36.9141762","-119.5939790",483334416.293202,"93619",1.24176011009605
113,"93205","93205",860Z200US93205,B5,G6350,S,60106349,47323,"+35.5734164","-118.4864408",60153667.6732651,"93205",0.719290977541228
114,"93518","93518",860Z200US93518,B5,G6350,S,839955682,221945,"+35.3851106","-118.4911682",840177714.723017,"93518",2.14960582021755
115,"93519","93519",860Z200US93519,B5,G6350,S,355622181,648704,"+35.3142046","-117.9607284",356270926.405675,"93519",0.13812729473075
116,"95841","95841",860Z200US95841,B5,G6350,S,10095116,0,"+38.6602725","-121.3481643",10095117.8637546,,0
117,"93609","93609",860Z200US93609,B5,G6350,S,157921920,0,"+36.5261658","-119.8638914",157921922.864734,,0
118,"92140","92140",860Z200US92140,B5,G6350,S,1386034,32140,"+32.7412792","-117.1977143",1418178.67577945,,0
119,"95131","95131",860Z200US95131,B5,G6350,S,14958351,0,"+37.3872675","-121.8979476",14958351.5857137,,0
120,"95127","95127",860Z200US95127,B5,G6350,S,49290233,99400,"+37.3716706","-121.7870966",49389639.150902,"95127",1.27058735991434
121,"95117","95117",860Z200US95117,B5,G6350,S,6009496,0,"+37.3100724","-121.9621838",6009495.28284604,,0
122,"95002","95002",860Z200US95002,B5,G6350,S,24808473,291946,"+37.4386721","-122.0115824",25100419.2429725,,0
123,"95050","95050",860Z200US95050,B5,G6350,S,14129263,0,"+37.3504312","-121.9524053",14129278.4774446,,0
124,"95020","95020",860Z200US95020,B5,G6350,S,393120152,2329286,"+37.0162105","-121.5594182",395449453.180788,"95020",1.61890162797756
125,"92254","92254",860Z200US92254,B5,G6350,S,124165261,13989,"+33.5438371","-115.9982749",124179247.832633,,0
126,"90304","90304",860Z200US90304,B5,G6350,S,4246478,0,"+33.9373602","-118.3587951",4246472.15332206,,0
127,"90704","90704",860Z200US90704,B5,G6350,S,197068550,567992732,"+33.3993247","-118.4353285",765061332.73176,"90704",0.757002871582793
128,"90506","90506",860Z200US90506,B5,G6350,S,403869,15634,"+33.8846956","-118.3299980",419503.697453222,,0
129,"94002","94002",860Z200US94002,B5,G6350,S,14567026,23653,"+37.5134466","-122.2968238",14590672.9725876,"94002",0.839626456898219
130,"94402","94402",860Z200US94402,B5,G6350,S,13080580,0,"+37.5401025","-122.3301030",13080577.1161751,"94402",0.977857831416141
131,"91301","91301",860Z200US91301,B5,G6350,S,85773200,305368,"+34.1232861","-118.7585413",86078561.9539935,"91301",2.73159947916687
132,"93532","93532",860Z200US93532,B5,G6350,S,316062039,1089641,"+34.6898481","-118.5336886",317151714.22859,"93532",0.988687725288462
133,"91381","91381",860Z200US91381,B5,G6350,S,102401426,11451,"+34.3732214","-118.6079714",102412910.802005,"91381",2.7939659137405
134,"92649","92649",860Z200US92649,B5,G6350,S,14610168,2023087,"+33.7202415","-118.0453833",16633242.8120896,,0
135,"92843","92843",860Z200US92843,B5,G6350,S,10256580,0,"+33.7639633","-117.9315377",10256583.6985815,,0
136,"92708","92708",860Z200US92708,B5,G6350,S,23575286,33638,"+33.7105823","-117.9511290",23608924.8951718,,0
137,"91790","91790",860Z200US91790,B5,G6350,S,14906720,69778,"+34.0669637","-117.9370069",14976503.4305754,,0
138,"95076","95076",860Z200US95076,B5,G6350,S,349890940,2573370,"+36.9457806","-121.7560577",352464320.657497,"95076",1.13209088923321
139,"90716","90716",860Z200US90716,B5,G6350,S,2386068,0,"+33.8304734","-118.0729587",2386067.00050319,,0
140,"91605","91605",860Z200US91605,B5,G6350,S,13908248,39061,"+34.2073412","-118.4009730",13947305.0985841,,0
141,"95018","95018",860Z200US95018,B5,G6350,S,45182530,692736,"+37.0838741","-122.0598984",45875261.456953,"95018",1.83452245938003
142,"95066","95066",860Z200US95066,B5,G6350,S,48495941,0,"+37.0671978","-122.0145209",48495939.9593503,"95066",1.43813917406621
143,"91402","91402",860Z200US91402,B5,G6350,S,9650544,83739,"+34.2225061","-118.4446893",9734280.74909751,,0
144,"90058","90058",860Z200US90058,B5,G6350,S,14986630,442625,"+34.0028436","-118.2163997",15429252.4945437,,0
145,"90001","90001",860Z200US90001,B5,G6350,S,8495419,0,"+33.9736648","-118.2490388",8495424.02517657,,0
146,"90002","90002",860Z200US90002,B5,G6350,S,7750658,0,"+33.9489868","-118.2467796",7750663.00082389,,0
147,"95501","95501",860Z200US95501,B5,G6350,S,19007483,11393659,"+40.8020101","-124.1448237",30401133.9986097,"95501",4.63825419921599e-07
148,"95464","95464",860Z200US95464,B5,G6350,S,6570048,12228,"+39.1262459","-122.8470753",6582278.08842193,"95464",2.52088071375023
149,"95023","95023",860Z200US95023,B5,G6350,S,1022600826,1849903,"+36.9199935","-121.3221878",1024450814.42389,"95023",1.98671186464835
150,"90010","90010",860Z200US90010,B5,G6350,S,1011326,0,"+34.0609873","-118.2998843",1011327.08096802,,0
151,"96023","96023",860Z200US96023,B5,G6350,S,555691979,36684536,"+41.9090762","-121.9768456",592376585.075695,"96023",1.00106453410956
152,"96055","96055",860Z200US96055,B5,G6350,S,246609159,3524555,"+40.0991210","-121.9983747",250133732.59899,"96055",1.86370577128197
153,"96092","96092",860Z200US96092,B5,G6350,S,172293481,100136,"+39.9705793","-121.9703038",172393638.632316,"96092",1.81673270228576
154,"95203","95203",860Z200US95203,B5,G6350,S,15967439,1505883,"+37.9543023","-121.3293198",17473331.7350452,,0
155,"93512","93512",860Z200US93512,B5,G6350,S,261131756,282270,"+37.8918665","-118.5545694",261414031.123111,"93512",0.254108536968873
156,"96052","96052",860Z200US96052,B5,G6350,S,287929970,2795295,"+40.6826801","-122.7864540",290725294.909931,"96052",1.43159554568896
157,"93546","93546",860Z200US93546,B5,G6350,S,609552944,22585199,"+37.5491262","-118.8398144",632138226.105615,"93546",0.236324003476435
158,"94579","94579",860Z200US94579,B5,G6350,S,8100531,0,"+37.6865005","-122.1572145",8100520.30087112,,0
159,"93111","93111",860Z200US93111,B5,G6350,S,21069714,322505,"+34.4491845","-119.8047820",21392215.2336133,"93111",1.22777315554218
160,"96048","96048",860Z200US96048,B5,G6350,S,402525037,665320,"+40.8303591","-123.0234888",403190394.670708,"96048",0.346400376472427
161,"90710","90710",860Z200US90710,B5,G6350,S,6046215,1884,"+33.7989054","-118.3002391",6048096.01986539,,0
162,"90807","90807",860Z200US90807,B5,G6350,S,11449952,37428,"+33.8302054","-118.1811814",11487374.9607011,,0
163,"93035","93035",860Z200US93035,B5,G6350,S,13024494,3367092,"+34.1862870","-119.2288853",16391587.9705905,,0
164,"96107","96107",860Z200US96107,B5,G6350,S,247946749,67209,"+38.4082772","-119.5480747",248013974.641215,"96107",0.438832460154267
165,"90242","90242",860Z200US90242,B5,G6350,S,11696600,50193,"+33.9217932","-118.1405877",11746795.4324577,,0
166,"95306","95306",860Z200US95306,B5,G6350,S,431214937,3513205,"+37.3628976","-120.1194236",434728202.301227,"95306",2.10164367482863
167,"93541","93541",860Z200US93541,B5,G6350,S,821955407,157962093,"+38.0186456","-119.0597265",979917616.802905,"93541",0.387161630147385
168,"90277","90277",860Z200US90277,B5,G6350,S,9245269,3537592,"+33.8300058","-118.3871239",12782863.7979285,"90277",4.65244685198344e-05
169,"90033","90033",860Z200US90033,B5,G6350,S,8487878,92117,"+34.0503802","-118.2119912",8579996.05406278,,0
170,"96022","96022",860Z200US96022,B5,G6350,S,643808117,1490837,"+40.3363078","-122.4479773",645299011.986868,"96022",2.42985673408625
171,"90292","90292",860Z200US90292,B5,G6350,S,5428684,2857097,"+33.9760775","-118.4520658",8285787.58558198,,0
172,"91030","91030",860Z200US91030,B5,G6350,S,8887634,35008,"+34.1089567","-118.1566154",8922645.6807121,"91030",0.0242710256302108
173,"93638","93638",860Z200US93638,B5,G6350,S,233781766,1235339,"+37.0434340","-120.0336928",235017136.332283,"93638",0.243146319636152
174,"95652","95652",860Z200US95652,B5,G6350,S,9678497,0,"+38.6626381","-121.4008280",9678498.74534117,,0
175,"95662","95662",860Z200US95662,B5,G6350,S,27988500,397602,"+38.6891735","-121.2184354",28386083.6178029,,0
176,"93608","93608",860Z200US93608,B5,G6350,S,306669468,833734,"+36.5049867","-120.3386638",307503214.445003,"93608",0.000202383683067353
177,"92093","92093",860Z200US92093,B5,G6350,S,2302505,0,"+32.8821184","-117.2370825",2302504.01004412,"92093",2.29452584583315
178,"92161","92161",860Z200US92161,B5,G6350,S,227268,0,"+32.8740717","-117.2315635",227268.506622233,,0
179,"95624","95624",860Z200US95624,B5,G6350,S,117980439,112446,"+38.4341498","-121.3058740",118092882.60017,,0
180,"95830","95830",860Z200US95830,B5,G6350,S,33702206,172211,"+38.4905076","-121.2841712",33874420.6747646,,0
181,"95655","95655",860Z200US95655,B5,G6350,S,24679300,64570,"+38.5492278","-121.2785982",24743869.0421604,,0
182,"92154","92154",860Z200US92154,B5,G6350,S,133401460,1111677,"+32.5791012","-116.9665283",134513155.009202,"92154",1.6647920118359
183,"96120","96120",860Z200US96120,B5,G6350,S,586553828,1453347,"+38.7424445","-119.8693817",588007219.158183,"96120",0.398649318257569
184,"91942","91942",860Z200US91942,B5,G6350,S,14944738,0,"+32.7772670","-117.0213441",14944734.8191848,"91942",9.64038712884649e-05
185,"92342","92342",860Z200US92342,B5,G6350,S,254433782,1893983,"+34.7602939","-117.3359127",256327787.962243,,0
186,"95490","95490",860Z200US95490,B5,G6350,S,1114002106,884652,"+39.4793198","-123.3481599",1114886882.1537,"95490",2.03869797272075
187,"95626","95626",860Z200US95626,B5,G6350,S,97635809,0,"+38.7337942","-121.4890064",97635813.8907882,,0
188,"92227","92227",860Z200US92227,B5,G6350,S,1537587665,338212,"+32.9900500","-115.3368521",1537925931.18186,,0
189,"95585","95585",860Z200US95585,B5,G6350,S,151867391,0,"+39.8587165","-123.6661661",151867413.3418,"95585",1.54915061842316
190,"95525","95525",860Z200US95525,B5,G6350,S,240133350,317567,"+40.9537818","-123.8244384",240450942.187799,"95525",1.70074097071556
191,"95488","95488",860Z200US95488,B5,G6350,S,158872654,303079,"+39.7271773","-123.7891737",159175755.489174,"95488",1.98364342482958
192,"92179","92179",860Z200US92179,B5,G6350,S,647809,0,"+32.5839037","-116.9334746",647808.628411761,"92179",2.99999999958864
193,"92338","92338",860Z200US92338,B5,G6350,S,242557626,0,"+34.7877209","-116.2512079",242557631.416185,,0
194,"92284","92284",860Z200US92284,B5,G6350,S,330165000,0,"+34.1600756","-116.4247167",330165018.449601,"92284",0.226095623737462
195,"95514","95514",860Z200US95514,B5,G6350,S,266393326,314644,"+40.2867412","-123.6622864",266707992.611564,"95514",2.77766204721957
196,"93450","93450",860Z200US93450,B5,G6350,S,468087033,3065165,"+36.0854229","-120.8185220",471152241.3288,"93450",2.57094174453034
197,"95565","95565",860Z200US95565,B5,G6350,S,87245544,1724385,"+40.4551860","-124.0151981",88969931.4051087,"95565",1.83526365821798
198,"95420","95420",860Z200US95420,B5,G6350,S,18855724,318330,"+39.3593581","-123.7660109",19174057.8107422,"95420",1.05163291675304
199,"92386","92386",860Z200US92386,B5,G6350,S,5948973,0,"+34.2370359","-116.8252914",5948966.12776769,"92386",1.30644188485806
200,"95560","95560",860Z200US95560,B5,G6350,S,43226874,148782,"+40.1427275","-123.8388194",43375653.7347537,"95560",1.88109563611098
201,"95553","95553",860Z200US95553,B5,G6350,S,181709917,413237,"+40.2311522","-123.8685969",182123167.922838,"95553",1.83660585254256
202,"96007","96007",860Z200US96007,B5,G6350,S,317262846,4894210,"+40.4568005","-122.3082026",322157042.400881,"96007",1.98970450801925
203,"92283","92283",860Z200US92283,B5,G6350,S,860119551,3785561,"+32.8915458","-114.7729430",863905059.185876,,0
204,"95697","95697",860Z200US95697,B5,G6350,S,709764,0,"+38.7328813","-121.8071949",709762.736827308,,0
205,"91914","91914",860Z200US91914,B5,G6350,S,17208153,0,"+32.6660395","-116.9542404",17208157.4727706,"91914",1.12921367054669
206,"96011","96011",860Z200US96011,B5,G6350,S,300463519,1123916,"+41.0558970","-121.8918888",301587445.993617,"96011",1.69091729444823
207,"94103","94103",860Z200US94103,B5,G6350,S,3558325,0,"+37.7729833","-122.4113430",3558322.90094182,,0
208,"94107","94107",860Z200US94107,B5,G6350,S,4728659,732570,"+37.7585472","-122.3995401",5461222.15692259,,0
209,"94117","94117",860Z200US94117,B5,G6350,S,3301059,0,"+37.7700509","-122.4442803",3301057.1746273,,0
210,"94920","94920",860Z200US94920,B5,G6350,S,16861374,14740716,"+37.8867683","-122.4626194",31602089.8685797,"94920",0.119341506500813
211,"92081","92081",860Z200US92081,B5,G6350,S,23128139,0,"+33.1645491","-117.2405496",23128130.4130449,"92081",0.58609158624554
212,"92084","92084",860Z200US92084,B5,G6350,S,73404467,49689,"+33.2272828","-117.2000848",73454142.5223706,"92084",2.14590797773986
213,"95658","95658",860Z200US95658,B5,G6350,S,60356819,1195643,"+38.8811828","-121.1690138",61552454.6934148,"95658",1.86504065323913
214,"92025","92025",860Z200US92025,B5,G6350,S,57944595,993655,"+33.0778135","-117.0331309",58938261.6618378,"92025",1.63435158272976
215,"96145","96145",860Z200US96145,B5,G6350,S,45868470,2355807,"+39.1809984","-120.1513960",48224276.6653646,"96145",1.43030415487377
216,"92064","92064",860Z200US92064,B5,G6350,S,109651366,223435,"+32.9843523","-117.0135373",109874799.569351,"92064",2.16300184183474
217,"94131","94131",860Z200US94131,B5,G6350,S,5237085,50540,"+37.7459165","-122.4414731",5287621.25066608,,0
